youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"wjPAHApfgR4,Y7qEpHpxi8A,9jB-KOAL65Q",The Cove Waterpark,,"It was great for my 2 year old and 1 year old . Just get there right when they open for parking . The kids loved it . Lifeguards can be a little more cheerful , but I guess it's... read more",12,20,9513601974,Riverside,"4310 Camino Real , Riverside , CA 92509-3456",https://www.tripadvisor.com/Attraction_Review-g32978-d6826213-Reviews-The_Cove_Waterpark-Riverside_California.html,riverside.json,riverside,151,-117.3961622,33.9533546,138,100
"BhcdCoOS0Jo,y5I8R3YLv80,oh0HbISkOg8",Whitewater Preserve,,"A Oasis in the desert, They have turned a old fish hatchery into a preserve with beautiful ponds and a wonderful picnic area. The birding is excellent. We immediately found our... read more",17,11,+1 760-325-7222,Riverside,"9160 Whitewater Canyon Rd , Whitewater , Riverside , CA 92282-2102",https://www.tripadvisor.com/Attraction_Review-g32978-d6628465-Reviews-Whitewater_Preserve-Riverside_California.html,riverside.json,riverside,151,-117.3961622,33.9533546,138,100
"p6vrX7u3wYw,akiIt14V7cg,SMeKtBw64_A",Strikes Unlimited,,"The kids had a great time bowling! There are tons of lanes so we didn't have to wait for a lame to open up. After bowling we went to the arcade area, there are plenty of games... read more",5,7,(916) 626-3600,Rocklin,"5681 Lonetree Blvd , Rocklin , CA 95765-3735",https://www.tripadvisor.com/Attraction_Review-g32980-d7692271-Reviews-Strikes_Unlimited-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"TgDTXagn4cI,T4iI9QUVxSc",Hand Pickin Emporium,,Was looking for stuff to furish my grandkid's rooms found a bed and some other stuff really nice place and found some stuff for my house too.,7,5,(916) 626-0367,Rocklin,"4155 Rocklin Rd , Rocklin , CA 95677-2703",https://www.tripadvisor.com/Attraction_Review-g32980-d7709750-Reviews-Hand_Pickin_Emporium-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"tyopBVR6RDM,oV760-Z0Ea4,DWD2X8PCpM0",Beat The Room,"ニ_ニ_ニ_ Riveting escape room experience in The Initiation ニ_ニ_ニ_ Reviewed August 22, 2016 This was my husband and my first escape room experience, along with a couple of friends and what a perfect introduction it was. The location was easy to find; it's on the opposite side of Hwy 65 from the Roseville Galleria. The space was clean, the staff was welcoming, friendly and helpful - answering all our first-timer questions. The Initiation... More Helpful? 1 Thank charliewayne449 Report Clint Z 1 review ニ_ニ_ニ_ The Initiation ニ_ニ_ニ_ Reviewed August 11, 2016 via mobile Great fun! Well laid out period themed rooms. Great puzzles and ciphers. Very challenging, but attainable. Great fun for couples or groups. Can be a great starter for a date night. Total experience can be completed in less than an hour and a half. I highly recommend this experience. Helpful? Thank Clint Z Report slatesfamily 1 review ニ_ニ_ニ_ Initiation room ニ_ニ_ニ_ Reviewed August 11, 2016 via mobile I had never heard of an escape room before. And then I told about this place by a friend and had a great time. The first thing I did afterwords was call my friends and my brother to tell them about what a great experience this was. Helpful? Thank slatesfamily Report Johnny P 1 review ニ_ニ_ニ_ First Timer! ニ_ニ_ニ_ Reviewed August 5, 2016 via mobile I was asked to go by a couple of friends and didn't know what to expect as I had never been to an escape room Before. I'm so glad I went...why haven't I ever been to one of these rooms before. Needless to say I had a great time and it far exceeded my expectations. I will be back to... More Helpful? Thank Johnny P Report bearline916 Rocklin, California 2 reviews ニ_ニ_ニ_ Great Experience, must try this place!!!!!!! ニ_ニ_ニ_ Reviewed July 18, 2016 Really fun experience! One of the best couple date ideas yet. First timers to an escape room and will 100% come back! The puzzle solving, team work, and suspense made this a great time. Fantastic production (light, sound, decorations) Easy to find. Great location near Westfield Galleria at Roseville. Very friendly staff. Recommending this place for my companyニ_ニ_ニ_s team builders.... More Helpful? Thank bearline916 Report",,2,10,,Rocklin,,https://www.tripadvisor.com/Attraction_Review-g32980-d10531784-Reviews-Beat_The_Room-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"N2oUqi51jm8,w8EcyFdPISM,RnuzcfRfXFA",Wilderness Archery,,They are super helpful and very willing to take the time to educate you on the different and varied options you may have. They even have a range where you can try it out. There... read more,4,6,1(916)630-8700,Rocklin,"4870 Pacific St , Rocklin , CA 95677-2410",https://www.tripadvisor.com/Attraction_Review-g32980-d7290513-Reviews-Wilderness_Archery-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"JrlIzLvBiPU,jrR3ucjPiWE,ybEE6eOT1L0",Whitney Oaks Golf Club,,"This is a great course.. very challenging... This is not a beginner's course.. There are short and loopholes.. water, hills, traps, trees... The greens can be tricky.. I... read more",3,24,+1 916-632-8333,Rocklin,"2305 Clubhouse Dr , Rocklin , CA 95765-5615",https://www.tripadvisor.com/Attraction_Review-g32980-d513003-Reviews-Whitney_Oaks_Golf_Club-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"WWOajnZhOW4,Pro-PCSeMBc",New Avalon Day Spa and Salon,"ニ_ニ_ニ_ Perfect Massage ニ_ニ_ニ_ Reviewed April 29, 2015 MASSAGE = 'Sarah' offers the best massage I've had anywhere in the world. Sarah offers a wide-variety of different massages that she has completely mastered. Fully certified in a variety of techniques and blends them well. Of all of the times appointments I've had, she has never 'eased up' when I needed deep tissue. her prices are excellent, too. I've... More Helpful? Thank colinky62 Report",,10,,,Rocklin,,https://www.tripadvisor.com/Attraction_Review-g32980-d8027654-Reviews-New_Avalon_Day_Spa_and_Salon-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"FtsFkQoNgd8,lx9C0i6kgfI",Studio Movie Grill,"Movie Theaters , Fun & Games",Full bar. Menu is o.k. Food is edible. I really like being able to press a button and have someone bring me food/drinks instead of missing parts of a movie to go stand in line... read more,1,141,916-238-9000,Rocklin,"5140 Commons Dr , Rocklin , CA 95677-3911",https://www.tripadvisor.com/Attraction_Review-g32980-d7362954-Reviews-Studio_Movie_Grill-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"w_lM4ICxHe4,u-J8Ocvs7kU,1-37FGb8wjo",Xtreme Craze,,"I enjoyed this much more than I thought. Great for all ages. Will definitely go again when we are in the area. My husband, father, and 11 year old little sister all had a blast!",6,6,+1 916-259-2729,Rocklin,"6694 Lonetree Blvd , Blue Oaks Town Center , Rocklin , CA 95765-3763",https://www.tripadvisor.com/Attraction_Review-g32980-d4306810-Reviews-Xtreme_Craze-Rocklin_California.html,rocklin.json,rocklin,2,-121.2357827,38.7907339,6,100
"X5g93ap8IM4,bTGuxP4FZb8,aTPtK80U82Y",Foxtail South Golf Course,,"For the course maintenance and what this side has to offer its a great deal. I usually like to go at twilight to get a better deal, also it's less crowded.",3,21,+1 707-584-7766,Rohnert Park,"100 Golf Course Dr , Rohnert Park , CA 94928-1735",https://www.tripadvisor.com/Attraction_Review-g32982-d3568672-Reviews-Foxtail_South_Golf_Course-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"_iuZKplrGsM,P4fSxqz8lHI,MkfmtW0t4V0",Q-Zar Lazer Tag,,"Took our brother here for his birthday. We are all adults, and we had 8 in our group. It was a blast. We booked on a weekday, and we were surprised when they opened just for us... read more",8,2,707-585-8000,Rohnert Park,"4 Padre Parkway , Rohnert Park , CA",https://www.tripadvisor.com/Attraction_Review-g32982-d7317531-Reviews-Q_Zar_Lazer_Tag-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"oKEOJtvh8Lk,As5VqcMhPj8,gMnviLoKJjs",Weill Hall - Green Music Center,"Points of Interest & Landmarks , Sights & Landmarks","This is a superb venue (I'm talking about concerts where you sit inside..). Good staff, good acoustics. My only caveat is that the programs seem at least to me to be less... read more",1,55,(866) 955-6040,Rohnert Park,"1801 E Cotati Ave , Rohnert Park , CA 94928-3613",https://www.tripadvisor.com/Attraction_Review-g32982-d7051920-Reviews-Weill_Hall_Green_Music_Center-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"4t1CvCXSjeE,mMeoQ_EDg4Q,oHN_-M32I1A",North Bay Winery Tours,,"I went with a girlfriend and although most of the other tour guests were couples, we had a great time and would recommend this tour!",4,7,707-879-8687,Rohnert Park,"1300 Valley House Dr , Suite 100-31 , Rohnert Park , CA 94928-4927",https://www.tripadvisor.com/Attraction_Review-g32982-d8685959-Reviews-North_Bay_Winery_Tours-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"P4qToUxtn9E,_gElLc6PA1k,kaHz_KUoqgs",Cal Skate of Rohnert Park,,This is a very clean facility with a great staff! It is a very fun environment and great music. Different nights have different themes and you can easily find them on their... read more,7,5,(707) 585-0500,Rohnert Park,"6100 Commerce Blvd , Rohnert Park , CA 94928-2104",https://www.tripadvisor.com/Attraction_Review-g32982-d6901625-Reviews-Cal_Skate_of_Rohnert_Park-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"KCf-uOIgpXk,BpFq1STmPGc,bLP_BwijAM4",Graton Resort & Casino,,If you're into gaming this is a very nice place...looks much like the casinos in Tahoe and Reno. Their food court has some very good restaurants. The only drawback is the... read more,2,240,+1 707-588-7100,Rohnert Park,"288 Golf Course Drive West , Rohnert Park , Rohnert Park , CA 94928",https://www.tripadvisor.com/Attraction_Review-g32982-d5461924-Reviews-Graton_Resort_Casino-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"db2PK60UrAs,85yd72avjuA,6J440zNZ-DM",Mr. Zin's Wine Tours - Tours,,My friends and I just returned from a fun-filled vacation in San Francisco. During our visit we toured Yosemite and Sonoma Wine Country with Mr. Zins Tour service. Our two days... read more,6,6,+1 877-388-0006,Rohnert Park,"6366 Commerce Blvd , Ste 258 , Rohnert Park , CA 94928-2404",https://www.tripadvisor.com/Attraction_Review-g32982-d6631330-Reviews-Mr_Zin_s_Wine_Tours_Tours-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
"lg_lspMA_mA,Cg_su9AaVhA,LX6zIiXynxc",Rebounderz Indoor Trampoline Park,"ニ_ニ_ニ_ Best Trampoline Park ニ_ニ_ニ_ Reviewed June 12, 2016 via mobile My boys truly love trampoline parks. This is the best one we've ever been to! Very, very clean, comparable rates common parents viewing area with free Wi-Fi, arcade, and a reasonably priced snack bar. HIGHLY RECOMMEND! See all photos Helpful? Thank LadyMatagi Report",,11,,,Rohnert Park,,https://www.tripadvisor.com/Attraction_Review-g32982-d8700121-Reviews-Rebounderz_Indoor_Trampoline_Park-Rohnert_Park_Sonoma_County_California.html,rohnert_park.json,rohnert park,2,-122.7010983,38.3396367,2,100
41QWtoGHfKg,Maidu Interpretive Center Museum,,There is a good selection of Native American artifacts to check out. It is family oriented. There is educational information to absorb.,4,24,+1 916-774-5934,Roseville,"1970 Johnson Ranch Dr , Roseville , CA 95661-3749",https://www.tripadvisor.com/Attraction_Review-g32988-d2645404-Reviews-Maidu_Interpretive_Center_Museum-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"y7lNGFNVIBs,9YCtIgLYFY4,hJPMtATw75g",Tower Theater,,This place offers an amazing experience and is an awesome place for live theatre. Also there is Town Restaurant there which offers good food.,8,14,+1 916-782-1727,Roseville,"417 Vernon Street , Roseville , CA 95678",https://www.tripadvisor.com/Attraction_Review-g32988-d2641167-Reviews-Tower_Theater-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"_C0FPyHvckU,51pcpLfSD-w,hbi-wDDyw7w",All American Speedway,,The All American Speedway in Roseville is a good tourist attraction. Though the place needs more maintenance but it offers a good experience.,7,19,+1 916-786-2025,Roseville,"800 All America City Blvd , Roseville , CA 95678-1594",https://www.tripadvisor.com/Attraction_Review-g32988-d1201956-Reviews-All_American_Speedway-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"mxGDawP_bWU,zpWeMTPM_8Y",Roseville Telephone Museum,,"Our visit to this museum was quite a surprise. It covers telephone usage through the years. All the types of phones are displayed. There are phone booths, full displays, good... read more",9,6,916.786.1621,Roseville,"106 Vernon St , Roseville , CA 95678-2631",https://www.tripadvisor.com/Attraction_Review-g32988-d7125420-Reviews-Roseville_Telephone_Museum-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"2mSVa3EfYlc,fpD5KFirulA,8CY0q8AEZYA",Antique Trove,"Antique Stores , Shopping","Spent at least an hour and half browsing this mall for our special items, unfortunately we didn't find any but had a really great time looking; just wished we lived closer. If... read more",1,53,+1 916-786-2777,Roseville,"236 Harding Blvd , Roseville , CA 95678-2404",https://www.tripadvisor.com/Attraction_Review-g32988-d142936-Reviews-Antique_Trove-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"2o5jfANT6iI,tDsNNaxYCfE,SEPpC6Ci-2Y",Bayside Blue Oaks Indoor Play Area,,I think this place is amazing! It's a great place to meet with your friends for coffee or lunch and you can bring the kids! The play area is a Ginormous 3 story play structure... read more,12,3,9167467290,Roseville,"10000 Alantown Dr., Suite 150 , Roseville , CA 95678",https://www.tripadvisor.com/Attraction_Review-g32988-d10515961-Reviews-Bayside_Blue_Oaks_Indoor_Play_Area-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"oa6rZWbf69s,ilfRSE2t5Uc,y9a-vx1etHE",Roseville Utility Exploration Center,,"If you want to keep your children busy and have them learn something, then the Utility exploration Center is a great place. It's free and fun. Plus it is next to the library, so... read more",6,12,+1 916-746-1550,Roseville,"1501 Pleasant Grove Blvd , Roseville , CA 95747-6975",https://www.tripadvisor.com/Attraction_Review-g32988-d4801805-Reviews-Roseville_Utility_Exploration_Center-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"2Bkk_oDQg8c,15rBUDUXmv0",Golfland Sunsplash,,"My son and his friends met up with each other and they went to play mini golf. They took a break because of a lot of people, so when they went inside, it was SO loud. They were... read more",3,147,+1 916-784-1273,Roseville,"1893 Taylor Rd , Roseville , CA 95661-3008",https://www.tripadvisor.com/Attraction_Review-g32988-d2108454-Reviews-Golfland_Sunsplash-Roseville_California.html,roseville.json,roseville,12,-121.1858782,38.72338,15,100
"aCNMQwP64_w,JDKnSZ_E5OU",Crocker Art Museum,"Art Museums , Museums","This is one of the most underrated or unknown places in town, while being my favorite, by far. I travel a lot and visit many museums, yet also live Sacramento. Many of our friends... read more",2,731,+1 916-808-7000,Sacramento,"216 O St , Sacramento , CA 95814-5399",https://www.tripadvisor.com/Attraction_Review-g32999-d105182-Reviews-Crocker_Art_Museum-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"9mDVbk8rwAA,yQHEDkgpZ04,MFE_M3n8vP8",Sutterニ_ニ_ニ_s Fort State Historic Park,"Architectural Buildings , Historic Sites , Sights & Landmarks , Nature & Parks , More",Sutter dreamed of creating an empire & it started with building this fort. His story unfolds as you go from room too room in this state historic park. You learn about Sutter & the... read more,8,384,-5782,Sacramento,"2701 L St , Sacramento , CA 95816-5613",https://www.tripadvisor.com/Attraction_Review-g32999-d102770-Reviews-Sutter_s_Fort_State_Historic_Park-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"E0Ig7tHQTlA,vYuhcDHjNUs,09VrMgivMBI",Cosmopolitan Cabaret,,"Saw ""I love you, you're perfect, now change""...hilarious show, fine comic acting, good sound, I will return .",72,3,+1 916-557-1999,Sacramento,"1000 K St , Sacramento , CA 95814-3830",https://www.tripadvisor.com/Attraction_Review-g32999-d3253691-Reviews-Cosmopolitan_Cabaret-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"gbauogMXuEQ,MFBVhvj0GnA,-NkuP_dcV2Y",McClatchy Library,,I frequently request books online and this is the branch I use to pick up the books and return them. Love the handy drop boxes in the alley for after hours returns. Easy check out... read more,48,9,+1 916-264-2700,Sacramento,"2112 22nd Street , Sacramento , CA 95818",https://www.tripadvisor.com/Attraction_Review-g32999-d4084352-Reviews-McClatchy_Library-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
,Gallery 2110 & The Sacramento Art Complex,"ニ_ニ_ニ_ Greatest art secret in Sacramento! ニ_ニ_ニ_ Reviewed August 4, 2011 Wonderful gallery upfront and 21 studios with a variety of great art! Especially loved the art gallery with toys on 2nd floor! This is a must stop when looking for art at all price ranges in Sacramento. Helpful? 5 Thank toyart Report",,91,,,Sacramento,,https://www.tripadvisor.com/Attraction_Review-g32999-d2217137-Reviews-Gallery_2110_The_Sacramento_Art_Complex-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"pXH3cLVQ7j4,2V1vSfRZlb0,NF0eu7AdEao",Elliott Fouts Gallery,"ニ_ニ_ニ_ Outstanding, enormous gallery for California and contemporary art ニ_ニ_ニ_ Reviewed March 22, 2016 SF Bay Area folks in Sacramento for 4/5 days to do the art scene and more. We were pointed to a couple of galleries + the new wing of the Crocker for an especial interest in contemporary, especially California, art. I was astonished at the size and the range of the collection at Elliott Fouts. This has got to be... More Helpful? Thank nurealam Report",,87,,,Sacramento,,https://www.tripadvisor.com/Attraction_Review-g32999-d10092343-Reviews-Elliott_Fouts_Gallery-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"pmnAngo3Ff4,scRGMyw8h_U,3puD4oiI5ho",Funderland,,"We purchased annual passes for our three granddaughters (ages 7, 5, and 3) for Christmas 2015 and have been having a wonderful time on our visits. There are rides for all of them... read more",23,68,+1 916-456-0131,Sacramento,"1350 17th Ave , Sacramento , CA 95822-1200",https://www.tripadvisor.com/Attraction_Review-g32999-d630581-Reviews-Funderland-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"f37MYrcp6ms,MLwd-rtRiu4,jLT9r5FWfxQ",American River Parkway,"Bodies of Water , Nature & Parks","Everytime I ride or walk on the American River Parkway I want to hug the people who had the foresight to create such a recreational treasure. You can ride your horse or bike, walk... read more",17,120,+1 916-875-6961,Sacramento,"Discovery Park to Hazel Avenue , 4,800-acres of Public Park Along 23 Miles of River , Sacramento , CA 95825",https://www.tripadvisor.com/Attraction_Review-g32999-d128282-Reviews-American_River_Parkway-Sacramento_California.html,sacramento.json,sacramento,169,-121.4943995,38.5815719,244,100
"zqgqoJ594vc,d2OcIqwmSaY,JL24ClPR1II",Oldtown,"Historic Walking Areas , Antique Stores , Sights & Landmarks , Shopping","We have made a trip every week to Old Town Salinas, to find new restaurants, places of interest, and fun things to do. There are many excellent restaurants including Patria's... read more",8,47,,Salinas,"Salinas , CA",https://www.tripadvisor.com/Attraction_Review-g33002-d104459-Reviews-Oldtown-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"nOJG2xhHZjw,5aKyVqknAVI,gjk2PvBElKc",Tatum's Garden,,This is a park built with love by the whole community. It was inspired by and for children of all abilities and it is a gem! It is truly a work of art and kept in a pristine... read more,7,18,,Salinas,"1 Maryal Dr , Salinas , CA 93906-3757",https://www.tripadvisor.com/Attraction_Review-g33002-d6994073-Reviews-Tatum_s_Garden-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"IOFVWORO2ok,2Emu-YFLvxw,gWvm8kgUGKU",Toro County Park,,"This little restaurant is a gem. Food is outstanding. It is always crowded as all the locals come here. It is only open for breakfast and lunch, but well worth it.",6,36,+1 831-755-4899,Salinas,"501 Monterey Salinas Hwy , Salinas , CA 93908-8980",https://www.tripadvisor.com/Attraction_Review-g33002-d642759-Reviews-Toro_County_Park-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
ARPDkapHjJc,Salinas Valley Art Gallery,,We visited the Salinas Valley Art Gallery. Its on Main Street a few minutes walk from the Steinbeck Center. Several local artists showcase their art and jewelry here. Staff... read more,11,5,+1 831-422-4162,Salinas,"218 Main St , Salinas , CA 93901-2704",https://www.tripadvisor.com/Attraction_Review-g33002-d6550066-Reviews-Salinas_Valley_Art_Gallery-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"jg7-i3V4P9w,UFpXGoJ3BiI,J71lTkb2mew",Mazda Raceway Laguna Seca,"Auto Race Tracks , Sights & Landmarks",Stopped off here as we are huge motorsports fans and it was on our way. Entered the raceway and managed to park right by the corkscrew bends to watch some club car racing. There... read more,2,168,+1 831-242-8201,Salinas,"1021 Monterey Salinas Hwy , Salinas , CA 93908-8937",https://www.tripadvisor.com/Attraction_Review-g33002-d2006174-Reviews-Mazda_Raceway_Laguna_Seca-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"Go_EGlIrMQw,e7J-64HbHow",National Steinbeck Center,"Art Museums , History Museums , Specialty Museums , Museums , More","My husband and I were driving from San Jose to Los Angeles, but as we were passing by Salinas, we saw a sign for a Steinbeck museum. We'd both read Steinbeck in school, and I love... read more",1,268,831-775-4721,Salinas,"1 Main St , Salinas , CA 93901-3436",https://www.tripadvisor.com/Attraction_Review-g33002-d102780-Reviews-National_Steinbeck_Center-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"De30ET0dQpQ,g5vUBQBykJ4,zPnzgCOUO38",Wild Things,,"My husband and I stayed the B&B and loved our time. The bungalows look like something you would see on an African Safari. We stayed in the Giraffe house and loved having a ""ring... read more",4,96,+1 831-455-1901,Salinas,"400 River Rd , Salinas , CA 93908-9627",https://www.tripadvisor.com/Attraction_Review-g33002-d1067776-Reviews-Wild_Things-Salinas_California.html,salinas.json,salinas,12,-121.6550371,36.6744117,28,100
"ul7Ngn6l1iA,soBPFMrC-Dg,t234jBMK-Io",San Bernardino National Forest,"Forests , Nature & Parks",We love just driving around in the mountains. The air is clean and there are things to do. They sell jerky and have nice restraunts. It does get very busy during the winter when... read more,1,85,19093822600,San Bernardino,"San Bernardino , CA 92408-2607",https://www.tripadvisor.com/Attraction_Review-g33009-d207973-Reviews-San_Bernardino_National_Forest-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"KJ_5DCZKY5M,Dj3HIpfusCc,r7WkW9PdZpE",San Manuel Stadium,,"Great ball park, the seats are shaded in the afternoon and evening. If you like minor league baseball this is a great venue.",3,40,,San Bernardino,"280 S E St , San Bernardino , CA 92401-2009",https://www.tripadvisor.com/Attraction_Review-g33009-d3367474-Reviews-San_Manuel_Stadium-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"z3SBs3GIcyU,gnOsnMuhSQE,fVHcDsPRzCA",Glen Helen Raceway,,Went to the MXGP. The track was great. Spend the money and get into the rally towel section. Well worth the money to get to see most of the track up close. The owner walked... read more,6,12,909 880-3090,San Bernardino,"18585 Verdemont Rd , San Bernardino , CA 92407",https://www.tripadvisor.com/Attraction_Review-g33009-d7209322-Reviews-Glen_Helen_Raceway-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"ZgtEzs9kBTY,vKvx8mj-Mek,v3wDzIoN8A0",San Bernardino History & Railroad Museum,,This place is stuffed full of great displays covering not only the history of the railroad but also the history of San Bernardino.,9,9,,San Bernardino,"1170 W 3rd St , San Bernardino , CA 92410-1702",https://www.tripadvisor.com/Attraction_Review-g33009-d7218979-Reviews-San_Bernardino_History_Railroad_Museum-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"MbLntU12z2o,Aerg5u6pgCA,fouBsUk2Jc8",San Manuel Amphitheater,,"The sound quality and the proximity from the stage to the seats are good, but the parking and exiting of this venue is horrendous. We had VIP Mega parking that brought us very... read more",13,36,+1 909-880-6500,San Bernardino,"2575 Glen Helen Pkwy , San Bernardino , CA 92407-1539",https://www.tripadvisor.com/Attraction_Review-g33009-d2290812-Reviews-San_Manuel_Amphitheater-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"CmbggOVCNyU,8r0sFmmUOvw,s5LedZj9idw",Santa Ana River Trail,,"I'm a frequent cyclists. I enjoy rides where there isn't too many stops. This trail is great for it. It actually extends from San Bernardino to the beach, but I primarily ride the... read more",5,21,+1 909-794-1123,San Bernardino,"San Bernardino , CA",https://www.tripadvisor.com/Attraction_Review-g33009-d146239-Reviews-Santa_Ana_River_Trail-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"ki9UvQ0nwKU,EHaEE2-HL_0",Norton AFB Museum,,"As an area attraction it might not rate 4 stars, but for personal nostalgia it is a highlight. I flew in and out of here many times in the 60's. I can even remember my folks... read more",11,7,,San Bernardino,"1601 E 3rd St , San Bernardino , CA 92408-0219",https://www.tripadvisor.com/Attraction_Review-g33009-d4103328-Reviews-Norton_AFB_Museum-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"2niSdlgnTFk,dCAlK04wrGg,hnfDU4Cwqeg",SB Raceway Indoor Karting,,speed race cars are fun and fast. You could race and have fun with the whole family. Race the clock see how fast you can get around the track.,10,10,+1 909-824-7804,San Bernardino,"217 E Club Center Dr , Suite B , San Bernardino , CA 92408-3726",https://www.tripadvisor.com/Attraction_Review-g33009-d2044565-Reviews-SB_Raceway_Indoor_Karting-San_Bernardino_California.html,san_bernardino.json,san bernardino,250,-117.2897651,34.1083449,146,100
"ul7Ngn6l1iA,soBPFMrC-Dg,t234jBMK-Io",San Bernardino National Forest,"Forests , Nature & Parks",We love just driving around in the mountains. The air is clean and there are things to do. They sell jerky and have nice restraunts. It does get very busy during the winter when... read more,1,85,19093822600,San Bernardino,"San Bernardino , CA 92408-2607",https://www.tripadvisor.com/Attraction_Review-g33009-d207973-Reviews-San_Bernardino_National_Forest-San_Bernardino_California.html,san_bernardino.json,san bernardino ca,6,-117.2897651,34.1083449,4,100
"KJ_5DCZKY5M,Dj3HIpfusCc,r7WkW9PdZpE",San Manuel Stadium,,"Great ball park, the seats are shaded in the afternoon and evening. If you like minor league baseball this is a great venue.",3,40,,San Bernardino,"280 S E St , San Bernardino , CA 92401-2009",https://www.tripadvisor.com/Attraction_Review-g33009-d3367474-Reviews-San_Manuel_Stadium-San_Bernardino_California.html,san_bernardino.json,san bernardino ca,6,-117.2897651,34.1083449,4,100
"z3SBs3GIcyU,gnOsnMuhSQE,fVHcDsPRzCA",Glen Helen Raceway,,Went to the MXGP. The track was great. Spend the money and get into the rally towel section. Well worth the money to get to see most of the track up close. The owner walked... read more,6,12,909 880-3090,San Bernardino,"18585 Verdemont Rd , San Bernardino , CA 92407",https://www.tripadvisor.com/Attraction_Review-g33009-d7209322-Reviews-Glen_Helen_Raceway-San_Bernardino_California.html,san_bernardino.json,san bernardino ca,6,-117.2897651,34.1083449,4,100
