mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles,youTubeLinkIds
steinbeck library,library,1,"John Steinbeck Library, West San Luis Street, Salinas, Monterey County, California, 93901, United States of America",-121.657201396853,36.67201915,3,"los angeles_and_san luis obispo.json,san francisco_and_santa cruz.json,san luis obispo_and_santa cruz.json","Wg0FukSINHc,tqh-vIoYczo,ApfTTdi9S2w"
foxen canyon road,tertiary,2,"Foxen Canyon Road, Los Olivos, Santa Barbara County, California, 93441, United States of America",-120.1268089,34.697635,3,"monterey_and_santa barbara.json,napa_and_santa barbara.json,santa clarita_and_sausalito.json","hWvzZXfC0ho,Vgke3axvzWU,v9IU6-sssmM"
' lake tahoe,water,1,"Lake Tahoe, Placer County, California, United States of America",-120.050511752934,39.0888982,1,long beach_and_sacramento.json,"XANWCeKSXt8,PAKtX1mNZcU,V2ZPUCT7OG8"
balboa island & balboa,suburb,1,"Balboa Island, Newport Beach, Orange County, California, United States of America",-117.8920818,33.6064778,1,newport beach_and_pasadena.json,"ar7S9bUIcEc,TT2MySk1_Zg,KX3z558jxSU"
napa valley yountville,cycleway,2,"Napa Valley Vine Trail, Yountville, Napa County, California, 94599, United States of America",-122.3640246,38.4022123,1,napa_and_stockton.json,"egdonyLY-pQ,Y-H20LSRis0,9XYzsOE4hvQ"
palomar airport,primary,1,"Palomar Airport Road, Carlsbad, San Diego County, California, 92009, United States of America",-117.2418974,33.1291437,3,"bakersfield_and_carlsbad.json,carlsbad_and_pasadena.json,carlsbad_and_temecula.json","e-w8tocwO40,UACvj35k3HI,qz_jxAjGGwA"
mammoth hot springs,school,1,"Mammoth School, School Road, Whitmore Hot Springs, Mono County, California, United States of America",-118.8648535,37.6388226,1,mammoth lakes_and_san bernardino.json,"RBAid2dLBrQ,fXxY4gVW5aY,IFuL8gYmahI"
cahuilla,hamlet,5,"Cahuilla, Riverside County, California, United States of America",-116.7439091,33.5408618,7,"anaheim_and_temecula.json,big bear lake_and_santa ana.json,los angeles_and_temecula.json,san bernardino_and_temecula.json,san diego_and_temecula.json,san jose_and_temecula.json,stockton_and_temecula.json","tpaDJjo3-e0,x7MDyu-Va6E,YKqTDlimzkw"
paseo road,track,1,"El Paseo Road, San Bernardino County, California, 92301, United States of America",-117.5519049,34.654609,1,pasadena_and_sacramento.json,"-wZbnWtr4q0,VWWRlhndgIU,PjDucplM_H0"
chateau,castle,2,"Hearst Castle, 750, Hearst Castle Road, San Simeon, San Luis Obispo County, California, 93452, United States of America",-121.167587299509,35.6853689,2,"avalon_and_napa.json,malibu_and_napa.json","yFGQDdQ2lYc,LS9ANdUpTuQ,mPyLF7NxZyY"
sequoia shuttle,bus_stop,1,"Sequoia Shuttle, Sherman Tree Trail, Pinewood, Tulare County, California, 93262, United States of America",-118.7497587,36.5848415,1,fresno_and_san diego.json,"xXN97roNQ9g,T0vM5juqHxk,k2A_442vDFk"
main river,aerodrome,1,"March Air Reserve Base, Graeber Street, March Field, Riverside County, California, 92518, United States of America",-117.254826324302,33.8841155,1,avalon_and_riverside.json,"esh0EsqhxfY,Zrj8P3kqqBE,KrDzWXYYqtQ"
silver city,hamlet,1,"Silver City, Tulare County, California, United States of America",-118.6459277,36.4660536,1,mammoth lakes_and_san jose.json,"hXnHCc5kJlw,4jWBE7FNVCE,p5PMSf5jVPU"
sierra drive,tertiary,2,"Sierra Drive, San Bernardino, San Bernardino County, California, 92407, United States of America",-117.3285567,34.1822665,7,"bakersfield_and_carlsbad.json,beverly hills_and_fresno.json,beverly hills_and_oakland.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_stockton.json,pasadena_and_san francisco.json","TRrBdKy1XoU,8N_YEaAopqI,Tjs8mImEEDI"
barcelona,residential,4,"Barcelona, El Toro Mobile Home Estates, Lake Forest, Orange County, California, 92694, United States of America",-117.6947324,33.620459,7,"carlsbad_and_pasadena.json,irvine_and_san diego.json,irvine_and_san luis obispo.json,irvine_and_santa barbara.json,long beach_and_malibu.json,malibu_and_pasadena.json,san bernardino_and_santa ana.json","1h0J1SwavCo,mEhWmkjUKjc"
beaufort,residential,2,"Beaufort Avenue, Stockton, San Joaquin County, California, 95209, United States of America",-121.3540689,38.024976,2,"big bear lake_and_pismo beach.json,riverside_and_sausalito.json","yzvowTA0DvY,A--fKTwgVTw,jBfpjPCb2r8"
delhi road,residential,1,"Delhi Road, Yolo County, California, United States of America",-121.6939439,38.372439,1,fremont_and_santa ana.json,"7AwEoNI1xyc,tmMexcBeHc0,62b_eP8Nk6E"
gainesville,residential,2,"Gainesville Avenue, Alum Rock, San José, Santa Clara County, California, 95122, United States of America",-121.8302917,37.3431176,2,"carlsbad_and_fremont.json,fresno_and_malibu.json","eNCp8jS-zIE,ToEKS2aAmWM,eISFyE4Wu7g"
san luis obispo.morro bay,museum,1,"Morro Bay Museum of Natural History, 20, Morro Bay State Park Road, Morro Bay, San Luis Obispo County, California, 93442, United States of America",-120.8443454,35.3469188,2,"monterey_and_pasadena.json,malibu_and_monterey.json","xdr2QKgyYTw,mAOKLgyd4lA,bs_IZDlGd9s"
south broadway,primary,1,"South Broadway, South Los Angeles, LA, Los Angeles County, California, 90248, United States of America",-118.2785003,33.9314102,1,avalon_and_pasadena.json,"muX1VNpUAK4,5Fn13fmetY8"
walnut grove,administrative,2,"Walnut Grove, Key Street, Locke, Sacramento County, California, 95690, United States of America",-121.504773526118,38.2503075,5,"berkeley_and_sacramento.json,berkeley_and_stockton.json,fremont_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json","7ylcjEyljmo,TnDNL8fc9OI,pOoYiSTHV9s"
tulare county,administrative,3,"Tulare County, California, United States of America",-118.8525829,36.2516475,11,"bakersfield_and_fresno.json,bakersfield_and_irvine.json,bakersfield_and_newport beach.json,big bear lake_and_santa barbara.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_temecula.json,sacramento_and_san luis obispo.json,san francisco_and_santa barbara.json,san luis obispo_and_santa ana.json,santa barbara_and_stockton.json","BFOiypMQzHQ,nh2HwB13nIA,njF1FkRpyC0"
indonesia,embassy,3,"Consulat General of the Republic of Indonesia, South Mariposa Avenue, Koreatown, Little Armenia, LA, Los Angeles County, California, 90020, United States of America",-118.299570356312,34.06215715,6,"berkeley_and_santa ana.json,fremont_and_santa ana.json,newport beach_and_san bernardino.json,san bernardino_and_santa ana.json,santa ana_and_santa cruz.json,santa ana_and_temecula.json","Exxp3IOH-34,Mulk_qF1X4g,749dhnXdYXQ"
redwood trail,residential,1,"Redwood Trail, Yucaipa (City of), San Bernardino County, California, 92399, United States of America",-116.9992599,34.016644,5,"los angeles_and_monterey.json,monterey_and_san bernardino.json,long beach_and_monterey.json,san bernardino_and_san francisco.json,san bernardino_and_santa cruz.json","T4pTaWxc9TU,etMpSt9dF-k,X2zyo67qn2U"
guangdong,restaurant,1,"Guangdong Barbecue Restaurant, 2191, Irving Street, Sunset District, SF, California, 94122, United States of America",-122.4812585,37.763245,3,"berkeley_and_san francisco.json,oakland_and_san francisco.json,sacramento_and_san francisco.json","YjSISc0k31g,QI1jfbUz0mk,BewVnJzHALo"
mojave desert ca,desert,1,"Mojave Desert, Utility Road, San Bernardino County, California, United States of America",-115.548963686646,35.1456319,100,"anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_berkeley.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_sacramento.json,avalon_and_san jose.json,avalon_and_malibu.json,bakersfield_and_san bernardino.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,avalon_and_sausalito.json,bakersfield_and_carlsbad.json,bakersfield_and_fremont.json,bakersfield_and_malibu.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,bakersfield_and_temecula.json,berkeley_and_malibu.json,berkeley_and_riverside.json,berkeley_and_san bernardino.json,berkeley_and_beverly hills.json,berkeley_and_carlsbad.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_oakland.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_mammoth lakes.json,carlsbad_and_monterey.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_sausalito.json,fremont_and_irvine.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_san bernardino.json,fremont_and_temecula.json,fresno_and_irvine.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_temecula.json,irvine_and_monterey.json,irvine_and_oakland.json,irvine_and_san jose.json,irvine_and_sausalito.json,fremont_and_riverside.json,fresno_and_riverside.json,malibu_and_oakland.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_stockton.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_temecula.json,malibu_and_monterey.json,newport beach_and_sacramento.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san bernardino.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,riverside_and_sacramento.json,riverside_and_san jose.json,riverside_and_sausalito.json,riverside_and_stockton.json,san bernardino_and_sausalito.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_temecula.json,sacramento_and_san diego.json,oakland_and_temecula.json,irvine_and_stockton.json,san jose_and_temecula.json,sausalito_and_temecula.json,stockton_and_temecula.json","_u6Dz5oJpEU,y7qwO6Yd6nA,rK5fRoqdJ1M"
pebble beach golf,golf_course,1,"Pebble Beach Golf Course, Live Oak Meadow Road, Del Monte Forest, Monterey County, California, 93953, United States of America",-121.937790801787,36.56413635,1,fremont_and_monterey.json,"IBuXH0DqgbE,g8CXauTd22s,N19VOsqheZU"
roeding,residential,1,"Roeding Road, Keyes, Stanislaus County, California, 95326, United States of America",-120.9108599,37.587523,4,"bakersfield_and_fresno.json,fresno_and_long beach.json,fresno_and_oakland.json,fresno_and_pasadena.json","GfS7dmz8DU0,2r4q2pp2RGM,m9by4vjWSfU"
lee vining,hamlet,9,"Lee Vining, Mono County, California, United States of America",-119.1218155,37.9574254,18,"beverly hills_and_mammoth lakes.json,big bear lake_and_san jose.json,fremont_and_mammoth lakes.json,fremont_and_san bernardino.json,fresno_and_mammoth lakes.json,irvine_and_mammoth lakes.json,los angeles_and_mammoth lakes.json,malibu_and_san jose.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_stockton.json","KxTNOFYSU7A,vuOTglDa_Y0,Y2cmOyf9jYQ"
sherwin creek,stream,1,"Sherwin Creek, Mono County, California, United States of America",-118.9374365,37.6308577,2,"big bear lake_and_san jose.json,malibu_and_san jose.json","_JyVQ7gH-u8,AhficXWE0fM,gwOcjlkiciE"
sacramento state,school,1,"California State University - Sacramento, 6000, J Street, Sacramento, Sacramento County, California, 95819, United States of America",-121.4244014,38.5606808,2,"oakland_and_stockton.json,riverside_and_sacramento.json","UlZVNqdW0qs,RPFsrl0Hpnw,aWZpkfGOZLo"
montague expressway,trunk,1,"Montague Expressway, Alviso, San José, Santa Clara County, California, 95134, United States of America",-121.9342665,37.397984,1,san jose_and_stockton.json,"zFcREG-MlyU,qZ7aB43orFQ,aiXB_9AbAt0"
topanga state park,park,3,"Topanga State Park, Trailer Canyon Fire Road, Pacific Palisades, LA, Los Angeles County, California, 90272, United States of America",-118.559544247446,34.086466,7,"avalon_and_beverly hills.json,avalon_and_santa monica.json,beverly hills_and_pasadena.json,long beach_and_pasadena.json,long beach_and_malibu.json,malibu_and_sacramento.json,mammoth lakes_and_santa clarita.json","9SSm8SwMuxI,cq7SdEeWHhY,eofzUu1DAGE"
monterey peninsula airport,aerodrome,4,"Monterey Regional Airport, Airport Road, Seaside, Del Monte Heights, Monterey County, California, 93940, United States of America",-121.843618374407,36.5878734,4,"fremont_and_monterey.json,monterey_and_oakland.json,monterey_and_san jose.json,riverside_and_santa cruz.json","pAXDLvWUMHs,iIy_tM-wvFc,kfbNRl2jR88"
mission hills,hamlet,2,"Mission Hills, San Diego County, California, United States of America",-117.1869788,32.7528279,36,"anaheim_and_bakersfield.json,anaheim_and_carlsbad.json,anaheim_and_santa cruz.json,avalon_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_oakland.json,bakersfield_and_san diego.json,bakersfield_and_san jose.json,bakersfield_and_temecula.json,berkeley_and_carlsbad.json,beverly hills_and_temecula.json,carlsbad_and_newport beach.json,carlsbad_and_riverside.json,carlsbad_and_san jose.json,fremont_and_los angeles.json,fremont_and_san diego.json,fresno_and_san diego.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,fresno_and_riverside.json,long beach_and_san diego.json,long beach_and_san jose.json,los angeles_and_san jose.json,monterey_and_riverside.json,monterey_and_san bernardino.json,los angeles_and_santa cruz.json,newport beach_and_santa cruz.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa cruz.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_stockton.json,irvine_and_stockton.json,san jose_and_temecula.json","U0ZMw4y9rV0,tmQrQN9xryA"
hillhurst,secondary,3,"Hillhurst Avenue, Los Feliz, Atwater, LA, Los Angeles County, California, 90027, United States of America",-118.2874465,34.1115595,3,"beverly hills_and_pasadena.json,beverly hills_and_san jose.json,san bernardino_and_santa monica.json","iCpXjLT_Kag,BS-Qer-jSq0,S1YPj8AWxSE"
buckeye,hamlet,2,"Buckeye, El Dorado County, California, United States of America",-120.7979882,38.9237892,2,"fresno_and_irvine.json,mammoth lakes_and_sacramento.json","eSb-u9aOT2Q,vk6PbtR4jr8,8m1J9we4gfA"
wilshire blvd.beverly hills,primary,1,"Wilshire Boulevard, Beverly Hills, Los Angeles County, California, 90210, United States of America",-118.4084609,34.0670729,1,beverly hills_and_santa ana.json,"vOFXYD9F8P8,2JPvKaZc2GI,NTtoes1DMBs"
melville,residential,1,"Melville, Stonegate, Irvine, Orange County, California, 92620, United States of America",-117.7457323,33.7091765,2,"monterey_and_santa barbara.json,napa_and_santa barbara.json","0-itqLKTITk,Avz45nU-AJg,p54Yqgt6KvA"
us coast guard station san francisco,military,1,"US Coast Guard Station San Francisco, Healy Avenue, SF, California, 94130, United States of America",-122.3616945,37.8113178,1,oakland_and_san francisco.json,"pJCbtxc-cyY,OG0XiBjW8Wc,Yf1Wa4B6mNI"
anza road,secondary,1,"Anza Road, The Groves, Temecula Valley Wine Country, Valle de los Caballos, Riverside County, California, 92591, United States of America",-117.0491119,33.5145184,4,"napa_and_temecula.json,pismo beach_and_temecula.json,san luis obispo_and_temecula.json,santa barbara_and_temecula.json","8RaeJH_i9Dw,yugLjvdeRR0"
kansas,residential,2,"Kansas, Walnut, Irvine, Orange County, California, 92606, United States of America",-117.7905477,33.7144925,2,"beverly hills_and_big bear lake.json,fremont_and_newport beach.json","2X_2IdybTV0,tH2w6Oxx0kQ"
santa nella,hamlet,19,"Santa Nella, Sonoma County, California, United States of America",-122.9666643,38.497135,34,"anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_stockton.json,avalon_and_sacramento.json,bakersfield_and_oakland.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,berkeley_and_los angeles.json,berkeley_and_pismo beach.json,berkeley_and_santa barbara.json,fremont_and_pismo beach.json,fremont_and_santa clarita.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,oakland_and_sacramento.json,oakland_and_san diego.json,pismo beach_and_sacramento.json,pismo beach_and_san jose.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san diego_and_san jose.json,san francisco_and_stockton.json,sacramento_and_san diego.json,oakland_and_pismo beach.json,sacramento_and_san francisco.json,san bernardino_and_stockton.json,irvine_and_stockton.json,santa clarita_and_stockton.json","1gMerXbQ3Os,p0ifOkPA8ZQ,nWigv6E88-g"
centerville district,suburb,2,"Centerville District, Fremont, Alameda County, California, United States of America",-121.9991277,37.554103,3,"big bear lake_and_san jose.json,fremont_and_san bernardino.json,malibu_and_san jose.json","dx9XlFiAV7w,vQ4yMltp69g,-TZyYT5weDg"
munras ave.,primary,2,"Munras Avenue, Monterey, Monterey County, California, 93944, United States of America",-121.900785,36.5849979,8,"anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san luis obispo.json,anaheim_and_sausalito.json,anaheim_and_napa.json,fremont_and_monterey.json","hlvsjX1uXiE,RSGEETce9HQ,1ttBzOUZYX0"
yerba buena creek trail,stream,1,"Yerba Buena Creek, San José, Santa Clara County, California, United States of America",-121.7710531,37.2987119,1,mammoth lakes_and_san luis obispo.json,"JH3NZSpfBQY,ET8RHC7bq3M,qXB6Wf8CRDI"
monterey peninsula ca,aerodrome,1,"Monterey Regional Airport, Airport Road, Seaside, Del Monte Heights, Monterey County, California, 93940, United States of America",-121.843618374407,36.5878734,115,"anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_berkeley.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_pismo beach.json,avalon_and_sacramento.json,avalon_and_san jose.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,avalon_and_sausalito.json,bakersfield_and_carlsbad.json,bakersfield_and_fremont.json,bakersfield_and_malibu.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_malibu.json,berkeley_and_mammoth lakes.json,berkeley_and_monterey.json,berkeley_and_riverside.json,berkeley_and_san bernardino.json,berkeley_and_beverly hills.json,berkeley_and_carlsbad.json,berkeley_and_fresno.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_oakland.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_mammoth lakes.json,carlsbad_and_monterey.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_sausalito.json,fremont_and_fresno.json,fremont_and_irvine.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_temecula.json,fresno_and_irvine.json,fresno_and_malibu.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_san jose.json,fresno_and_sausalito.json,fresno_and_stockton.json,fresno_and_temecula.json,irvine_and_monterey.json,irvine_and_oakland.json,irvine_and_san jose.json,irvine_and_sausalito.json,fremont_and_riverside.json,fresno_and_riverside.json,malibu_and_oakland.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_stockton.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_sausalito.json,monterey_and_temecula.json,malibu_and_monterey.json,mammoth lakes_and_sausalito.json,newport beach_and_sacramento.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san bernardino.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,riverside_and_sacramento.json,riverside_and_san jose.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,san bernardino_and_sausalito.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_temecula.json,sacramento_and_san diego.json,oakland_and_temecula.json,irvine_and_stockton.json,san jose_and_temecula.json,sausalito_and_temecula.json,stockton_and_temecula.json","wjf4tK-TIPs,58bGDJIpVIg,SBaKsXlayhU"
yucca valley,administrative,3,"Yucca Valley, San Bernardino County, California, United States of America",-116.413654309413,34.14154,3,"big bear lake_and_san diego.json,big bear lake_and_santa ana.json,san bernardino_and_santa monica.json","uvQ3NiMImT8,6XX3hdeBB1Q,H3DEx-OFCPk"
wiltern,theatre,1,"Wiltern Theatre and Pellissier Building, 3780, Wilshire Boulevard, Koreatown, Little Armenia, LA, Los Angeles County, California, 90010, United States of America",-118.30856460083,34.0612702,1,san bernardino_and_santa monica.json,"Nb6Ol7usq5g,AD_MyFQhEU4,NmJwevDucHQ"
laurel canyon boulevard,secondary,2,"Laurel Canyon Boulevard, Studio City, Valley Village, LA, Los Angeles County, California, 91607, United States of America",-118.3964826,34.1581734,2,"beverly hills_and_pasadena.json,long beach_and_santa clarita.json","KQh1K6WBA-Y,xCzCjxbT8VA,RO3QYTzpZHo"
flemington,residential,1,"Flemington Road, Riverside, Riverside County, California, 92506, United States of America",-117.3419873,33.9230097,1,beverly hills_and_riverside.json,"jtyaS4i24n0,_-na3Pasc5Y"
paducah,residential,1,"Paducah Drive, Pacific Beach, San Diego, San Diego County, California, 92117, United States of America",-117.2128591,32.8124548,1,irvine_and_mammoth lakes.json,"8c6Y9Qi4Cjs,No-dCPDItkA,Y55ikhMl45g"
inland empire,industrial,25,"Inland Empire Energy Center, Romoland, Riverside County, California, 92585, United States of America",-117.16947092864,33.73849885,41,"anaheim_and_temecula.json,avalon_and_riverside.json,bakersfield_and_beverly hills.json,bakersfield_and_long beach.json,bakersfield_and_newport beach.json,bakersfield_and_riverside.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_temecula.json,big bear lake_and_san diego.json,big bear lake_and_santa ana.json,big bear lake_and_temecula.json,fresno_and_long beach.json,fresno_and_san bernardino.json,fresno_and_santa ana.json,long beach_and_oakland.json,long beach_and_riverside.json,long beach_and_san bernardino.json,los angeles_and_temecula.json,malibu_and_napa.json,malibu_and_temecula.json,newport beach_and_oakland.json,newport beach_and_san bernardino.json,newport beach_and_san jose.json,oakland_and_san bernardino.json,pasadena_and_riverside.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_santa barbara.json,san bernardino_and_temecula.json,san diego_and_temecula.json,sacramento_and_san bernardino.json,pasadena_and_san bernardino.json,san jose_and_temecula.json,santa monica_and_temecula.json,stockton_and_temecula.json","hDx8w4LLyu4,vKk2eFV5cqA,mrQpcDnVgdQ"
coyote creek bikeway,cycleway,2,"Coyote Creek Bikeway, La Mirada, Los Angeles County, California, 90638, United States of America",-117.9843596,33.9034304,3,"long beach_and_riverside.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json","fMSvKkATdfQ,C0rUYEgkgfI,lcHRlX0Fp5A"
balboa park & balboa park gardens,park,1,"Balboa Park, Sergeant John V Young Lane, Ingleside, SF, California, 94112, United States of America",-122.444804424152,37.72494875,1,berkeley_and_san diego.json,"gyxaZMS_nQE,Su6XKN8fd9Y,mb8dXC4zAZE"
greenleaf avenue,tertiary,1,"Greenleaf Avenue, Whittier, Los Angeles County, California, 90670, United States of America",-118.0464691,33.9564313,11,"beverly hills_and_santa ana.json,long beach_and_santa monica.json,long beach_and_los angeles.json,los angeles_and_santa ana.json,los angeles_and_santa clarita.json,malibu_and_santa ana.json,pasadena_and_santa ana.json,pasadena_and_santa clarita.json,pasadena_and_santa monica.json,santa ana_and_santa monica.json,santa clarita_and_santa monica.json","VmwtollwW3I,88vFVFDm3l4,O1k7NUld_3k"
avalon bay,bay,3,"Avalon Bay, Crescent Avenue, Avalon, Los Angeles County, California, 90704, United States of America",-118.3242393,33.3455843,16,"avalon_and_bakersfield.json,avalon_and_carlsbad.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_huntington beach.json,avalon_and_irvine.json,avalon_and_long beach.json,avalon_and_los angeles.json,avalon_and_pasadena.json,avalon_and_riverside.json,avalon_and_sacramento.json,avalon_and_malibu.json,avalon_and_santa clarita.json,avalon_and_santa monica.json,avalon_and_sausalito.json,avalon_and_stockton.json","MX8T9-b89vE,B5kXc7XfzoI"
mountain drive,secondary,1,"Mountain Drive, Santa Barbara, Santa Barbara County, California, 93103, United States of America",-119.6976889,34.444962,8,"carlsbad_and_santa barbara.json,fremont_and_santa barbara.json,huntington beach_and_santa barbara.json,malibu_and_santa barbara.json,long beach_and_santa barbara.json,newport beach_and_santa barbara.json,sacramento_and_santa barbara.json,santa barbara_and_santa cruz.json","yLOdx0RgjIw,RrknM-EKZAg,3nOzXYrRit8"
las vegas anaheim,forest,1,"Manhattan, Anaheim Resort District, Anaheim, Orange County, California, 217, United States of America",-117.919744373725,33.8109789,1,big bear lake_and_fresno.json,"iiUA87j_FKc,LlQV_CsOXPE,wODwkvcgsnc"
yosemite falls,waterfall,1,"Middle Cascades, Mariposa County, California, United States of America",-119.5972922,37.7542252,2,"bakersfield_and_san francisco.json,fresno_and_stockton.json","ANSOduhbKJ0,4yrsXkRis5Y,eV-Z6Ooke8w"
lincoln boulevard,primary,3,"Lincoln Boulevard, Westchester, Playa Vista, LA, Los Angeles County, California, 90293, United States of America",-118.41883,33.9593928,12,"huntington beach_and_monterey.json,huntington beach_and_san francisco.json,huntington beach_and_santa cruz.json,huntington beach_and_santa monica.json,huntington beach_and_stockton.json,huntington beach_and_malibu.json,los angeles_and_santa monica.json,malibu_and_newport beach.json,monterey_and_newport beach.json,newport beach_and_santa cruz.json,riverside_and_santa monica.json,san bernardino_and_santa monica.json","rgGusxbcc6g,2UtnD8Gw-og,a8L-Yv9YXf8"
brides california,place_of_worship,1,"Saint Brides Celtic Catholic Church, Locust Street, Riverside, Riverside County, California, 92501, United States of America",-117.3794895,33.9864039,1,newport beach_and_sausalito.json,"TU-RB00FoBQ,q56IrbRszI0,WTwLDqLt0VE"
la/las vegas,hotel,1,"California Hotel, Sky Walk(Connection from Main Street to California, Cultural Corridor, Vegas Heights, Las Vegas, Clark County, Nevada, 89101, United States of America",-115.144667930325,36.17310935,1,fremont_and_san diego.json,"Yw4jomKMb1A,6mWi3ucNHaU,17Hk9ODBLXI"
rock avenue,unclassified,1,"Rock Avenue, Luna Park, San José, Santa Clara County, California, 95131, United States of America",-121.9036956,37.3926982,1,fremont_and_san francisco.json,"vtPk5IUbdH0,IuwxZSIS__4,ZbGBPyGisN0"
