attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file,youTubeLinkIds
Inglenook,"Wineries & Vineyards , Food & Drink","Owned these days by Francis Ford Coppola, the Inglenook winery has an interesting history. We enjoyed the heritage tasting which is served in a nice chateu-style hall. Everyone... read more",3,291,+1 707-968-1100,Rutherford,"1991 St. Helena Highway , Rutherford , CA 94573 (Formerly Rubicon Estate)",https://www.tripadvisor.com/Attraction_Review-g32997-d555445-Reviews-Inglenook-Rutherford_Napa_Valley_California.html,rutherford.json,"PYQLFYBivcc,M7rubql-b7s"
Los Altos Farmer's Market,,This is a foodie fave with lots of food options. The atmosphere is lively with the whole street blocked off. Community feel where you walk into neighbors. I prefer the produce at... read more,3,15,,Los Altos,"State Street & 2nd Street , Los Altos , CA",https://www.tripadvisor.com/Attraction_Review-g32653-d3180088-Reviews-Los_Altos_Farmer_s_Market-Los_Altos_California.html,los_altos.json,"ZufGk1nXXqI,bxozExblRZU,q4Fj69T9nPk"
Byington Vineyard and Winery,"Wineries & Vineyards , Food & Drink","Last Saturday, friends and I and about 40 other wine club members participated in the ""Grape stomping contest"" -- it was so much fun, we all had a blast! There were at least 10... read more",2,86,+1 408-354-1111,Los Gatos,"21850 Bear Creek Rd , Los Gatos , CA 95033-9438",https://www.tripadvisor.com/Attraction_Review-g32657-d181817-Reviews-Byington_Vineyard_and_Winery-Los_Gatos_California.html,los_gatos.json,"fKLFVSgcJXk,PEDAFfR7Qfc"
Arcangeli Grocery Company,,We drive out of our way to stop here for the bread. It is baked fresh and comes out every twenty minutes or so. Wait if the shelves are empty as it won't be long. The artichoke... read more,8,18,+1 650-879-0147,Pescadero,"287 Stage Road , Pescadero , CA",https://www.tripadvisor.com/Attraction_Review-g32873-d504569-Reviews-Arcangeli_Grocery_Company-Pescadero_California.html,pescadero.json,
Cotillion Gardens RV Park,,"We have revisited Cotillion Garden time & time again. The place is amazing! The redwoods smell wonderful, the air is cooler in the trees. The general store is very convenient if... read more",4,35,+1 831-335-7669,Felton,"300 Old Big Trees Rd , Felton , CA 95018-9621",https://www.tripadvisor.com/Attraction_Review-g32377-d2364204-Reviews-Cotillion_Gardens_RV_Park-Felton_California.html,felton.json,"5aZdkWmMmBU,OgDHMq-R4mk,R4pCZXCB-Ew"
East Bay Regional Park District,"Scenic Drives , Bodies of Water , Nature & Parks , Outdoor Activities , Sights & Landmarks , More","65 Regional Parks in Contra Costa and Alameda Counties and miles and miles of hiking trails. Plenty of Wildflowers fill some parks in Spring, lots of parks provide plenty of... read more",11,87,510-635-0135,Oakland,"Take 80 from Richmond , Oakland , CA 94605",https://www.tripadvisor.com/Attraction_Review-g32810-d105379-Reviews-East_Bay_Regional_Park_District-Oakland_California.html,oakland.json,"Q3QGvtZkzTM,qDaz_KyIP0c"
Alameda Museum,,Alameda museum is a fantastic little museum. It's a place where you can find a huge collection of Alameda artifacts all collected up in one place. This little museum does what the... read more,9,10,+1 510-521-1233,Alameda,"2324 Alameda Ave , Alameda , CA 94501-4503",https://www.tripadvisor.com/Attraction_Review-g29073-d2263081-Reviews-Alameda_Museum-Alameda_California.html,alameda.json,"xjGeaIE4rtI,z5__OxpzoP8,Rzl5Hk2QypA"
Black Sheep Bike Rental,"Gear Rentals , Outdoor Activities",From the first contact to the last service was flawless. Arranging a bike for a week from Australia is tricky at the best of times. Website booking worked that well I wondered if... read more,1,139,+1 510-323-2532,San Leandro,"900 Doolittle Dr , Suite 2B , San Leandro , CA 94577 (Formerly UDC Bike Rental - Black Sheep Adventures)",https://www.tripadvisor.com/Attraction_Review-g33023-d1186974-Reviews-Black_Sheep_Bike_Rental-San_Leandro_California.html,san_leandro.json,"d30xG6c-U10,5O7CjJDcJcA,1Q13GXxwB40"
Jamieson Ranch Vineyards,"Wineries & Vineyards , Food & Drink",The best thing this vineyard has is the wine tasting manager Annalisa. We came in without reservations and were treated coldly and rudely by the front desk until we complained... read more,45,60,+1 707-254-8673,Napa,"1 Kirkland Ranch Road , Napa , CA 94558",https://www.tripadvisor.com/Attraction_Review-g32766-d3451493-Reviews-Jamieson_Ranch_Vineyards-Napa_Napa_Valley_California.html,napa.json,"gYF8O4XWwF0,dS0hFfK_Gdo"
Beaulieu Vineyard,"Wineries & Vineyards , Food & Drink","Very polite staff. Easy parking lot , right off highway 29. Attractive tasting room. Recommend you try all 200+ wineries in Napa !! Read the book ""Napa"" and suscribe to excellent... read more",9,159,+1 800-373-5896,Rutherford,"1960 St. Helena Highway , Rutherford , CA 94573",https://www.tripadvisor.com/Attraction_Review-g32997-d144114-Reviews-Beaulieu_Vineyard-Rutherford_Napa_Valley_California.html,rutherford.json,"gwDhoALZwBw,OQCf9kgMNOM,lMpSZcc7FHw"
Hidden Villa Farm,,When we were kids we used to ride our Schwinn stingray bikes (my how times have changed) up to this place. Back then we called it Duveniks because the Duvenik family still lived... read more,7,3,6509498650,Los Altos,"26870 Moody Rd , Los Altos , CA 94022-4209",https://www.tripadvisor.com/Attraction_Review-g32653-d10116552-Reviews-Hidden_Villa_Farm-Los_Altos_California.html,los_altos.json,"sBk7VfB9dYg,IcCRhN4swN0,Sa_9ILHUwhc"
David Bruce Winery,,The pinot is the best I have had. Better than Meiomi or La Crema. Not too expensive given the amazing quality of the wine. We were in the SF Bay Area from Monday through Friday... read more,8,13,+1 408-354-4214,Los Gatos,"21439 Bear Creek Rd , Los Gatos , CA 95033-9429",https://www.tripadvisor.com/Attraction_Review-g32657-d648838-Reviews-David_Bruce_Winery-Los_Gatos_California.html,los_gatos.json,"c3b9gd1Omto,y8t6eA1IKw8,2KdpAxx7FOk"
San Gregorio State Beach,,we stopped here on a whim and it was definitely worth it - the views are amazing and just a short walk up the hill path leads you to a great spot for pictures. we didn't swim but... read more,1,29,+1 800-444-7275,San Gregorio,"Highway One , San Gregorio , CA",https://www.tripadvisor.com/Attraction_Review-g33017-d268769-Reviews-San_Gregorio_State_Beach-San_Gregorio_California.html,san_gregorio.json,"dItJnqZ5E7M,JkhU9dbiJ24,7Y-P8aF1Dkg"
Felton Covered Bridge Park,,"Not a huge park, but good for picnic-ing. The real attraction is the hundred-year-old covered bridge that used to be the sole entrance to the town of Felton. Beautifully restored... read more",5,30,,Felton,"Graham Hill rd and Mt Hermon , Felton , CA",https://www.tripadvisor.com/Attraction_Review-g32377-d5313405-Reviews-Felton_Covered_Bridge_Park-Felton_California.html,felton.json,"HH3UGqlKhtU,8E1Ok3WZLy8,3kVU3vRROTE"
Great White Adventures,,As the other comments mention - FALSE ADVERTISING - all the pictures on their website are from the Guadalupe Island trip where they are allowed to chum and bait and do whatever it... read more,27,55,+1 510-814-8256,Alameda,"2038 Pacific Ave , Alameda , CA 94501-2715",https://www.tripadvisor.com/Attraction_Review-g29073-d285316-Reviews-Great_White_Adventures-Alameda_California.html,alameda.json,"KOyDH2my5Hg,LqzO39KwfJI,_7FVGH8vB48"
Ghirardelli Chocolate,,"Chocolate Factory Outlet blocks from where I live! I try not to go too often, because everything is a good value there. Get on a mailing/email list and get notified when there... read more",4,9,(510) 346-3146,San Leandro,"1111 139th Ave , San Leandro , CA 94578-2616",https://www.tripadvisor.com/Attraction_Review-g33023-d9559400-Reviews-Ghirardelli_Chocolate-San_Leandro_California.html,san_leandro.json,"DucyQ27D9Ic,jbNN9EXyEuM"
Oyster Bay Regional Shoreline,,"I lived in this area my whole life and just discovered this park a few years ago. Despite the free admission, I never see big crowds there. The trails are flat with nice views... read more",3,13,888-327-2757,San Leandro,"Neptune Drive , San Leandro , CA",https://www.tripadvisor.com/Attraction_Review-g33023-d6885429-Reviews-Oyster_Bay_Regional_Shoreline-San_Leandro_California.html,san_leandro.json,"Fr6th6_RYCM,wRqFU1zcGVs,jivST1bvxvM"
Trinitas Cellars,"Wineries & Vineyards , Food & Drink","The cave is located behind the hotel but the landscape is great with vines, and nice atmosphere. The tasting is a great deal as you get to try 5 different wines from the cellar... read more",48,45,+1 888-983-8414,Napa,"875 Bordeaux Way , Napa , CA 94558",https://www.tripadvisor.com/Attraction_Review-g32766-d6496836-Reviews-Trinitas_Cellars-Napa_Napa_Valley_California.html,napa.json,"tFHmifurbPg,cRf1o2opTjY"
California Winery Shuttle & Private Tours,,"Sanoma wine tour was excellant! Well informed driver, not too talkative. Ravenswood winery had a great naritive by the local herbologist.",4,6,+1 707-704-8033,American Canyon,"100 Tower Rd , American Canyon , CA 94503-9650",https://www.tripadvisor.com/Attraction_Review-g29091-d1873751-Reviews-California_Winery_Shuttle_Private_Tours-American_Canyon_Napa_Valley_California.html,american_canyon.json,"CiMiOCARgn4,Q8ErOOcQ-hc,6-JIFPrxBo4"
Don Quixote's International Music Hall,,"Great Mexican food and drink, with American choices too. Service was excellent. Margaritas were too!",6,7,831-335-2800,Felton,"6275 State Rte 9 , Felton , CA 95018",https://www.tripadvisor.com/Attraction_Review-g32377-d8489789-Reviews-Don_Quixote_s_International_Music_Hall-Felton_California.html,felton.json,"8HI3Ni4Yhwk,d4jrz0hgdEY,J4k_w1w3lJ0"
Tony Lema Course at Monarch Bay,,"Attended a golf church charity event one Saturday morning. This course provided plenty of challenges for the average duffer. From thick roughs, high winds, tree lines to bunkers... read more",5,10,+1 510-895-2162,San Leandro,"13800 Monarch Bay Dr , San Leandro , CA 94577-6401",https://www.tripadvisor.com/Attraction_Review-g33023-d219041-Reviews-Tony_Lema_Course_at_Monarch_Bay-San_Leandro_California.html,san_leandro.json,"OEyTt4F_FuQ,QDL2S7ZmPOk,dggVstpPup8"
Falcor Winery,,Our tasting with Laurie Rich(one of the proprietors) was fantastic! We had a party of six and they made us feel like we owned the place. Their Le Bijou and Syrah are abosolutely... read more,114,17,+1 707-255-6070,Napa,"2511 Napa Valley Corporate Dr Ste 115 , Napa , CA 94558-7574",https://www.tripadvisor.com/Attraction_Review-g32766-d2336428-Reviews-Falcor_Winery-Napa_Napa_Valley_California.html,napa.json,"rJR1qzLcbQk,h1EJaIF0lWc"
Monty’s Log Cabin,"“ The single best dive bar within 100 miles not ruined by hipsters ” Reviewed April 12, 2016 via mobile Wait, never mind. This place sucks! Hipsters nothing to see here. Please don't ruin the last awesome locals dive bar in America. Seriously. It's a local institution. Local biker gangs mingle with techie dorks around a out door fire pit, good drinks, and an easy vibe. Helpful? Thank mikemurrow Report",,8,,,Felton,,https://www.tripadvisor.com/Attraction_Review-g32377-d9858506-Reviews-Monty_s_Log_Cabin-Felton_California.html,felton.json,"HbIU4zEf7dY,Ql68_iVPx9M,T0CtzhYNaIc"
Stacy's Wine Tours,,,1,11,+1 707-266-6168,American Canyon,"American Canyon , CA 94558",https://www.tripadvisor.com/Attraction_Review-g29091-d4431643-Reviews-Stacy_s_Wine_Tours-American_Canyon_Napa_Valley_California.html,american_canyon.json,"KucHuKht_hM,ntHcyqudMKI,qpeZn4c3FeM"
Delectus Winery,,A small tasting room but what an experience! First their wine is amazing and we were able to go in the back where he was mixing and tasting! It was incredible!,94,15,+1 707-255-1252,Napa,"908 Enterprise Way Ste C , Napa , CA 94558-6232",https://www.tripadvisor.com/Attraction_Review-g32766-d2463969-Reviews-Delectus_Winery-Napa_Napa_Valley_California.html,napa.json,"CMQcMOxgifs,sYRLuhuVNk8,4dVflBo24xQ"
Caldwell Winery,,"The cave is immaculate and the experience was such that not only did I buy wine there, I joined their SOS program because I wanted to be guaranteed I could get their Cab Fanc. If... read more",42,56,+1 707-255-1294,Napa,"169 Kreuzer Ln , Napa , CA 94559-3604",https://www.tripadvisor.com/Attraction_Review-g32766-d2292734-Reviews-Caldwell_Winery-Napa_Napa_Valley_California.html,napa.json,"3X0MZHVsIYg,iOwuOBRYEb4,p4nnMcFTmxc"
Porter Family Vineyards,"Wineries & Vineyards , Food & Drink",We found Porter Family Vineyards through Trip Advisor. The reviews were excellent and the tour exceeded our expectations. We had the pleasure of being greeted by Tim and the... read more,33,44,+1 707-927-0765,Napa,"1189 Green Valley Rd , Napa , CA 94558-4061",https://www.tripadvisor.com/Attraction_Review-g32766-d4156731-Reviews-Porter_Family_Vineyards-Napa_Napa_Valley_California.html,napa.json,"-Ks5BGLbHZo,S7iEHt4akpg,uvk1BaKz7x0"
Spelletich Family Winery,,We drove into a warehouse complex and I said to my wife what are we in for with our first tasting of the day. Well boy was I wrong our host and owner Barbara was one of the most... read more,151,2,+(1)707-363-0790,Napa,"2545 Napa Valley Corporate Dr , Suite C , Napa , CA 94558-6275",https://www.tripadvisor.com/Attraction_Review-g32766-d8680951-Reviews-Spelletich_Family_Winery-Napa_Napa_Valley_California.html,napa.json,"vxr__GSSLxM,5kKdQkCaXFY"
Quent Cordair Fine Art,,We make it a point to visit this gallery whenever we're in Napa. It appeared that the Gallery had made a complete recovery from the devastating Napa Earthquake. The paintings... read more,88,16,+1 707-255-2242,Napa,"1301 1st St , Napa , CA 94559-2927",https://www.tripadvisor.com/Attraction_Review-g32766-d1114392-Reviews-Quent_Cordair_Fine_Art-Napa_Napa_Valley_California.html,napa.json,"xYJONexsgfw,Qjtqu9rNJu4"
Napa Valley Conference and Visitors Bureau,,"The Town Center is being refurbished and has been under construction for over 4 yrs. This Visitor Center has moved, been renamed and your info is OUTDATED by years. I was very... read more",81,24,707-226-7459,Napa,"1310 Napa Town Center , Napa , CA 94559",https://www.tripadvisor.com/Attraction_Review-g32766-d104254-Reviews-Napa_Valley_Conference_and_Visitors_Bureau-Napa_Napa_Valley_California.html,napa.json,"dGsjgc8SS_c,7J2kdFsQvLU,j6-e0_cu9yE"
Six Flags Discovery Kingdom,,Maybe it was Halloween weekend but still the lines were so long and parking lots full. Many unsatisfactory remarks were heard from customers there who expected to see a themed... read more,2,"1,425",+1 707-643-6722,Vallejo,"1001 Fairgrounds Dr , Vallejo , CA 94589-4001",https://www.tripadvisor.com/Attraction_Review-g33212-d648022-Reviews-Six_Flags_Discovery_Kingdom-Vallejo_California.html,vallejo.json,"WGhgEIZbvzo,JozIcmMV400,g_8PW32vkEw"
San Francisco Bay Ferry Vallejo Service,"Ferries , Transportation","The view from the Bay is as fabulous as the view of the Bay. Public transportation is SF is easy, Not so much in Vallejo. Great alternative from driving in Bay Area traffic!",1,211,+1 707-643-3779,Vallejo,"289 Mare Island Way , Vallejo , CA 94590-5801",https://www.tripadvisor.com/Attraction_Review-g33212-d2542482-Reviews-San_Francisco_Bay_Ferry_Vallejo_Service-Vallejo_California.html,vallejo.json,"4hUrXfOi3GU,O_EFdmAgM6E"
Skyline Wilderness Park,,Skyline is a fabulous slice of nature featuring wonderful hikes and views of the surrounding area. It offers rv sites and tent camping. I believe the entry fee is $5/car.,30,98,+1 707-252-0481,Napa,"221 West Imola Ave , Napa , CA",https://www.tripadvisor.com/Attraction_Review-g32766-d282679-Reviews-Skyline_Wilderness_Park-Napa_Napa_Valley_California.html,napa.json,"4oe6NCsEbKk,ywNRg78ZVXw,MFVFqG51-HE"
Fontanella Family Winery,"Wineries & Vineyards , Food & Drink",This winery and the people who work here are incredible and make you feel like family. We were greeted by Julie with a smiling face and a glass of wine who sat us outside on... read more,36,81,+1 707-252-1017,Napa,"1721 Partrick Rd , Napa , CA 94558-6182",https://www.tripadvisor.com/Attraction_Review-g32766-d1792827-Reviews-Fontanella_Family_Winery-Napa_Napa_Valley_California.html,napa.json,"XtCCgg7DFOg,RoyqpdxEAZ4"
Napa Valley Opera House,,"On my own one night during trip to Napa, looking for live music. Hit on the Struts, playing at the Napa Opera House Ballroom. They handled the crowd well, giving us wrist bands... read more",51,83,+1 707-226-7372,Napa,"1030 Main St , Napa , CA 94559-2641",https://www.tripadvisor.com/Attraction_Review-g32766-d282855-Reviews-Napa_Valley_Opera_House-Napa_Napa_Valley_California.html,napa.json,"GNrlITSeltA,qcy5i94-ddw,CTzvUq8CoBw"
Jessel Gallery,,"A large gallery with outdoor art and sculptures as well as inside, flower garden. Jessel does beautiful water colors and offers vineyard landscapes that capture lots of subtle... read more",118,5,+(1)707-257-2350,Napa,"1019 Atlas Peak Rd , Napa , CA 94558-1501",https://www.tripadvisor.com/Attraction_Review-g32766-d8505889-Reviews-Jessel_Gallery-Napa_Napa_Valley_California.html,napa.json,"lixaGF6tQkE,3scceMvNG30,lkApZ92ZItk"
Trahan Winery,,"We visited the Trahan tasting room as our first stop in Napa and loved it, Jordan was great and told us so much about the wines as well as recommended other places to try. Would... read more",100,10,+1 707-257-7477,Napa,"974 Franklin St , Napa , CA 94559-2917",https://www.tripadvisor.com/Attraction_Review-g32766-d5557249-Reviews-Trahan_Winery-Napa_Napa_Valley_California.html,napa.json,"iUAc97kfJmI,GXo5iea5Tdc"
Art Gallery Napa Valley,"“ Art collective in Napa ” Reviewed May 1, 2016 The woman working there was extremely knowledgeable about the artists and their works. Great selection from greeting cards, jewelry to original art works. Helpful? 1 Thank susanjR7361BN Report",,153,,,Napa,,https://www.tripadvisor.com/Attraction_Review-g32766-d10031729-Reviews-Art_Gallery_Napa_Valley-Napa_Napa_Valley_California.html,napa.json,"JBasjn36Oms,ZB7TVhAnyHY,fa3IfqtvZwg"
Benicia State Recreation Area,,"I used to ride my bike or walk this trail regularly. It was a pleasant place to get a little exercise. If you are looking for an attraction, this isn't the place. But, if you... read more",2,46,+1 707-648-1911,Benicia,"1 State Park Rd , Benicia , CA 94510-3619",https://www.tripadvisor.com/Attraction_Review-g32064-d2263804-Reviews-Benicia_State_Recreation_Area-Benicia_California.html,benicia.json,"S8gWBpZ5eP4,EwnYiq7rkiw,H6RaLzLV4gM"
Mare Island Museum,,"Not like most museums. Not stuffy, shiny or clean. It's old like the base itself. Filled with many artifacts. Went there eith my 16 yr old son on a weekend. We were the only... read more",4,34,+1 707-557-1538,Vallejo,"8th Street & Railroad Avenue , Vallejo , CA 94592",https://www.tripadvisor.com/Attraction_Review-g33212-d2082803-Reviews-Mare_Island_Museum-Vallejo_California.html,vallejo.json,"svX2ix2m2wc,UwzFm3h7iHE,pycjNbYLXt4"
Vallejo Farmers Market,,The Vallejo Farmers Market is a diverse market with competitive pricing. A great Saturday Morning Experience.,5,25,+1 925-825-9090,Vallejo,"Georgia Street and Marin Street , Vallejo , CA",https://www.tripadvisor.com/Attraction_Review-g33212-d3198141-Reviews-Vallejo_Farmers_Market-Vallejo_California.html,vallejo.json,"30ODwpej9SE,brlDim4dYWA,FG7zQ-TX1R8"
Empress Theatre,,Looking for some awesome entertainment at an affordable price? Then the Empress Theatre is definitely place to add to your list. This facility offers a variety of entertainment... read more,3,29,+1 707-552-2400,Vallejo,"330 Virginia St , Vallejo , CA 94590-5924",https://www.tripadvisor.com/Attraction_Review-g33212-d2082800-Reviews-Empress_Theatre-Vallejo_California.html,vallejo.json,"FHLdmJSgt1A,OTp8cLcyqm0"
Artesa Vineyards & Winery,,Initially we were treated not very accommodatingly by most of the staff until we complained and Wine manager Álvaro Camacho stepped in. After that Alvaro treated us greatly and... read more,6,806,+1 707-224-1668,Napa,"1345 Henry Rd , Napa , CA 94559-9705",https://www.tripadvisor.com/Attraction_Review-g32766-d144812-Reviews-Artesa_Vineyards_Winery-Napa_Napa_Valley_California.html,napa.json,"2zdkZVxI5mY,Gs5VcxP2bBM"
The Hess Collection Winery & Art Museum,,"Hess is quite distinctive grapes grow over steep hills and the winery is an art collection. The experience is a must to art lovers, Hess is able to blend art and wine... read more",5,764,+1 707-255-1144,Napa,"4411 Redwood Rd , Napa , CA 94558-9708",https://www.tripadvisor.com/Attraction_Review-g32766-d144103-Reviews-The_Hess_Collection_Winery_Art_Museum-Napa_Napa_Valley_California.html,napa.json,"U5pESmvY01Q,yeA45J6dOyE,0x2i98DMKjY"
Uncorked At Oxbow,,I was visiting with my mom and stopped in here since we had a two for one flight coupon. We wanted to sit outside because it was nice out but bartender said it was too difficult... read more,59,41,+1 707-927-5864,Napa,"605 1st St , Napa , CA 94559-2626",https://www.tripadvisor.com/Attraction_Review-g32766-d1856967-Reviews-Uncorked_At_Oxbow-Napa_Napa_Valley_California.html,napa.json,"PcJAisL-p4c,yz3GsvRzRNc,n3GRMegboQk"
Napa Valley Distillery,"Distilleries , Food & Drink",My husband and I were at Oxbow to try out Fieldwork's tap room. After 1 so so beer we wandered around and found the Napa Distillary. This place was awesome. The gentleman who... read more,38,51,+1 707-226-9269,Napa,"610 1st St Ste 8 , Napa , CA 94559-2603",https://www.tripadvisor.com/Attraction_Review-g32766-d6578233-Reviews-Napa_Valley_Distillery-Napa_Napa_Valley_California.html,napa.json,"wcTYDl3lfR4,wr1oavLyPKI,QK078dfFJSA"
Riverbend Plaza,,We had ice cream and bought some meat and cheese here for are hotel room to snack on. Lots of little shops with great options,98,17,707-251-WILL,Napa,"500 Main St. , Napa , CA 94559",https://www.tripadvisor.com/Attraction_Review-g32766-d282854-Reviews-Riverbend_Plaza-Napa_Napa_Valley_California.html,napa.json,"BIO7Ao3i-4g,QBtIZKbFzKE,9l_k1VqDDcI"
Whetstone Wine Cellars,,We love Whetstone because you can taste delicious wines in a nice casual atmosphere. Michelle Whetstone and Lauren made our tasting so enjoyable. You get to sit outside in their... read more,74,28,+1 707-254-0600,Napa,"1075 Atlas Peak Rd , Napa , CA 94558-1501",https://www.tripadvisor.com/Attraction_Review-g32766-d3900440-Reviews-Whetstone_Wine_Cellars-Napa_Napa_Valley_California.html,napa.json,"pGkygYwK__A,RbVD7ztxUvY,J8501jv99x0"
JaM Cellars,,"The tastings were expensive, as they are all over Napa. Four wines, one ounce each for $20. There are lots of cool seating arrangements so you don't have to stand during your... read more",95,8,+1 707-265-7577,Napa,"1460 1st St. , Napa , CA 94559",https://www.tripadvisor.com/Attraction_Review-g32766-d10326660-Reviews-JaM_Cellars-Napa_Napa_Valley_California.html,napa.json,"U5DtkwY8_Wo,HsKNkQp-0pM"
Prime Cellars,,"Great small batch Prime & Trahan wines can be tasted here. If you are Lucky & have Lawrence serving you the wines. He is very knowledgeable, personable & a great host. You will... read more",130,3,+(1)707-258-7477,Napa,"974 Franklin St , Napa , CA 94559-2917",https://www.tripadvisor.com/Attraction_Review-g32766-d7222521-Reviews-Prime_Cellars-Napa_Napa_Valley_California.html,napa.json,"lnh6JKWtOC4,rj5Rq25diM8,yO-4WkSxQEM"
Benicia Historical Museum,,"Very interesting, well-done, and unusual displays, such as Benicia's history as an Army Post, where generals, such as U.S. Grant, served. The highly detailed Victorian dollhouse... read more",4,17,+1 707-745-5435,Benicia,"2060 Camel Rd , Benicia , CA 94510-2339",https://www.tripadvisor.com/Attraction_Review-g32064-d144701-Reviews-Benicia_Historical_Museum-Benicia_California.html,benicia.json,"-McA2nteWZE,SdQVo8J2uF8,-F9yGgbnTYc"
Michael Mondavi Family Estate,,"We took the 30 minute tour and tasting and found it relaxing and informative. Of course, we did bring back favorite bottles of wine for our home table! Enjoyed seeing the... read more",87,24,+1 707-256-2757,Napa,"1285 Dealy Ln , Napa , CA 94559-9706",https://www.tripadvisor.com/Attraction_Review-g32766-d3164184-Reviews-Michael_Mondavi_Family_Estate-Napa_Napa_Valley_California.html,napa.json,"rKKxKxtn_vw,85pdnEFi1lI,VPGpxySVwpE"
Buena Vista Winery,"Wineries & Vineyards , Food & Drink","From the moment you arrive you know it's going to be a special visit. The history, the buildings, the stories want to make you stay all day. Our guide Amber was incredible, so... read more",8,245,+1 800-926-1266,Sonoma,"18000 Old Winery Rd , Sonoma , CA 95476-4840",https://www.tripadvisor.com/Attraction_Review-g33107-d116927-Reviews-Buena_Vista_Winery-Sonoma_Sonoma_County_California.html,sonoma.json,"sz6akosdNmE,xNbWPBQswU0"
Twenty Rows,,This was definitely our favorite stop in Napa. Very relaxed tasting room and wonderful wine. Tom provided us with a great experience and gave us great food recommendations in... read more,93,11,+1 707-265-7750,Napa,"880 Vallejo St , Napa , CA 94559-1823",https://www.tripadvisor.com/Attraction_Review-g32766-d4753490-Reviews-Twenty_Rows-Napa_Napa_Valley_California.html,napa.json,"kjOzoeYnhkE,DUvB3N_9sEQ,VmidCEPziKg"
Bale Grist Mill State Historic Park,,"Very interesting visit. The miller explained the history and construction of the mill, and the operation. He was totally knowledgeable about milling and this mill in particular... read more",43,58,+1 707-963-2236,St. Helena,"3369 St Helena Hwy No.( Highway 29) , St. Helena , CA 94574",https://www.tripadvisor.com/Attraction_Review-g33000-d116932-Reviews-Bale_Grist_Mill_State_Historic_Park-St_Helena_Napa_Valley_California.html,st._helena.json,"UwYGg1uByFk,2WkjC7rJxt8"
Kitchak Cellars,,"This was our last winery of the day, and we definitely saved the best for last! From the drive in, to the exquisite car collection, the vineyards, grounds and of course the wine... read more",86,15,,Napa,"1094 Hardman Ave , Napa , CA 94558-1407",https://www.tripadvisor.com/Attraction_Review-g32766-d2292265-Reviews-Kitchak_Cellars-Napa_Napa_Valley_California.html,napa.json,"wz0hAaht-tM,lLnzr47Rjo8,oAvPxFy-PVE"
HDV Wines,,Made an appointment with Eddie for a tasting in late October 2013 on a Monday afternoon. When we arrived Eddie was waiting and all set up. I've been a fan of HdV for a while... read more,120,6,+1 707-251-9121,Napa,"588 Trancas St , Napa , CA 94558-3013",https://www.tripadvisor.com/Attraction_Review-g32766-d1209562-Reviews-HDV_Wines-Napa_Napa_Valley_California.html,napa.json,"7J51dLLi4BA,z172RUCkuC8,17rQ2o4OZ1w"
Truchard Vineyards,,Had a wonderful time. Matthew was great and the walk into the vineyard was a nice treat. We even had a chance to sample fruit left on the vine. Amazing how great it tasted... read more,68,32,+1 707-253-7153,Napa,"3234 Old Sonoma Rd , Napa , CA 94559-9701",https://www.tripadvisor.com/Attraction_Review-g32766-d3184263-Reviews-Truchard_Vineyards-Napa_Napa_Valley_California.html,napa.json,"wSuCxizuoOU,rRWu2oyvlIQ,deN97DxZWfQ"
Martinez Regional Shoreline,,"Pretty place to,go,sit and enjoy the beauty of the area! It is very peaceful & there are boats and the scenery is nice",2,29,+1 888-327-2757,Martinez,"Ferry Street , Martinez , CA 94553",https://www.tripadvisor.com/Attraction_Review-g60868-d7935575-Reviews-Martinez_Regional_Shoreline-Martinez_California.html,martinez.json,"qim6Cl-mDuo,CCNINHfCqI8,IIMHdTsHJD0"
John Muir National Historic Site,"Historic Sites , Sights & Landmarks , Nature & Parks","Very interesting tour of the house and a great film about his life! The park,ranger Nate was very informative and helpful. I highLy recommend you visit if in the area",1,98,+1 925-228-8860,Martinez,"4202 Alhambra Ave , Martinez , CA 94553-3826",https://www.tripadvisor.com/Attraction_Review-g60868-d107828-Reviews-John_Muir_National_Historic_Site-Martinez_California.html,martinez.json,"sWvavYX_OVo,IymlOES4cXM,Ku-n3tGqVdU"
Fischer-Hanlon House,,"The Fischer Hanlon House is a through back to earlier Benicia times. A house that shows how life was lived without electricity, gas stoves, heaters, air conditioning or other... read more",11,3,+1 707-745-3385,Benicia,"115 W G St , Benicia , CA 94510-3114",https://www.tripadvisor.com/Attraction_Review-g32064-d5958539-Reviews-Fischer_Hanlon_House-Benicia_California.html,benicia.json,zW3nlPAy0BM
Chateau Lane Winery,,Great presentation. But sad as I hears they sold. So now sure what will become of it. Please stay tuned.,91,14,+(1)(707) 254-9463,Napa,"100 Rapp Ln , Napa , CA 94558-3853",https://www.tripadvisor.com/Attraction_Review-g32766-d6938129-Reviews-Chateau_Lane_Winery-Napa_Napa_Valley_California.html,napa.json,"H-y-SJRcr8g,Dlc_Y7rIGQU,RiHoW_eY4Mc"
