City,Attraction,URL,ReviewCount,Address,ContactNo,Review,Rank,Total Attractions,KnownFor
Colusa,Colusa National Wildlife Refuge,https://www.tripadvisor.com/Attraction_Review-g32239-d10125526-Reviews-Colusa_National_Wildlife_Refuge-Colusa_California.html,4,"Highway 20 & O Hair Rd , Colusa , CA",,,#2,4,
Colusa,Grand Island Shrine,https://www.tripadvisor.com/Attraction_Review-g32239-d143466-Reviews-Grand_Island_Shrine-Colusa_California.html,6,"State 45 , Colusa , CA",,,#3,4,
Laguna Beach,Table Rock Beach,https://www.tripadvisor.com/Attraction_Review-g32588-d1643740-Reviews-Table_Rock_Beach-Laguna_Beach_California.html,40,"31621 Coast Hwy , Laguna Beach , CA 92651-6978",,,#16,66,
Laguna Beach,Aliso Beach Park,https://www.tripadvisor.com/Attraction_Review-g32588-d4087681-Reviews-Aliso_Beach_Park-Laguna_Beach_California.html,103,"31131 S. Pacific Coast Hwy , Laguna Beach , CA 92652",(949)923-2280,,#11,66,"Beaches , Outdoor Activities , Nature & Parks"
Tijuana,Avenida Revolucion,https://www.tripadvisor.com/Attraction_Review-g150776-d152722-Reviews-Avenida_Revolucion-Tijuana_Baja_California.html,511,"Revolution Avenue , Tijuana , Mexico",,??? Disappointed ??? Expected more. Dirty and most shops all had the same thing. People were friendly but not worth the time spent waiting in line to come back across border. Reviewed 6 days ago Nancy L via mobile,#3,45,
Tijuana,Casino Caliente,https://www.tripadvisor.com/Attraction_Review-g150776-d9742871-Reviews-Casino_Caliente-Tijuana_Baja_California.html,16,"Av Revolucion 1100 | Zona Centro , Tijuana 22000 , Mexico",,,#10,45,
Laguna Beach,Victoria Beach,https://www.tripadvisor.com/Attraction_Review-g32588-d8629424-Reviews-Victoria_Beach-Laguna_Beach_California.html,32,"VIctoria Drive , Laguna Beach , CA 92652",,,#13,66,
Tijuana,Catedral de Nuestra Senora de Guadalupe,https://www.tripadvisor.com/Attraction_Review-g150776-d8120739-Reviews-Catedral_de_Nuestra_Senora_de_Guadalupe-Tijuana_Baja_California.html,38,"Calle Benito Juarez (2da) 7982 , Tijuana 22050 , Mexico",[+52-664] 685-3026,,#8,45,
Laguna Beach,James Dilley Preserve,https://www.tripadvisor.com/Attraction_Review-g32588-d4054288-Reviews-James_Dilley_Preserve-Laguna_Beach_California.html,5,"Laguna Canyon Road , Laguna Beach , CA",,,#41,66,
Tijuana,Plaza Rio Tijuana,https://www.tripadvisor.com/Attraction_Review-g150776-d8425027-Reviews-Plaza_Rio_Tijuana-Tijuana_Baja_California.html,26,"Calle Paseo de los Heroes 96 , Tijuana 22010 , Mexico",5.27E+11,,#7,45,
Tijuana,Parque/Park Morelos,https://www.tripadvisor.com/Attraction_Review-g150776-d10088930-Reviews-Parque_Park_Morelos-Tijuana_Baja_California.html,16,"Av de Los Insurgetes 16000 | Rio Tijuana 3ra.etapa , Tijuana 22105 , Mexico",6646252469,,#11,45,
Tijuana,El Enchiloso,https://www.tripadvisor.com/Attraction_Review-g150776-d4408640-Reviews-El_Enchiloso-Tijuana_Baja_California.html,5,"Sucursal Hipodromo Zitacuaro 42-D Col. Hipodromo | Suc. Otay Av. Tecnologico Local 6 Centro Comercial Altabrisa Fracc. Altabrisa , Tijuana , Mexico",,,#20,45,
Laguna Beach,Crescent Bay,https://www.tripadvisor.com/Attraction_Review-g32588-d10151155-Reviews-Crescent_Bay-Laguna_Beach_California.html,8,"Circle Way , Laguna Beach , CA",,,#32,66,
Tijuana,Monumental Plaza de Toros,https://www.tripadvisor.com/Attraction_Review-g150776-d8816542-Reviews-Monumental_Plaza_de_Toros-Tijuana_Baja_California.html,20,"Avenida Del Pacifico 4 , Tijuana 22240 , Mexico",,,#9,45,
Tijuana,Tren Turistico Tijuana Tecate,https://www.tripadvisor.com/Attraction_Review-g150776-d2188573-Reviews-Tren_Turistico_Tijuana_Tecate-Tijuana_Baja_California.html,11,"Blvd. Diaz Ordaz y Blvd. Simon Bolivar , Tijuana , Mexico",664 321 0822,,#23,45,
Tijuana,Ceart Tijuana,https://www.tripadvisor.com/Attraction_Review-g150776-d4234448-Reviews-Ceart_Tijuana-Tijuana_Baja_California.html,15,"Via Rapida Oriente No. 15320, Zona Rio 3era. Etapa, Tijuana , Tijuana , Mexico",,,#12,45,
Tijuana,Amigos del Artes,https://www.tripadvisor.com/Attraction_Review-g150776-d540474-Reviews-Amigos_del_Artes-Tijuana_Baja_California.html,8,"Tijuana , Mexico",,,#17,45,
Laguna Beach,Laguna Beach Dog Park,https://www.tripadvisor.com/Attraction_Review-g32588-d5452912-Reviews-Laguna_Beach_Dog_Park-Laguna_Beach_California.html,18,"Laguna Canyon Rd 133 , Near El Toro Rd , Laguna Beach , CA 92652",,,#25,66,
Tijuana,Universidad Autonoma de Baja California,https://www.tripadvisor.com/Attraction_Review-g150776-d4610934-Reviews-Universidad_Autonoma_de_Baja_California-Tijuana_Baja_California.html,32,"Circuito Universitario, Otay , Tijuana , Mexico",664-979-7500,,#6,45,
Tijuana,Mundo Divertido,https://www.tripadvisor.com/Attraction_Review-g150776-d10088717-Reviews-Mundo_Divertido-Tijuana_Baja_California.html,8,"Via Rapida Jose Fimbres Moreno | Local 62 Fracccionamiento San Jose , Tijuana 22226 , Mexico",6647017133,,#15,45,
Tijuana,Parque de la amistad,https://www.tripadvisor.com/Attraction_Review-g150776-d10206911-Reviews-Parque_de_la_amistad-Tijuana_Baja_California.html,7,"Av. del Parque, 600, Mesa de Otay , Tijuana 22427 , Mexico",6646237906,,#19,45,
Campo,Pacific Southwest Railway Museum,https://www.tripadvisor.com/Attraction_Review-g32155-d298364-Reviews-Pacific_Southwest_Railway_Museum-Campo_California.html,20,"750 Depot St , Campo , CA 91906-3180",+1 619-478-9937,,#1,2,
Campo,Lake Morena County Park,https://www.tripadvisor.com/Attraction_Review-g32155-d7729104-Reviews-Lake_Morena_County_Park-Campo_California.html,5,"2550 Lake Morena Dr , Campo , CA 91906-1024",6195794101,,#2,2,
Newbury Park,Stagecoach Inn Museum,https://www.tripadvisor.com/Attraction_Review-g32776-d5575234-Reviews-Stagecoach_Inn_Museum-Newbury_Park_California.html,18,"Ventu Park Road , Newbury Park , CA 91320",8054989441,,#2,3,
Newbury Park,Big Sycamore Canyon Hike,https://www.tripadvisor.com/Attraction_Review-g32776-d2626754-Reviews-Big_Sycamore_Canyon_Hike-Newbury_Park_California.html,25,"4800 Lynn Road , Pt. Mugu , Newbury Park , CA",,,#1,3,
Cassel,Large Junk Art Sculptures,https://www.tripadvisor.com/Attraction_Review-g32181-d8379916-Reviews-Large_Junk_Art_Sculptures-Cassel_California.html,9,"22244 Cassel Rd , Cassel , CA 96016-9530",,,#1,1,
Tahoe Vista,Lake Tahoe Snowmobile Tours,https://www.tripadvisor.com/Attraction_Review-g33156-d1649929-Reviews-Lake_Tahoe_Snowmobile_Tours-Tahoe_Vista_Lake_Tahoe_California_California.html,23,"6600 Donner Road , Tahoe Vista , CA 96148",(530) 546-4280,,#3,6,
Tahoe Vista,North Lake Massage & Skin Care,https://www.tripadvisor.com/Attraction_Review-g33156-d6367048-Reviews-North_Lake_Massage_Skin_Care-Tahoe_Vista_Lake_Tahoe_California_California.html,8,"6921 N. Lake Blvd. , Bldg. #1 Unit #111 , Tahoe Vista , CA 96148",+(1)530-546-4885,,#4,6,
Exeter,Exeter Murals,https://www.tripadvisor.com/Attraction_Review-g32364-d8139663-Reviews-Exeter_Murals-Exeter_California.html,18,"Pine St. , Exeter , CA",,,#1,3,
Exeter,The Stag Saloon,https://www.tripadvisor.com/Attraction_Review-g32364-d6714262-Reviews-The_Stag_Saloon-Exeter_California.html,3,"115 E Pine St , Exeter , CA 93221-1747",5595920883,,#3,3,
Exeter,Spring Hill Ranch - Day Classes,https://www.tripadvisor.com/Attraction_Review-g32364-d9842225-Reviews-Spring_Hill_Ranch_Day_Classes-Exeter_California.html,1,"31359 Dahlem Dr , Exeter , CA 93221-9512",559-589-4143,"??? Excercise classes ??? Fabulous setting great veiw with professional instruction tailored to my special fitness needs . She also runs a place to stay offers all kinds of exercise Pilates ballet fit yoga... read more Reviewed June 2, 2016 Beth H via mobile Add Photo Write a Review 1 Review from our TripAdvisor Community Which Exeter hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (1) Very good (0) Average (0) Poor (0) Terrible (0) Traveler type Families (0) Couples (0) Solo (1) Business (0) Friends (0) Time of year Mar-May (0) Jun-Aug (1) Sep-Nov (0) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Spring Hill Ranch - Day Classes Click to rate Beth H Level Contributor 7 reviews 3 attraction reviews 3 helpful votes ??? Excercise classes ??? Reviewed June 2, 2016 via mobile Fabulous setting great veiw with professional instruction tailored to my special fitness needs . She also runs a place to stay offers all kinds of exercise Pilates ballet fit yoga and pool exercises she's a fabulous person and wonderful experience I recommend it highly please go out of your way to find something unique and the valley that you would... More Helpful? Thank Beth H Report Updating list... Travelers who viewed Spring Hill Ranch - Day Classes also viewed Exeter Murals 18 Reviews Exeter, CA The Stag Saloon 3 Reviews Exeter, CA Tokopah Falls 78 Reviews Three Rivers, CA Lake Kaweah 20 Reviews Lemon Cove, CA All things to do in Exeter (3) Been to Spring Hill Ranch - Day Classes? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Spring Hill Ranch - Day Classes staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Will you pick up and drop off at my hotel? I have a family of 7. Can your tour accommodate all of us together? How should I dress for this tour? Near Spring Hill Ranch - Day Classes Top-rated Attractions Nearby 20 Reviews Lake Kaweah 18 Reviews Exeter Murals 13 Reviews McDermont Field House Browse all attractions Top-rated Restaurants Nearby 7 Reviews Alferez rustic orchard restaurant bakery ice-cream gifts 86 Reviews Monet's 9 Reviews Runway Cafe Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#2,3,
Laguna Beach,Alta Laguna PArk,https://www.tripadvisor.com/Attraction_Review-g32588-d3252692-Reviews-Alta_Laguna_PArk-Laguna_Beach_California.html,30,"3299 Alta Laguna Blvd , Laguna Beach , CA 92651-2059",,,#17,66,
Corona del Mar,Port Theater,https://www.tripadvisor.com/Attraction_Review-g32249-d4027510-Reviews-Port_Theater-Corona_del_Mar_Newport_Beach_California.html,13,"2905 E Coast Hwy , Corona del Mar , Newport Beach , CA 92625-2233",949) 723-6333,,#6,10,
Corona del Mar,Roger's Gardens,https://www.tripadvisor.com/Attraction_Review-g32249-d7076524-Reviews-Roger_s_Gardens-Corona_del_Mar_Newport_Beach_California.html,40,"2301 San Joaquin Hills Rd , Corona del Mar , Newport Beach , CA 92625-1195",(949) 640-5800,,#4,10,
Corona del Mar,Pacific View Memorial Park and Mortuary,https://www.tripadvisor.com/Attraction_Review-g32249-d6610186-Reviews-Pacific_View_Memorial_Park_and_Mortuary-Corona_del_Mar_Newport_Beach_California.html,19,"3500 Pacific View Dr , Corona del Mar , Newport Beach , CA 92625-1112",(949) 644-2700,,#5,10,
Corona del Mar,Pedego Corona Del Mar,https://www.tripadvisor.com/Attraction_Review-g32249-d8700161-Reviews-Pedego_Corona_Del_Mar-Corona_del_Mar_Newport_Beach_California.html,7,"2515 E Coast Hwy , Corona del Mar , Newport Beach , CA 92625-2006",+1 949-612-7989,,#7,10,
Trabuco Canyon,O'Neill Regional Park,https://www.tripadvisor.com/Attraction_Review-g33183-d4481702-Reviews-O_Neill_Regional_Park-Trabuco_Canyon_California.html,25,"30892 Trabucon Canyon Road , Trabuco Canyon , CA 92678",(949)923-2260,,#1,5,
Channel Islands National Park,The Sea Caves,https://www.tripadvisor.com/Attraction_Review-g143019-d145183-Reviews-The_Sea_Caves-Channel_Islands_National_Park_California.html,25,"Channel Islands National Park, CA",,,#3,7,
Channel Islands National Park,Santa Rosa Island,https://www.tripadvisor.com/Attraction_Review-g143019-d1058176-Reviews-Santa_Rosa_Island-Channel_Islands_National_Park_California.html,17,"Channel Islands National Park, CA",,,#4,7,
Channel Islands National Park,Anacapa Island,https://www.tripadvisor.com/Attraction_Review-g143019-d108635-Reviews-Anacapa_Island-Channel_Islands_National_Park_California.html,74,"Channel Islands , Channel Islands National Park, CA",(805) 658-5730,,#2,7,
Channel Islands National Park,Channel Islands National Marine Sanctuary,https://www.tripadvisor.com/Attraction_Review-g143019-d145182-Reviews-Channel_Islands_National_Marine_Sanctuary-Channel_Islands_National_Park_California.html,11,"Off the coast of Santa Barbara and Ventura Counties , Channel Islands National Park, CA",+1 805-893-6431,,#5,7,
Laguna Beach,Laguna Coast Wilderness Park,https://www.tripadvisor.com/Attraction_Review-g32588-d8298839-Reviews-Laguna_Coast_Wilderness_Park-Laguna_Beach_California.html,20,"18751 Laguna Canyon Rd , Laguna Beach , CA 92651-0300",(949) 923-2235,,#27,66,
Balboa Island,St.John Vianney Chapel,https://www.tripadvisor.com/Attraction_Review-g580459-d7726691-Reviews-St_John_Vianney_Chapel-Balboa_Island_Newport_Beach_California.html,24,"314 Marine Ave , Newport Beach , Balboa Island, CA 92662-1206",1-949-675-2221,,#2,6,
Balboa Island,Fun Zone Boat Company,https://www.tripadvisor.com/Attraction_Review-g580459-d3347798-Reviews-Fun_Zone_Boat_Company-Balboa_Island_Newport_Beach_California.html,41,"600 E Edgewater Ave , Newport Beach , Balboa Island, CA 92661-1345",(949) 673-0240,,#1,6,
Laguna Beach,Wood's Cove,https://www.tripadvisor.com/Attraction_Review-g32588-d10693781-Reviews-Wood_s_Cove-Laguna_Beach_California.html,4,"Diamond Street and Ocean Way , Laguna Beach , CA 92651",,,#46,66,
Balboa Island,Island Paddle Board,https://www.tripadvisor.com/Attraction_Review-g580459-d3213529-Reviews-Island_Paddle_Board-Balboa_Island_Newport_Beach_California.html,9,"229 Marine Ave , Newport Beach , Balboa Island, CA 92662-1247",949-673-4280,,#3,6,
Balboa Island,"Olive Oil and Beyond, Inc",https://www.tripadvisor.com/Attraction_Review-g580459-d7318183-Reviews-Olive_Oil_and_Beyond_Inc-Balboa_Island_Newport_Beach_California.html,3,"210 Marine Ave Ste A , Newport Beach , Balboa Island, CA 92662-1275",949-566-9380,,#4,6,
Balboa Island,Our Gang's General Store,https://www.tripadvisor.com/Attraction_Review-g580459-d8410384-Reviews-Our_Gang_s_General_Store-Balboa_Island_Newport_Beach_California.html,2,"217 Marine Ave , Newport Beach , Balboa Island, CA 92662-1288",949 675-0666,,#5,6,
Balboa Island,Balboa Boat Rentals,https://www.tripadvisor.com/Attraction_Review-g580459-d8756539-Reviews-Balboa_Boat_Rentals-Balboa_Island_Newport_Beach_California.html,1,"510 E Edgewater Ave , Newport Beach , Balboa Island, CA 92661-1274",+1 949-673-7200,,#6,6,
Marysville,"Silver Dollar Saloon - Marysville, CA",https://www.tripadvisor.com/Attraction_Review-g32689-d5843243-Reviews-Silver_Dollar_Saloon_Marysville_CA-Marysville_California.html,11,"330 1st St , Marysville , CA 95901-6023",530-743-1558,"??? Great food and atmosphere ??? We love the Silver Dollar Saloon for wonderful food and great atmosphere. We particulaly like the ribs. They are perfectly prepared and the meat falls off the bones. It is... read more Reviewed November 11, 2014 rengstrom230 , Yuba City, California Add Photo Write a Review 11 Reviews from our TripAdvisor Community Which Marysville hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (4) Very good (5) Average (2) Poor (0) Terrible (0) Traveler type Families (0) Couples (2) Solo (0) Business (1) Friends (1) Time of year Mar-May (2) Jun-Aug (3) Sep-Nov (3) Dec-Feb (3) Language All languages English (11) Showing 11: English reviews Clear all rengstrom230 Yuba City, California Level Contributor 48 reviews 6 attraction reviews 11 helpful votes ??? Great food and atmosphere ??? Reviewed November 11, 2014 We love the Silver Dollar Saloon for wonderful food and great atmosphere. We particulaly like the ribs. They are perfectly prepared and the meat falls off the bones. It is wonderful to see the old bar that was shipped around the continent to get here. I highly recommend it. Helpful? 1 Thank rengstrom230 Report Previous Next 1 2 Updating list... Travelers who viewed Silver Dollar Saloon - Marysville, CA also viewed Bok Kai Temple 13 Reviews Marysville, CA West Coast Falconry 114 Reviews Marysville, CA Float Therapy 4 Reviews Marysville, CA Ellis lake 11 Reviews Marysville, CA All things to do in Marysville (13) Been to Silver Dollar Saloon - Marysville, CA? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Silver Dollar Saloon - Marysville, CA staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near Silver Dollar Saloon - Marysville, CA Top-rated Attractions Nearby 21 Reviews Sutter Bike Trail 13 Reviews Bok Kai Temple 7 Reviews Community Memorial Museum Browse all attractions Top-rated Restaurants Nearby 60 Reviews Silver Dollar Saloon 28 Reviews The Brick Coffee House Cafe 16 Reviews AJ'S Sandwiches Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#2,12,
Laguna Beach,Murphy-Smith Historical Bungalow,https://www.tripadvisor.com/Attraction_Review-g32588-d669705-Reviews-Murphy_Smith_Historical_Bungalow-Laguna_Beach_California.html,5,"278 Ocean Ave , Laguna Beach , CA 92651-2107",949-497-6834,,#44,66,
Marysville,Ellis lake,https://www.tripadvisor.com/Attraction_Review-g32689-d9581575-Reviews-Ellis_lake-Marysville_California.html,11,"D Streets , Marysville , CA 95901",,,#4,12,
Marysville,Float Therapy,https://www.tripadvisor.com/Attraction_Review-g32689-d7915969-Reviews-Float_Therapy-Marysville_California.html,4,"107 C St , Marysville , CA 95901-6015",(530) 741-1180,,#7,12,
Marysville,West Coast Falconry,https://www.tripadvisor.com/Attraction_Review-g32689-d2531129-Reviews-West_Coast_Falconry-Marysville_California.html,114,,,,#1,12,"Nature & Wildlife Areas , Nature & Parks Overview Reviews (114) Q&A Location More Write a Review Save Is this attraction popular with locals ? Yes No Unsure Does this activity require advanced planning, ticketing or reservations ? Yes No Unsure Is this activity accessible without advanced planning or reservations ? Yes No Unsure Does this attraction provide visitors with a taste of the local culture ? Yes No Unsure Is this attraction exciting, unusual, or risky to visit ? Yes No Unsure Does this attraction require above average amounts of physical activity (long walks, climbs, stairs or hikes)? Yes No Unsure Is this attraction good for couples ? Yes No Unsure Is this attraction suitable for adults only ? Yes No Unsure Is this attraction suitable for all ages ? Yes No Unsure Is this attraction pet friendly ? Yes No Unsure Thanks for helping! Share another experience before you go. Sponsored by: Also show Hotels Restaurants Things to Do Also show Map Satellite Map updates are paused. Zoom in to see updated info. Reset zoom Updating Map... Sponsored by: Return to Map Get directions Address: 10308 Spring Valley Rd , Marysville , CA 95901-8741 Phone Number: +1 530-749-0839 Website"
Marysville,The Candy Box,https://www.tripadvisor.com/Attraction_Review-g32689-d9559857-Reviews-The_Candy_Box-Marysville_California.html,3,"415 D St , Marysville , CA 95901-5706",530 742 3124,,#6,12,
Marysville,Marysville Raceway Park,https://www.tripadvisor.com/Attraction_Review-g32689-d1791138-Reviews-Marysville_Raceway_Park-Marysville_California.html,6,"1468 Simpson Ln , Marysville , CA 95901-9747",530.743.1327,,#5,12,
Laguna Beach,Studio 7 Gallery,https://www.tripadvisor.com/Attraction_Review-g32588-d7182231-Reviews-Studio_7_Gallery-Laguna_Beach_California.html,2,"384 N Coast Hwy Ste B , Laguna Beach , CA 92651-1655",+(1)(949) 497-1080,,#48,66,
Marysville,Bok Kai Temple,https://www.tripadvisor.com/Attraction_Review-g32689-d270052-Reviews-Bok_Kai_Temple-Marysville_California.html,13,"Marysville , CA",530-301-3834,,#3,12,
Saratoga,Cooper Garrod Vineyards,https://www.tripadvisor.com/Attraction_Review-g33059-d6661962-Reviews-Cooper_Garrod_Vineyards-Saratoga_California.html,9,"22645 Garrod Rd , Saratoga , CA 95070-9781",,,#10,21,
Laguna Beach,Laguna Canyon Winery,https://www.tripadvisor.com/Attraction_Review-g32588-d669707-Reviews-Laguna_Canyon_Winery-Laguna_Beach_California.html,28,"2133 Laguna Canyon Rd , Laguna Beach , CA 92651-1142",949.715.9463,,#26,66,
Saratoga,Fremont Older Open Space Preserve,https://www.tripadvisor.com/Attraction_Review-g33059-d2701422-Reviews-Fremont_Older_Open_Space_Preserve-Saratoga_California.html,33,"22898 Prospect Rd , Saratoga , CA 95070-6545",,,#4,21,
Laguna Beach,Laguna Culinary Arts Academy,https://www.tripadvisor.com/Attraction_Review-g32588-d552297-Reviews-Laguna_Culinary_Arts_Academy-Laguna_Beach_California.html,13,"845 Laguna Canyon Rd , Laguna Beach , CA 92651-1839",949-494-4006,,#39,66,
Saratoga,Savannah Chanelle Winery,https://www.tripadvisor.com/Attraction_Review-g33059-d7644866-Reviews-Savannah_Chanelle_Winery-Saratoga_California.html,18,"23600 Big Basin Way , Saratoga , CA 95070-9755",(408) 741-2934,,#6,21,
Saratoga,Montalvo Arts Center,https://www.tripadvisor.com/Attraction_Review-g33059-d103185-Reviews-Montalvo_Arts_Center-Saratoga_California.html,58,"15400 Montalvo Rd , Saratoga , CA 95070-6327",-7168,,#3,21,
Laguna Beach,Laguna Beach Farmers' Market,https://www.tripadvisor.com/Attraction_Review-g32588-d10406106-Reviews-Laguna_Beach_Farmers_Market-Laguna_Beach_California.html,2,"551 Forest Avenue , Ocean and Forest , Laguna Beach , CA 92651",,,#50,66,
Saratoga,Wildwood Park,https://www.tripadvisor.com/Attraction_Review-g33059-d8566324-Reviews-Wildwood_Park-Saratoga_California.html,6,"20764 4th St , Saratoga , CA 95070-5837",,,#12,21,
Saratoga,Big Basin Vineyards Tasting Room,https://www.tripadvisor.com/Attraction_Review-g33059-d3210766-Reviews-Big_Basin_Vineyards_Tasting_Room-Saratoga_California.html,7,"14598 Big Basin Way , Saratoga , CA 95070-6077",+1 408-564-7346,,#11,21,
Laguna Beach,Laguna Beach Trolley,https://www.tripadvisor.com/Attraction_Review-g32588-d8417668-Reviews-Laguna_Beach_Trolley-Laguna_Beach_California.html,206,"Laguna Beach , CA 92651",(949) 497-0746,,#4,66,
Saratoga,House Family Vineyards,https://www.tripadvisor.com/Attraction_Review-g33059-d8798916-Reviews-House_Family_Vineyards-Saratoga_California.html,4,"13336 Old Oak Way , Saratoga , CA 95070-4207",800-975-7191,,#15,21,
Saratoga,Historic Saratoga Village,https://www.tripadvisor.com/Attraction_Review-g33059-d7815546-Reviews-Historic_Saratoga_Village-Saratoga_California.html,16,"Big Basin Way , Saratoga , CA 95070",,,#7,21,
Saratoga,Sanborn Park,https://www.tripadvisor.com/Attraction_Review-g33059-d4431728-Reviews-Sanborn_Park-Saratoga_California.html,27,"16055 Sanborn Rd , Saratoga , CA 95070-9746",,,#5,21,
Saratoga,Skyline to the Sea Trail,https://www.tripadvisor.com/Attraction_Review-g33059-d144880-Reviews-Skyline_to_the_Sea_Trail-Saratoga_California.html,9,"Saratoga , CA",,,#9,21,
Santa Margarita,Ancient Peaks Winery,https://www.tripadvisor.com/Attraction_Review-g33050-d3533237-Reviews-Ancient_Peaks_Winery-Santa_Margarita_San_Luis_Obispo_County_California.html,34,"22720 El Camino Real , Santa Margarita , CA 93453-8668",(805) 365-7045,,#2,8,
Laguna Beach,Steven Lucas Fine Arts,https://www.tripadvisor.com/Attraction_Review-g32588-d2213169-Reviews-Steven_Lucas_Fine_Arts-Laguna_Beach_California.html,5,"1945 Laguna Canyon Rd , Laguna Beach , CA 92651-1128",949.376.7611,,#45,66,
Alp,Viejas Casino,https://www.tripadvisor.com/Attraction_Review-g29082-d156314-Reviews-Viejas_Casino-Alpine_California.html,171,"5000 Willows Rd , Alpine , CA 91901-1656",+1 619-445-5400,,#1,13,"Fun & Games , Casinos & Gambling"
Alp,Sky Falconry,https://www.tripadvisor.com/Attraction_Review-g29082-d6653284-Reviews-Sky_Falconry-Alpine_California.html,27,"595 Anderson Rd , Alpine , CA 91901-1504",+1 619-722-0092,,#4,13,
Laguna Beach,Richard MacDonald Fine Art,https://www.tripadvisor.com/Attraction_Review-g32588-d561802-Reviews-Richard_MacDonald_Fine_Art-Laguna_Beach_California.html,9,"326 Glenneyre St , Laguna Beach , CA 92651-2311",949 497 4988,,#42,66,
Alp,Viejas Bowl,https://www.tripadvisor.com/Attraction_Review-g29082-d2430716-Reviews-Viejas_Bowl-Alpine_California.html,8,"5005 Willows Rd Ste 229 , Alpine , CA 91901-1680",1-877-303-2695,,#8,13,
Alp,Viejas Outlet Center,https://www.tripadvisor.com/Attraction_Review-g29082-d630171-Reviews-Viejas_Outlet_Center-Alpine_California.html,61,"5005 Willows Rd , Suite 213 , Alpine , CA 91901-1675",+1 619-659-2070,,#5,13,
Laguna Beach,Drizzle Art Studios,https://www.tripadvisor.com/Attraction_Review-g32588-d7274339-Reviews-Drizzle_Art_Studios-Laguna_Beach_California.html,10,"550 S Coast Hwy , Laguna Beach , CA 92651-2449",714.343.3043,,#31,66,
Alp,Viejas Mountain Trail,https://www.tripadvisor.com/Attraction_Review-g29082-d8864132-Reviews-Viejas_Mountain_Trail-Alpine_California.html,1,"Truck trail Rd , Alpine , CA",,,#13,13,
Alp,Wright's Field in Alpine,https://www.tripadvisor.com/Attraction_Review-g29082-d6692025-Reviews-Wright_s_Field_in_Alpine-Alpine_California.html,11,"2001 Tavern Rd , Alpine , CA 91901-3129",,,#6,13,
Alp,Corral Hollow Trail,https://www.tripadvisor.com/Attraction_Review-g29082-d10664821-Reviews-Corral_Hollow_Trail-Alpine_California.html,1,"Below Bear Valley Ski Resort/Mount Reba off hwy 4 , Alpine , CA",(209) 795-1381,,#11,13,
Laguna Beach,Pageant of the Masters,https://www.tripadvisor.com/Attraction_Review-g32588-d4699382-Reviews-Pageant_of_the_Masters-Laguna_Beach_California.html,609,"650 Laguna Canyon Rd , Laguna Beach , CA 92651-1837",+1 800-487-3378,,#2,66,"Points of Interest & Landmarks , Sights & Landmarks"
