youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"Q8ZpiB4p338,d2Dw-gHfUCs,kyAraz7tNq4",Lake Skinner,,"The ranger let us in on a 1/2 hour ""just looking"" no cost ""freebie"" pass, which worked well for us as this was a day of 115+ temperatures and we had no intentions of spending time... read more",1,5,(951) 926-1541,Winchester,"37701 Warren Rd , Winchester , CA 92596-9744",https://www.tripadvisor.com/Attraction_Review-g33279-d7061424-Reviews-Lake_Skinner-Winchester_California.html,winchester.json,lake skinner,3,-117.0596809,33.5892362,20,100
"4Hd-Uilf104,D2k5EQT5u1s,ZuHfxYGYc08",Lake Sonoma,"Bodies of Water , Nature & Parks",We first discovered Lake Sonoma as a great place for boat camping (with some primitive campsites around the lake accessible only by boat) in the early 1990s. After years of boat... read more,26,120,,Healdsburg,"Healdsburg , CA",https://www.tripadvisor.com/Attraction_Review-g32482-d321137-Reviews-Lake_Sonoma-Healdsburg_Sonoma_County_California.html,healdsburg.json,lake sonoma,1,-123.0423931,38.740379,3,100
"U63NMTJF4_s,LjdZjQQG61c,g3nyJukB0ZY",Lake Yosemite,,"If you live in Merced, this is the closest place to enjoy boating, swimming or a great American day at the lake.",6,19,,Merced,"5614 N Lake Rd , Merced , CA 95340-9121",https://www.tripadvisor.com/Attraction_Review-g32706-d7726684-Reviews-Lake_Yosemite-Merced_California.html,merced.json,lake yosemite,1,-120.4282864,37.3782665,9,100
"upnIY73Djds,PwfyoNnHxVQ,X-F2pOqxkKk",Lakes Basin,,"Camping with a family, multigenerational and multi-interest? This is your spot. Hikes for everyone; fishing; mountain biking; swimming; dog-friendly; quiet; beautiful. Just go.",1,46,,Graeagle,"Graeagle , CA",https://www.tripadvisor.com/Attraction_Review-g32443-d254731-Reviews-Lakes_Basin-Graeagle_Plumas_County_California.html,graeagle.json,lakes basin,2,-119.0058958,37.623955,7,100
"o660BBXMg1U,uDN91zdAyR4",Lawrence Hall of Science,"Educational sites , Science Museums , Museums , Sights & Landmarks","Very hands on and engaging. The kids (5, 10, 11, 12) asked to come back before we even made it out of the entrance.",8,134,15106425132,Berkeley,"1 Centennial Dr , Berkeley , CA 94720",https://www.tripadvisor.com/Attraction_Review-g32066-d117264-Reviews-Lawrence_Hall_of_Science-Berkeley_California.html,berkeley.json,lawrence hall of science,1,-122.2466386,37.8792025,1,100
"1pDzrhObax8,hj2ySZMdWGw,NvY4QTX9s5k",Leadbetter Beach,,This beach is on the other side of the marina and is less crowded. There is a restroom and parking. It's a nice place to spend time at.,86,7,,Santa Barbara,"402 E Ortega St , Santa Barbara , CA 93101-1635",https://www.tripadvisor.com/Attraction_Review-g33045-d7386730-Reviews-Leadbetter_Beach-Santa_Barbara_California.html,santa_barbara.json,leadbetter beach,1,-119.7005563,34.4009409,1,100
"v2XRFy32miY,nXNu1DTuOMY,jTj0rr9eav4",LEGOLAND California,,"Definitely a ""must see"" for Lego lovers. Our kids had a great time and on top of this, we chose to go on a special ""Brick or Treat"" day which is essentially a pre-Halloween trick... read more",3,"5,096",877-376-5346,Carlsbad,"1 Legoland Drive , Carlsbad , CA 92008-4610",https://www.tripadvisor.com/Attraction_Review-g32171-d103404-Reviews-LEGOLAND_California-Carlsbad_California.html,carlsbad.json,legoland california,22,-117.3116642,33.1278683,44,100
"ArqfnH-6XT8,wy37_cbp9e0,k4EiPPsxg8I",Limantour Beach,"Beaches , Outdoor Activities , Nature & Parks",It was lovely to stroll along the beach. I saw four sea lions in the water quite close to shore. It was peaceful and pretty--but it got even better at sunset. DP saw a green... read more,6,75,,Point Reyes Station,"Limantour Road , Point Reyes Station , CA",https://www.tripadvisor.com/Attraction_Review-g32908-d2255322-Reviews-Limantour_Beach-Point_Reyes_Station_Marin_County_California.html,point_reyes_station.json,limantour beach,1,-122.8790947,38.0244365,1,100
"qnxzNTIjNpk,wwI6UYUChkE,PjV3ShToDfo",Lindsay Wildlife Museum,"Nature & Wildlife Areas , Nature & Parks",Not that expensive and has a really neat interactive bird rescue section. It's not a huge place but enough to entertain the kids.,1,155,+1 925-935-1978,Walnut Creek,"1931 1st Ave , Walnut Creek , CA 94597-2540",https://www.tripadvisor.com/Attraction_Review-g33235-d1175688-Reviews-Lindsay_Wildlife_Museum-Walnut_Creek_California.html,walnut_creek.json,lindsay wildlife museum,1,-122.07572,37.92339515,2,100
"lr8gpMAUflU,FE-PaCvEEaE,A9l5DmVs9Fc",Little Italy,"Neighborhood: Downtown Neighborhoods , Sights & Landmarks , Other",There are a lot of great Italian restaurants. India street is the Main Street. Places can be packed on Fridays and Saturdays. We enjoyed Fillipis Pizza Grotto.,31,"1,081",+1 619-233-3898,San Diego,"1668 Columbia St , From Laurel south to West A Street , San Diego , CA 92101-2502",https://www.tripadvisor.com/Attraction_Review-g60750-d274103-Reviews-Little_Italy-San_Diego_California.html,san_diego.json,little italy,6,-117.1682719,32.7234579,32,100
"lr8gpMAUflU,FE-PaCvEEaE,A9l5DmVs9Fc",Little Italy,"Neighborhood: North Beach / Telegraph Hill Neighborhoods , Other, Sights & Landmarks","San Francisco was founded by many different type of immigrants...Chinese, Hispanic, Japanese and Italian. Little Italy offers a multitude of great restaurants, coffee shops and... read more",72,261,,San Francisco,"San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d142403-Reviews-Little_Italy-San_Francisco_California.html,san_francisco.json,little italy,6,-117.1682719,32.7234579,32,100
"QYAHHK9738E,yEUC9G4NCn4,iYQEvk2aXUU",Little Saigon,,"Some very authentic restaurants, shopping and services. Traffic and parking could be a problem, but it does not prevent me from going there.",1,76,,Westminster,"Westminster , CA",https://www.tripadvisor.com/Attraction_Review-g33260-d258843-Reviews-Little_Saigon-Westminster_California.html,westminster.json,little saigon,2,-121.8560175,37.3311452,6,100
"2W4WOrvG3lA,U49OilkwG9g,8gQ58fbPzzo",Little Tokyo,"Neighborhood: Downtown Neighborhoods , Sights & Landmarks , Other","Love the museum that consistently changes the themes. Since my parents were interned, I spend a lot of time here. My .mom was interviewed and is part of the movie they show. I... read more",48,496,+1 213-624-1267,Los Angeles,"Downtown , Southeast of the Civic Center; bounded by 1st , Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d144151-Reviews-Little_Tokyo-Los_Angeles_California.html,los_angeles.json,little tokyo,5,-118.2417215,34.0482697,8,100
"ttQv0uNopkw,aZh9IiXSYIA,B9zL2Zih8Us",Lobero Theatre,,"We went to see Arlo Guthrie's, 50 Anniversary tour. Our first time in the theater and we were amazed. All seating is good and the seats were very comfortable. Good air... read more",56,43,+1 805-963-0761,Santa Barbara,"33 E Canon Perdido St , Santa Barbara , CA 93101-2246",https://www.tripadvisor.com/Attraction_Review-g33045-d294161-Reviews-Lobero_Theatre-Santa_Barbara_California.html,santa_barbara.json,lobero theatre,2,-119.7000208,34.4216681,101,100
"RuDKgdGLJMQ,XJ7pAspBqN8,g7cZJfmUEH8",Lodi Lake Park,"Bodies of Water , Hiking Trails , Biking Trails , Nature & Parks , Outdoor Activities , More",Lodi lake park. What a beautiful addition to an already lovely city such as Lodi. From the lake to the almost 1 to 1 1/2 miles of wooded area towards the backside of the park... read more,2,50,,Lodi,"1101 West Turner Road , Lodi , CA 95240",https://www.tripadvisor.com/Attraction_Review-g32640-d7689572-Reviews-Lodi_Lake_Park-Lodi_California.html,lodi.json,lodi lake park,1,-121.2991146,38.147974,1,100
"dLcEeB-nLqE,dVmDiQqd6C8,mPBnR9jn0ZY",Lombard Street,"Neighborhood: Russian Hill Points of Interest & Landmarks , Sights & Landmarks",Fun to see. We looked from the top down. In spite of the steep hill and switchback turns some people made the drive down which was also fun to watch. Doesn't take much time and is... read more,19,"9,053",415-391-2000,San Francisco,"San Francisco , CA 94109",https://www.tripadvisor.com/Attraction_Review-g60713-d106232-Reviews-Lombard_Street-San_Francisco_California.html,san_francisco.json,lombard street,8,-122.418809,37.802076,91,100
"Oer9GUH7u84,zM6AFsGwe5w,QWkE4TCiaWo",Long Beach Museum of Art,"Art Museums , Museums",Give the curator and staff credit for working hard to find exhibitions which fit their limited space and are worth viewing. Check website or local paper to see what's on offer... read more,19,89,+1 562-439-2119,Long Beach,"2300 E Ocean Blvd , Long Beach , CA 90803-2442",https://www.tripadvisor.com/Attraction_Review-g32648-d284142-Reviews-Long_Beach_Museum_of_Art-Long_Beach_California.html,long_beach.json,long beach museum of art,1,-118.1647815,33.76347985,109,100
"o0ipvb2FhwQ,Sn6EGhe05b0,cmSZtfSQBIc",Los Angeles County Museum of Art,"Neighborhood: Central L.A Art Museums , Museums",Hard to believe I've lived in LA for several years and never made it to LACMA. I'm glad I finally did. Absolutely terrific experience. We went for the Guillermo del Toro Monsters... read more,9,"1,911",+1 323-857-6000,Los Angeles,"5905 Wilshire Blvd , Los Angeles , CA 90036-4597",https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html,los_angeles.json,los angeles county museum of art,11,-118.3579977,34.0634357,71,100
"J0ywdKlIb_E,dObB9wYxehQ,9JeJ4zaYSQQ",Los Angeles Maritime Museum,,"Museum focuses on the maritime history of LA (of course). Lots of ship models but also lots of ships equipment. A full working tugboat.Display office knots, scrimmage and tattoos... read more",181,19,+1 310-548-7618,Los Angeles,"Foot of 6th Street , Berth 84 , Los Angeles , CA 90731",https://www.tripadvisor.com/Attraction_Review-g32655-d560769-Reviews-Los_Angeles_Maritime_Museum-Los_Angeles_California.html,los_angeles.json,los angeles maritime museum,1,-118.278682,33.7389075,11,100
"Hy-9tyYO6h8,acJjuBmQ43U,sMzRa0dxbxA",Los Angeles River,,The Los Angeles River is a famous drainage channel that goes from north to south in LA. It has appeared in many movies and video games and has become a famous icon of the city. It... read more,199,23,,Los Angeles,"2960 Marsh St , Los Angeles , CA 90039-2911",https://www.tripadvisor.com/Attraction_Review-g32655-d103410-Reviews-Los_Angeles_River-Los_Angeles_California.html,los_angeles.json,los angeles river,9,-118.4421904,34.1557816,33,100
"RMmGw59WS3k,UvktUUEFvhQ,IVqudwEltK0",Los Feliz,,"Los Feliz neighborhood in Los ニ_ニ_ngeles is a trendy, clean, mature neighborhood that is close to everything. Excellent place to live.",162,16,,Los Angeles,"Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d276911-Reviews-Los_Feliz-Los_Angeles_California.html,los_angeles.json,los feliz,11,-118.2899358,34.10815355,27,100
"tRwYQgk05DY,n3rEzI0PtPA,CPMpeNDIGdk",MacArthur Park,,I grabbed some lunch across the street at Langer's and made my way over to sit in the park. It's small but offers a handful of places to sit. It's a pretty cool park. It's just... read more,223,24,+1 213-368-0520,Los Angeles,"2230 W 6th St , Los Angeles , CA 90057-3117",https://www.tripadvisor.com/Attraction_Review-g32655-d560863-Reviews-MacArthur_Park-Los_Angeles_California.html,los_angeles.json,macarthur park,5,-118.2776717,34.058874,23,100
"KNnafPigLuM,3pEtBWpPA9E,8jXVeINrINg",MacKerricher State Park,"State Parks , Nature & Parks","We went with my son's class in the evening. We went straight to the tidepools so didn't see much else, but the tidepools we excellent.",2,561,(707) 964-9112,Fort Bragg,"MacKerricher State Park Road , Fort Bragg , CA 95437",https://www.tripadvisor.com/Attraction_Review-g32400-d103759-Reviews-MacKerricher_State_Park-Fort_Bragg_Mendocino_County_California.html,fort_bragg.json,mackerricher state park,7,-123.7936267,39.4932207,8,100
"ZNC3BBgdNtY,eMzn0fDglMc",Madame Tussauds Hollywood,"Neighborhood: Hollywood Specialty Museums , Museums",My husband had his picture taken with star trek fellows. Quite a diversity of stars from many walks of life. Do not miss.,25,"2,297",+1 323-798-1670,Los Angeles,"6933 Hollywood Blvd , Los Angeles , CA 90028",https://www.tripadvisor.com/Attraction_Review-g32655-d1634265-Reviews-Madame_Tussauds_Hollywood-Los_Angeles_California.html,los_angeles.json,madame tussauds hollywood,1,-118.3414176,34.1020028,2,100
"rrOp5i5IxCc,7uiYwoJlI58,Q1NeLx-AFNc",Madera Wine Trail,,"Do not miss Birdstone, Ficklin or Quady. Madera has some fine wineries, the wine trail also has hors d'oevres. Birdstone is scenic and has grass for a picnic.",4,17,+1 800-613-0709,Madera,"9400 Road 36 , Madera , CA 93636-8400",https://www.tripadvisor.com/Attraction_Review-g32673-d2205169-Reviews-Madera_Wine_Trail-Madera_California.html,madera.json,madera wine trail,1,-117.0211202,33.5034444,4,100
"MY_TJm6yE9c,_oaURY7fXGo,1l5MbyBE_zI",Maiden Lane,,"We visited this spot as part of a Hitchcock tour (yes, this area was filmed in one of his movies. It was also known as the ""red light district"" many years ago with more than 1200... read more",283,16,,San Francisco,"Between Stockton and Kearny Streets , Union Square , San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d311689-Reviews-Maiden_Lane-San_Francisco_California.html,san_francisco.json,maiden lane,2,-122.4066888,37.7880412,12,100
"qTWOFBG5TJQ,PURkQg7mpwQ,1V-PyPUIeOs",Main Beach,,Great photo pop with the iconic lifeguard tower. Lots of volley ball nets. Nice waves great for a day at the beach. Several restaurants close by.,5,370,,Laguna Beach,"Laguna Beach , CA",https://www.tripadvisor.com/Attraction_Review-g32588-d669708-Reviews-Main_Beach-Laguna_Beach_California.html,laguna_beach.json,main beach,6,-117.7847769,33.541692,8,100
"MXuLwjBJjAg,ZqCyf5OUkUU,VDphz_DnqB0",Main Street Inn,,"You can always find a tasty meal on the menu. The food is fresh, hot and plentiful. We drop in for lunch or dinner and we are never disappointed.",4,3,+1 209-599-0095,Ripon,"130 E Main St , Ripon , CA 95366-2417",https://www.tripadvisor.com/Attraction_Review-g32974-d5834677-Reviews-Main_Street_Inn-Ripon_California.html,ripon.json,main street usa,4,-118.3108771,34.1619793,20,100
"rwMIuTELA44,DGfTfBfExSs,mYu73O4GQ88",Malibu Creek State Park,"State Parks , Nature & Parks",We hiked to the filming site for MASH from the corner of Mulhulland Drive and Las Virgenes. There is a large parking lot on the corner and you can park for free vs. $12 in the... read more,2,172,+1 818-880-0367,Calabasas,"1925 Las Virgenes Rd , Calabasas , CA 91302-1909",https://www.tripadvisor.com/Attraction_Review-g32136-d156425-Reviews-Malibu_Creek_State_Park-Calabasas_California.html,calabasas.json,malibu creek state park,9,-118.7120156,34.0996554,39,100
"sJqH80kD1t0,9KT5duQIbFE,ScWaer8iCLU",Malibu Lagoon State Beach,,It's almost unbelievable the views each of these beaches hav. Parking was good for us crowds non existent,10,148,+1 818-880-0350,Malibu,"23200 Pacific Coast Hwy , Malibu , CA 90265-4937",https://www.tripadvisor.com/Attraction_Review-g32676-d266789-Reviews-Malibu_Lagoon_State_Beach-Malibu_California.html,malibu.json,malibu lagoon state beach,6,-118.6790641,34.03385755,56,100
"iKunSV_hjdE,ZPO1zpDqQ8I,b7SxOCj3kag",Malibu Pier,"Neighborhood: Malibu Piers & Boardwalks , Points of Interest & Landmarks , Sights & Landmarks",Parking was overpriced for the amount of time we were going to spend so dropped a star but we dropped lucky parking on the road and walked back. Just so relaxing. So different to... read more,5,501,+1 855-877-9900,Malibu,"23000 Pacific Coast Hwy , Malibu , CA 90265-4936",https://www.tripadvisor.com/Attraction_Review-g32676-d560725-Reviews-Malibu_Pier-Malibu_California.html,malibu.json,malibu pier,4,-118.6761449,34.0364323,58,100
"tuPPzByZjkk,WDxDGc4r4ZY,NGxjOmVzqKI",Manhattan Beach Pier,"Piers & Boardwalks , Sights & Landmarks","Even though it's a pier it is worth a visit, especially of you get talking to some of the mre elderly fishermen - i met a real character.",2,559,,Manhattan Beach,"The Strand , Manhattan Beach , CA 90266",https://www.tripadvisor.com/Attraction_Review-g32678-d127279-Reviews-Manhattan_Beach_Pier-Manhattan_Beach_California.html,manhattan_beach.json,manhattan beach blvd,3,-118.352391,33.8874658,4,100
"tuPPzByZjkk,WDxDGc4r4ZY,NGxjOmVzqKI",Manhattan Beach Pier,"Piers & Boardwalks , Sights & Landmarks","Even though it's a pier it is worth a visit, especially of you get talking to some of the mre elderly fishermen - i met a real character.",2,559,,Manhattan Beach,"The Strand , Manhattan Beach , CA 90266",https://www.tripadvisor.com/Attraction_Review-g32678-d127279-Reviews-Manhattan_Beach_Pier-Manhattan_Beach_California.html,manhattan_beach.json,manhattan beach pier,1,-118.4121547,33.8842512,1,100
"TcUSYNGon_s,6kmm7LFTHjo,DvuUd95FIBA",Manzanita Lake,"Bodies of Water , Nature & Parks","This lake gives you some amazing views and is a great picnic spot. Although you can go around the whole lake, we just did one side of it as we were running late. But the lake is... read more",3,106,,Lassen Volcanic National Park,"Lassen Volcanic National Park, CA",https://www.tripadvisor.com/Attraction_Review-g143042-d145161-Reviews-Manzanita_Lake-Lassen_Volcanic_National_Park_California.html,lassen_volcanic_national_park.json,manzanita lake,1,-121.5622337,40.5360818,6,100
"MXsftTlxu30,U8MtjeQFQuI,iMjQnW2NW0c",Margo Dodd Park,Nature & Parks,This is a little chunk of dinosaur caves park which I have reviewed. I didn't know it even had a name...Next to Dog Doo Corner.,5,54,,Pismo Beach,"Ocean Blvd , Pismo Beach , CA 93449",https://www.tripadvisor.com/Attraction_Review-g32894-d4833580-Reviews-Margo_Dodd_Park-Pismo_Beach_San_Luis_Obispo_County_California.html,pismo_beach.json,margo dodd park,1,-120.6694581,35.15251315,2,100
"y_0Ni-Lz5z8,Wk8GPLsvZb4,Xpkke5N76fg",Marin Center,"Specialty Museums , Museums","The Marin Center broke ground on 1960 after Wright had died. but it carries his style everywhere. It is an old building and it looks it, but it is beautiful inside and out. I had... read more",4,49,+1 415-499-6400,San Rafael,"10 Avenue of the Flags , San Rafael , CA 94903-5204",https://www.tripadvisor.com/Attraction_Review-g33037-d780871-Reviews-Marin_Center-San_Rafael_Marin_County_California.html,san_rafael.json,marin center,1,-122.6199637,38.0409144,2,100
"RJ0F0cDXiBY,HjjoSmkiZ2Q,iwoEYxvaZnI",Marin Headlands,"Nature & Wildlife Areas , State Parks , Nature & Parks","I don't know how we missed this place on the numerous times we have been in San Fransisco? On the way back from Napa, just as the sun was going down, we stopped off and went up... read more",2,"1,731",415-331-1540,Marin County,"Golden Gate National Recreation Area , CA 94965",https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-Marin_Headlands-Marin_County_California.html,marin_county.json,marin headlands,15,-122.5343273,37.856162,42,100
"j7jtf_GLthw,kR6UPEIFprE,KRJ5KajjoP4",Marin Museum of Contemporary Art,,"This was a fun experience. The art is sourced from local artists, many of whom have working studios on site. We were able to enjoy the displays and wander the hallways, stopping... read more",6,10,+1 415-506-0137,Novato,"500 Palm Dr , Novato , CA 94949-5047",https://www.tripadvisor.com/Attraction_Review-g32797-d5892408-Reviews-Marin_Museum_of_Contemporary_Art-Novato_Marin_County_California.html,novato.json,marin museum of contemporary art,1,-122.5185102,38.0577473,2,100
"hg3zTxBOXEE,fELjTbOADBg",Marina Green,,"Every year in October, San Francisco celebrates Fleet Week featuring an Air Show that is best seen from the Marina Green. This is the center of the events. Best to be there way... read more",169,28,,San Francisco,"San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d545902-Reviews-Marina_Green-San_Francisco_California.html,san_francisco.json,marina green,1,-122.4391165,37.8066027,1,100
"w6fH-bC-AqQ,hkNU60AT16k,e5bUa0v2AkU",Marina Park,,"This is a great back right next to the beach. There are two great play areas for kids, a nice hike along the shore, and a flying fox. Busier on the weekends and parking can be... read more",26,5,,Ventura,"Ventura , CA 93001",https://www.tripadvisor.com/Attraction_Review-g60769-d10619168-Reviews-Marina_Park-Ventura_California.html,ventura.json,marine park,2,-118.4656108,34.00561345,4,100
"zjMtHXqYuFQ,sfmdsc2ZnL4",Marine Mammal Center,"Educational sites , Nature & Wildlife Areas , Specialty Museums , Sights & Landmarks , Museums , Nature & Parks , More",This is a very nice facility with lots of learning opportunity either on your own or with a docent. There were few patients the weekend we were there and the public is kept at a... read more,2,248,415-289-SEAL,Sausalito,"2000 Bunker Rd , Sausalito , CA 94965-2619",https://www.tripadvisor.com/Attraction_Review-g33062-d104219-Reviews-Marine_Mammal_Center-Sausalito_Marin_County_California.html,sausalito.json,marine mammal center,2,-122.5310509,37.8351754,2,100
"D0Vbc1OE0sM,nKiif4CRFyc,kW1mJwF_WhM",Maritime Museum of San Diego,"Ships , Specialty Museums , Sights & Landmarks , Museums",The old ships were amazing and the subs were totally cool to explore! We spent several hours wandering through them and reading all the information about them all. The... read more,17,"1,180",+1 619-234-9153,San Diego,"1492 N Harbor Dr , San Diego , CA 92101-3309",https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-Maritime_Museum_of_San_Diego-San_Diego_California.html,san_diego.json,maritime museum of san diego,1,-117.1738105,32.7209274,7,100
"8Q5Nur642BU,TZzJbEklD5I,AX0PT47NKus",Market Street,,"This is still a place to come and shop at individual market stalls. Some of the items are a bit on the expensive side, but it's nice if you're a shopper.",94,409,,San Francisco,"Market Street , San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d144424-Reviews-Market_Street-San_Francisco_California.html,san_francisco.json,market street,1,-122.4330941,37.7641276,3,100
"nCm_qY7nGxE,yGFijJsJ5yo",Maturango Museum,"History Museums , Museums",This is a great little museum in the desert. It is well worth the time to go for both the Native American & petroglyph displays as well as the early mining history displays.,1,77,+1 760-375-6900,Ridgecrest,"100 E Las Flores Ave , Ridgecrest , CA 93555-3654",https://www.tripadvisor.com/Attraction_Review-g32966-d127407-Reviews-Maturango_Museum-Ridgecrest_California.html,ridgecrest.json,maturango museum,1,-117.6695076,35.629956,10,100
"KLElHOOBXWI,JqNq3q6ZIW0,pm041d4lnfs",McKinley Park,"Jogging Paths & Tracks , Outdoor Activities , Nature & Parks",The Rose Garden is usually really beautiful with an array of colors. Close to Hospitals and freeway. Very FAMILY oriented.,13,117,+1 916-808-5200,Sacramento,"3330 McKinley Blvd , Sacramento , CA 95819",https://www.tripadvisor.com/Attraction_Review-g32999-d128384-Reviews-McKinley_Park-Sacramento_California.html,sacramento.json,mckinley park,1,-121.4615367,38.5765816,2,100
"JhLMHWJ_hT4,4ZnLfFZD-zk,QRKpwc8q0Fw",Melrose Avenue,,"I live a few blocks north of Melrose and always enjoy walking on Melrose on my way to go somewhere. They say, ""Nobody walks in LA""? This is one of the fun streets to walk on... read more",5,194,,West Hollywood,"Between La Brea Blvd. and Fairfax Ave. , About 8 km (5 miles) west of downtown Los Angeles , West Hollywood , CA",https://www.tripadvisor.com/Attraction_Review-g33252-d181612-Reviews-Melrose_Avenue-West_Hollywood_California.html,west_hollywood.json,melrose avenue,4,-117.2145993,33.1005138,27,100
"JhLMHWJ_hT4,4ZnLfFZD-zk,QRKpwc8q0Fw",Melrose Avenue,,Great place to people watch and do some shopping. Several great little shops and places to snack. Take a walk and smell the flowers.,95,99,+1 323-469-8311,Los Angeles,"Melrose Ave. , Los Angeles , CA 90046",https://www.tripadvisor.com/Attraction_Review-g32655-d110202-Reviews-Melrose_Avenue-Los_Angeles_California.html,los_angeles.json,melrose avenue,4,-117.2145993,33.1005138,27,100
"elXu59Yfld0,XljCaFk91xc,D-7d6jesD_U",Mendocino Coast,"Scenic Drives , Bodies of Water , Outdoor Activities , Sights & Landmarks , Nature & Parks",Beautiful views and no one to be seen. Take pictures and make everyone jealous. A quiet place to reflect,1,546,+1 707-961-6300,Mendocino,"Mendocino , CA 95460",https://www.tripadvisor.com/Attraction_Review-g32701-d116567-Reviews-Mendocino_Coast-Mendocino_Mendocino_County_California.html,mendocino.json,mendocino cafe,1,-123.7981622,39.3059533,1,100
"elXu59Yfld0,XljCaFk91xc,D-7d6jesD_U",Mendocino Coast,"Scenic Drives , Bodies of Water , Outdoor Activities , Sights & Landmarks , Nature & Parks",Beautiful views and no one to be seen. Take pictures and make everyone jealous. A quiet place to reflect,1,546,+1 707-961-6300,Mendocino,"Mendocino , CA 95460",https://www.tripadvisor.com/Attraction_Review-g32701-d116567-Reviews-Mendocino_Coast-Mendocino_Mendocino_County_California.html,mendocino.json,mendocino co,1,-123.4126398,39.3176491,1,100
"elXu59Yfld0,XljCaFk91xc,D-7d6jesD_U",Mendocino Coast,"Scenic Drives , Bodies of Water , Outdoor Activities , Sights & Landmarks , Nature & Parks",Beautiful views and no one to be seen. Take pictures and make everyone jealous. A quiet place to reflect,1,546,+1 707-961-6300,Mendocino,"Mendocino , CA 95460",https://www.tripadvisor.com/Attraction_Review-g32701-d116567-Reviews-Mendocino_Coast-Mendocino_Mendocino_County_California.html,mendocino.json,mendocino coast,5,-123.8113059,39.4219269,6,100
"elXu59Yfld0,XljCaFk91xc,D-7d6jesD_U",Mendocino Coast,"Scenic Drives , Bodies of Water , Outdoor Activities , Sights & Landmarks , Nature & Parks",Beautiful views and no one to be seen. Take pictures and make everyone jealous. A quiet place to reflect,1,546,+1 707-961-6300,Mendocino,"Mendocino , CA 95460",https://www.tripadvisor.com/Attraction_Review-g32701-d116567-Reviews-Mendocino_Coast-Mendocino_Mendocino_County_California.html,mendocino.json,mendocino county,11,-123.4126398,39.3176491,29,100
"jSBsrZgr4I8,JxSoYMymRRA,77-CzTwg55I",Mendocino Coast Botanical Gardens,"Gardens , Nature & Parks",beautiful gardens & landscape & trails to the ocean & views & gift shop! several trails & pathways to choose from...there was a real nice plant sale when we were there...views of... read more,1,907,+1 707-964-4352,Fort Bragg,"18220 N Highway 1 , Fort Bragg , CA 95437-8773",https://www.tripadvisor.com/Attraction_Review-g32400-d116919-Reviews-Mendocino_Coast_Botanical_Gardens-Fort_Bragg_Mendocino_County_California.html,fort_bragg.json,mendocino coast botanical gardens,1,-123.8156506,39.4083606,1,100
"NcvyylEz_YE,1mwm7BXNuHc,RD_mp_2XiCM",Mendocino Headlands State Park,"Geologic Formations , State Parks , Nature & Parks",Best time to walk the park is sunrise or sunset... the 360 views are fantastic as is the solitude. You'll find sea lions bobbing around and resting in the sheltered bays the... read more,2,333,707-937-5804,Mendocino,"Hwy 1 , Mendocino , CA 95460",https://www.tripadvisor.com/Attraction_Review-g32701-d103868-Reviews-Mendocino_Headlands_State_Park-Mendocino_Mendocino_County_California.html,mendocino.json,mendocino woodlands state park,1,-123.7004708,39.32969965,10,100
"NzjX0owZO74,-raFs0BSois,eQ02homjcr0",Metro Rail,"Neighborhood: Central L.A Mass Transportation Systems , Transportation","Fast, convenient and a great way to get to Santa Monica. The cars are so full, however that you must stand up for most of the journey. I understand they now have gone from a 12... read more",49,306,1.800.COMMUTE,Los Angeles,"1 Gateway Plz , Los Angeles , CA 90012-2952",https://www.tripadvisor.com/Attraction_Review-g32655-d491889-Reviews-Metro_Rail-Los_Angeles_California.html,los_angeles.json,metro rail,2,-118.2322478,34.0474747,20,100
"rfLYXYQJSvc,ZzLKkhrsmws,Zv9Zd3ruqSs",Middle Harbor Shoreline Park,,"I need to see the water when I visit Oakland! Beautiful park area to appreciate active Oakland Port commerce, beaches, bridges and San Francisco skyline. The lookout tower a... read more",50,5,(510) 627-1100,Oakland,"2777 Middle Harbor Rd , Oakland , CA",https://www.tripadvisor.com/Attraction_Review-g32810-d6942218-Reviews-Middle_Harbor_Shoreline_Park-Oakland_California.html,oakland.json,middle harbor shoreline park,1,-122.3241703,37.80319995,4,100
