Attraction@sourceA,City@sourceA,ReviewCount@sourceA,URL@sourceA,Address@sourceA,ContactNo@sourceA,Review@sourceA,Rank@sourceA,Total Attractions@sourceA,KnownFor@sourceA,name@sourceB,longitude@sourceB,latitude@sourceB,blogLinks@sourceB,address@sourceB,src@sourceB,dest@sourceB,Confidence
Keys Ranch,Joshua Tree National Park,16,https://www.tripadvisor.com/Attraction_Review-g143037-d196813-Reviews-Keys_Ranch-Joshua_Tree_National_Park_California.html,"Joshua Tree National Park, CA",7603675500,,#18,33,,joshua tree national park,-115.9511155,33.89706715,http://golosangeles.about.com/od/thingstodoinlosangeles/ss/Road-Trips-From-Los-Angeles.htm,"Joshua Tree National Park, Pinto Basin Road, Riverside County, California, United States of America",avalon,malibu,100
Oasis Visitor Center,Joshua Tree National Park,45,https://www.tripadvisor.com/Attraction_Review-g143037-d126721-Reviews-Oasis_Visitor_Center-Joshua_Tree_National_Park_California.html,"74485 National Park Dr , Twentynine Palms , Joshua Tree National Park, CA 92277-3533",760 367 5500,,#10,33,,joshua tree national park,-115.9511155,33.89706715,http://golosangeles.about.com/od/thingstodoinlosangeles/ss/Road-Trips-From-Los-Angeles.htm,"Joshua Tree National Park, Pinto Basin Road, Riverside County, California, United States of America",avalon,malibu,100
Mission Well,Joshua Tree National Park,1,https://www.tripadvisor.com/Attraction_Review-g143037-d144726-Reviews-Mission_Well-Joshua_Tree_National_Park_California.html,"Joshua Tree National Park, CA",,,#30,33,,joshua tree national park,-115.9511155,33.89706715,http://golosangeles.about.com/od/thingstodoinlosangeles/ss/Road-Trips-From-Los-Angeles.htm,"Joshua Tree National Park, Pinto Basin Road, Riverside County, California, United States of America",avalon,malibu,100
Eureka Peak,Joshua Tree National Park,5,https://www.tripadvisor.com/Attraction_Review-g143037-d2423004-Reviews-Eureka_Peak-Joshua_Tree_National_Park_California.html,"Black Rock Canyon region , Joshua Tree National Park, CA",,,#26,33,,joshua tree national park,-115.9511155,33.89706715,http://golosangeles.about.com/od/thingstodoinlosangeles/ss/Road-Trips-From-Los-Angeles.htm,"Joshua Tree National Park, Pinto Basin Road, Riverside County, California, United States of America",avalon,malibu,100
Dry Meadow Creek,Kernville,2,https://www.tripadvisor.com/Attraction_Review-g32556-d142030-Reviews-Dry_Meadow_Creek-Kernville_California.html,"Kernville , CA",,,#11,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Mountain & River Adventures,Kernville,36,https://www.tripadvisor.com/Attraction_Review-g32556-d2254475-Reviews-Mountain_River_Adventures-Kernville_California.html,"11113 Kernville Rd , Kernville , CA 93238-9774",760-376-6553,,#3,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Riverside Park,Kernville,6,https://www.tripadvisor.com/Attraction_Review-g32556-d10347301-Reviews-Riverside_Park-Kernville_California.html,"Kernville Rd , Kernville , CA 93238",,,#6,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Sierra South Mountain Sports,Kernville,13,https://www.tripadvisor.com/Attraction_Review-g32556-d2229781-Reviews-Sierra_South_Mountain_Sports-Kernville_California.html,"11300 Kernville Road , Kernville , CA 93238",(760) 376-4875,,#5,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Eagle Rafting,Kernville,16,https://www.tripadvisor.com/Attraction_Review-g32556-d623981-Reviews-Eagle_Rafting-Kernville_California.html,"11252 Kernville Road , Frandy Park , Kernville , CA 93238",+1 800-375-7395,,#4,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Brush Creek,Kernville,3,https://www.tripadvisor.com/Attraction_Review-g32556-d142029-Reviews-Brush_Creek-Kernville_California.html,"Kernville , CA",,,#9,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
SoCal Rafting,Kernville,47,https://www.tripadvisor.com/Attraction_Review-g32556-d4557620-Reviews-SoCal_Rafting-Kernville_California.html,"11101 Kernville Rd , Kernville , CA 93238-9791",760-376-1995,,#1,11,,kernville,-118.4339458,35.7330735,https://www.virtualtourist.com/travel/North_America/United_States_of_America/California/Bakersfield-750931/Things_To_Do-Bakersfield-TG-C-1.html,"Kernville, Plater Road, Wofford Heights, Kern County, California, 93238, United States of America",avalon,bakersfield,100
Ho Chi Minh Trail,La Jolla,31,https://www.tripadvisor.com/Attraction_Review-g32578-d6953953-Reviews-Ho_Chi_Minh_Trail-La_Jolla_San_Diego_California.html,"9883 La Jolla Farms Rd , La Jolla , San Diego , CA 92037-1136",,"??? Cool hiking trail found by accident leading to Blacks beach ??? We were celebrating our 17 th anniversary and spotted a trail near our hotel grounds. We ventured further and did not realize how cool this hike to the beach was going to be. It... read more Reviewed September 18, 2016 srephanieh , San Diego, California",#29,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
"Mary, Star of the Sea Catholic Church",La Jolla,9,https://www.tripadvisor.com/Attraction_Review-g32578-d10344575-Reviews-Mary_Star_of_the_Sea_Catholic_Church-La_Jolla_San_Diego_California.html,"7669 Girard Ave , La Jolla , San Diego , CA 92037",+1 858-454-2631,"??? Old church ??? This is a very, very, old Church in downtown La Jolla. It is well worth seeing. And it is free, which can be a bid draw Reviewed 1 week ago Papafish92037 , La Jolla, California",#42,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Gallery La Jolla,La Jolla,4,https://www.tripadvisor.com/Attraction_Review-g32578-d561097-Reviews-Gallery_La_Jolla-La_Jolla_San_Diego_California.html,"1162 Prospect St , La Jolla , San Diego , CA 92037-4563",858 456 1711,"??? Friendly and inviting ??? This gallery was just across the street from the La Valencia. They had a great selection of art and artists. The staff was very friendly and happy to talk to you about the art. Reviewed April 20, 2016 Kathy D , Victoria, Canada",#54,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Stuart Collection,La Jolla,12,https://www.tripadvisor.com/Attraction_Review-g32578-d143986-Reviews-Stuart_Collection-La_Jolla_San_Diego_California.html,"University of California, San Diego , La Jolla , San Diego , CA",858-534-2117,"??? Nice walk but difficult to find the art. ??? Pros - It???s free. It can be done at any time of the day (if you are up early and other attractions are not open, you can check this out). Includes exercise (walk around campus... read more Reviewed September 1, 2016 Diane W , San Jose, California",#44,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Cuvier Park - The Wedding Bowl,La Jolla,19,https://www.tripadvisor.com/Attraction_Review-g32578-d7816454-Reviews-Cuvier_Park_The_Wedding_Bowl-La_Jolla_San_Diego_California.html,"555 Coast Blvd S , La Jolla , San Diego , CA 92037-4641",,"??? Lovely Spot above the Rocky Cliffs ??? This is the perfect place for a picnic! The views are stunning and the walk along the cliffs is enchanting. Parking is free on the street. Reviewed 1 week ago Evelyn C , Byhalia, Mississippi",#34,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
La Jolla Recreation Center,La Jolla,11,https://www.tripadvisor.com/Attraction_Review-g32578-d156625-Reviews-La_Jolla_Recreation_Center-La_Jolla_San_Diego_California.html,"615 Prospect St , La Jolla , San Diego , CA 92037-4226",1-858-552-1658,"??? La Jolla Recreation Center | Irving J Gill, architect, 1915 ??? Originally known as the Children's Playground and Recreation Center, the La Jolla Recreation Center is also an important historic and architectural landmark in San Diego history... read more Reviewed May 23, 2016 DavidJGill , Oakland",#46,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Colosseum Fine Arts,La Jolla,1,https://www.tripadvisor.com/Attraction_Review-g32578-d2156130-Reviews-Colosseum_Fine_Arts-La_Jolla_San_Diego_California.html,"7946 Ivanhoe Ave , La Jolla , San Diego , CA 92037-4516",619-795-3704,"??? Must Visit all Art Galleries in La Jolla ??? Review is for all art galleries in La Jolla. When visiting, do make sure you have about 15 - 20 mins per art gallery. They carry such eclectic pieces and a variety of art! It's a... read more Reviewed May 17, 2016 hjs25 , Bengaluru, India",#60,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Athenaeum Music and Arts Library,La Jolla,4,https://www.tripadvisor.com/Attraction_Review-g32578-d9719958-Reviews-Athenaeum_Music_and_Arts_Library-La_Jolla_San_Diego_California.html,"1008 Wall St , La Jolla , San Diego , CA 92037-4418",858-454-5872,"??? 100,000 visitors a year ??? The Athenaeum went online in 2008, but if you wander through the beautiful building (which is actually three historic buildings that were remodeled into one), you can still find... read more Reviewed August 21, 2016 illinois travelere",#53,75,,la jolla,-117.2742085,32.8472711,http://wikitravel.org/en/San_Diego,"La Jolla, San Diego, San Diego County, California, United States of America",anaheim,carlsbad,100
Fort Tejon State Historical park,Lebec,19,https://www.tripadvisor.com/Attraction_Review-g32616-d4481606-Reviews-Fort_Tejon_State_Historical_park-Lebec_California.html,"4201 Fort Tejon Rd , Lebec , CA 93243",(661) 248-6692,,#1,1,,lebec,-118.892845,34.8401975,http://www.yellowpages.com/bakersfield-ca/avalon-motel,"Lebec, Ridge Route Drive, Lebec, Kern County, California, 93243, United States of America",avalon,bakersfield,100
California Science Center,Los Angeles,"2,680",https://www.tripadvisor.com/Attraction_Review-g32655-d106164-Reviews-California_Science_Center-Los_Angeles_California.html,"700 Exposition Park Drive , Los Angeles , CA 90037-1254",+1 323-724-3623,"??? Amazing ??? This place is amazing. So much to do for our kids who are aged 4&8. Arrive early as it can get busy (at least on the rainy weekend we went) Reviewed 3 days ago Snowflake000 , Perth via mobile",#5,505,"Science Museums , Museums",los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Griffith Observatory,Los Angeles,"11,626",https://www.tripadvisor.com/Attraction_Review-g32655-d116887-Reviews-Griffith_Observatory-Los_Angeles_California.html,"2800 E. Observatory Rd. , Los Angeles , CA 90027-1299",213-473-0800,"??? Star gazing, nerdy talks ??? Another mostly free gem in Los Angeles. We came here because we've been lately getting interested in events like the recent lunar eclipse. It's just a nice atmosphere to hang... read more Reviewed 2 days ago fzachary , california via mobile",#3,505,,los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Autry Museum of the American West,Los Angeles,408,https://www.tripadvisor.com/Attraction_Review-g32655-d156644-Reviews-Autry_Museum_of_the_American_West-Los_Angeles_California.html,"4700 Western Heritage Way , Griffith Park , Los Angeles , CA 90027-1462",13236672000,"??? Surprised at how well done and fascinating ??? Extra day in LA and went to Autry Museum. Did not expect much but it turned out to be one of the highlights of trip . Took tour with docent-- which added greatly to experience. An... read more Reviewed 5 days ago ladybegood , new york via mobile",#32,505,"History Museums , Museums",los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
NoHo Arts District,Los Angeles,10,https://www.tripadvisor.com/Attraction_Review-g32655-d324617-Reviews-NoHo_Arts_District-Los_Angeles_California.html,"Los Angeles , CA",,"??? In love with the Noho Arts District ??? So many good restaurants and perfect for the whole family to visit. This is not really a tourist area but dancers from all over the world do visit the famous dance studios. On... read more Reviewed September 12, 2016 Selena P via mobile",#185,505,,los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Los Angeles Maritime Museum,Los Angeles,19,https://www.tripadvisor.com/Attraction_Review-g32655-d560769-Reviews-Los_Angeles_Maritime_Museum-Los_Angeles_California.html,,,"??? pair LA Maritime museum with visit to very nearby battleship Iowa ??? Museum focuses on the maritime history of LA (of course). Lots of ship models but also lots of ships equipment. A full working tugboat.Display office knots, scrimmage and tattoos... read more Reviewed August 22, 2015 Traveling_Lady_456 , California",#181,505,"Specialty Museums , Museums Overview Reviews (19) Q&A Location More Write a Review Save Is this attraction popular with locals ? Yes No Unsure Do you recommend this attraction for travelers on a budget ? Yes No Unsure Is this attraction pet friendly ? Yes No Unsure Is this attraction accessible using public transportation ? Yes No Unsure Do you recommend this attraction for history lovers ? Yes No Unsure Would this be a good rainy day activity? Yes No Unsure Do you recommend this attraction for seniors (55+) ? Yes No Unsure Do you recommend this attraction for beach lovers ? Yes No Unsure Do you find this attraction suitable for young children ? Yes No Unsure Do you find this attraction suitable for families ? Yes No Unsure Thanks for helping! Share another experience before you go. Sponsored by: Also show Hotels Restaurants Things to Do Neighborhoods Also show Map Satellite Map updates are paused. Zoom in to see updated info. Reset zoom Updating Map... Sponsored by: Neighborhoods Neighborhoods Return to Map Get directions Address: Foot of 6th Street , Berth 84 , Los Angeles , CA 90731 Phone Number: 310 548 7618 Website",los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Cabrillo Beach,Los Angeles,27,https://www.tripadvisor.com/Attraction_Review-g32655-d255305-Reviews-Cabrillo_Beach-Los_Angeles_California.html,"3720 Stephen M. White Dr , Los Angeles , CA",,"??? Simply Beautiful. ??? As a first time visitor of Cali, I had high expectations for the beaches and Cabrillo exceeded them! I was there at night, and even then, it was pretty serene and beautiful. The... read more Reviewed July 21, 2016 AndreChiCT , Chicago, Illinois",#148,505,,los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Heritage Square Museum,Los Angeles,19,https://www.tripadvisor.com/Attraction_Review-g32655-d108636-Reviews-Heritage_Square_Museum-Los_Angeles_California.html,"3800 Homer St , Lincoln Heights and Highland Park , Los Angeles , CA 90031-1530",323-225-2700,"??? Halloween is a special time ??? This place is only a few miles from home and I could see it from the freeway over the years. Today they had a Halloween event and I finally made it. There are about 8... read more Reviewed 1 week ago Starviagera , Los Angeles, California",#157,505,,los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Los Angeles Police Museum,Los Angeles,18,https://www.tripadvisor.com/Attraction_Review-g32655-d3442954-Reviews-Los_Angeles_Police_Museum-Los_Angeles_California.html,"6045 York Blvd , Los Angeles , CA 90042-3503",(323) 344-9445,"??? Fascinating Museum ??? Went today with my partner to look at this wonderful retired police building. The exhibits are fascinating with lots of information and the collection of vehicles and helicopter... read more Reviewed May 23, 2016 Hugh J via mobile",#172,505,,los angeles,-118.2439408,34.0543942,http://www.yellowpages.com/malibu-ca/avalon-by-the-sea,"LA, Los Angeles County, California, United States of America",avalon,malibu,100
Point Buchon Trail,Los Osos,20,https://www.tripadvisor.com/Attraction_Review-g32661-d7785849-Reviews-Point_Buchon_Trail-Los_Osos_San_Luis_Obispo_County_California.html,"Pecho Valley Road , South end of Monta??a de Oro State Park , Los Osos , CA 93402",,,#5,9,,los osos,-120.8323486,35.3107214,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Los Osos, San Luis Obispo County, California, United States of America",anaheim,san jose,100
Sweet Springs Nature Preserve,Los Osos,49,https://www.tripadvisor.com/Attraction_Review-g32661-d2549192-Reviews-Sweet_Springs_Nature_Preserve-Los_Osos_San_Luis_Obispo_County_California.html,"Ramona and 4th Street , Los Osos , CA",,,#4,9,,los osos,-120.8323486,35.3107214,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Los Osos, San Luis Obispo County, California, United States of America",anaheim,san jose,100
Elfin Forest Preserve,Los Osos,80,https://www.tripadvisor.com/Attraction_Review-g32661-d2169512-Reviews-Elfin_Forest_Preserve-Los_Osos_San_Luis_Obispo_County_California.html,"Los Osos , CA",,,#2,9,,los osos,-120.8323486,35.3107214,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Los Osos, San Luis Obispo County, California, United States of America",anaheim,san jose,100
Los Osos Oaks State Reserve,Los Osos,16,https://www.tripadvisor.com/Attraction_Review-g32661-d3441574-Reviews-Los_Osos_Oaks_State_Reserve-Los_Osos_San_Luis_Obispo_County_California.html,"Los Osos Valley Road , Los Osos , CA",916-653-6995,,#6,9,,los osos,-120.8323486,35.3107214,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Los Osos, San Luis Obispo County, California, United States of America",anaheim,san jose,100
Blackwell's Corner - James Dean's last stop,Lost Hills,6,https://www.tripadvisor.com/Attraction_Review-g32662-d10244340-Reviews-Blackwell_s_Corner_James_Dean_s_last_stop-Lost_Hills_California.html,"17191 CA-46 , Intersection of California 46 & 33. , Lost Hills , CA 93249",6617972905,,#1,1,,lost hills,-119.6776568,35.632387,https://www.tripadvisor.com/ShowTopic-g28926-i29-k1592106-Sacramento_to_Disneyland_Best_Place_to_stop_for_the_night-California.html,"Lost Hills, West Side Freeway, Kern County, California, United States of America",anaheim,bakersfield,100
Sorensen's,Markleeville,18,https://www.tripadvisor.com/Attraction_Review-g32686-d126775-Reviews-Sorensen_s-Markleeville_California.html,"14255 Highway 88 , Markleeville , CA 96120",800-423-9949,,#2,5,,markleeville,-119.8312822,38.6671855,https://doctorquack.wordpress.com/2011/07/10/us-395-the-best-road-trip-in-the-country/,"Markleeville, Thornburg Canyon Trail, Shay Creek Summer Home Area, Alpine County, California, United States of America",mammoth lakes,riverside,100
Hangman's Bridge,Markleeville,1,https://www.tripadvisor.com/Attraction_Review-g32686-d209462-Reviews-Hangman_s_Bridge-Markleeville_California.html,"Markleeville , CA",,,#4,5,,markleeville,-119.8312822,38.6671855,https://doctorquack.wordpress.com/2011/07/10/us-395-the-best-road-trip-in-the-country/,"Markleeville, Thornburg Canyon Trail, Shay Creek Summer Home Area, Alpine County, California, United States of America",mammoth lakes,riverside,100
Markleeville Art Gallery,Markleeville,6,https://www.tripadvisor.com/Attraction_Review-g32686-d1846469-Reviews-Markleeville_Art_Gallery-Markleeville_California.html,"14841 State Route 89 , Markleeville , CA 96120-9995",(530) 694-2787,,#3,5,,markleeville,-119.8312822,38.6671855,https://doctorquack.wordpress.com/2011/07/10/us-395-the-best-road-trip-in-the-country/,"Markleeville, Thornburg Canyon Trail, Shay Creek Summer Home Area, Alpine County, California, United States of America",mammoth lakes,riverside,100
Box Springs Mountain Park,Moreno Valley,5,https://www.tripadvisor.com/Attraction_Review-g32743-d9595728-Reviews-Box_Springs_Mountain_Park-Moreno_Valley_California.html,"9699 Box Springs Mountain Rd , Moreno Valley , CA 92557-1504",,,#3,4,,moreno valley ca,-117.2305943,33.937517,http://www.california-blog.com/,"Moreno Valley, Riverside County, California, United States of America",anaheim,mammoth lakes,100
Coyote Ridge Stable,Morongo Valley,15,https://www.tripadvisor.com/Attraction_Review-g32745-d1597289-Reviews-Coyote_Ridge_Stable-Morongo_Valley_California.html,"50639 Panorama Dr , Morongo Valley , CA 92256-9579",760 363-3380,,#3,5,,morongo valley,-116.596724,34.0537585,http://www.california-blog.com/,"Morongo Valley, Vista Drive, Morongo Valley, San Bernardino County, California, 92256, United States of America",anaheim,berkeley,100
CottonWood Canyon Ranch,Morongo Valley,13,https://www.tripadvisor.com/Attraction_Review-g32745-d2307089-Reviews-CottonWood_Canyon_Ranch-Morongo_Valley_California.html,"48948 Canyon House Rd , Morongo Valley , CA 92256-9165",+1 760-363-7475,,#4,5,,morongo valley,-116.596724,34.0537585,http://www.california-blog.com/,"Morongo Valley, Vista Drive, Morongo Valley, San Bernardino County, California, 92256, United States of America",anaheim,berkeley,100
Crazy Horse Ranch,Morongo Valley,27,https://www.tripadvisor.com/Attraction_Review-g32745-d1913010-Reviews-Crazy_Horse_Ranch-Morongo_Valley_California.html,"50440 Cheyenne Trail , Morongo Valley , CA 92256",760-831-6450,,#2,5,,morongo valley,-116.596724,34.0537585,http://www.california-blog.com/,"Morongo Valley, Vista Drive, Morongo Valley, San Bernardino County, California, 92256, United States of America",anaheim,berkeley,100
Green Gulch Farm,Muir Beach,9,https://www.tripadvisor.com/Attraction_Review-g32762-d2416292-Reviews-Green_Gulch_Farm-Muir_Beach_Marin_County_California.html,"1601 Shoreline Hwy , Muir Beach , CA 94965-9759",(415) 383-3134,,#2,3,,muir beach,-122.5813666,37.8621493,http://moon.com/2011/02/fun-road-trip-ideas-road-trip-the-california-coast/,"Muir Beach, Marin County, California, United States of America",anaheim,santa cruz,100
Shrine Drive-Through Tree,Myers Flat,129,https://www.tripadvisor.com/Attraction_Review-g32765-d106037-Reviews-Shrine_Drive_Through_Tree-Myers_Flat_Humboldt_County_California.html,"Myers Flat , CA",,,#1,1,,myers flat,-123.8703145,40.2662524,http://gocalifornia.about.com/od/caplaceslist/ss/Redwood-Forests-in-California.htm,"Myers Flat, Humboldt County, California, United States of America",anaheim,napa,100
Kitchak Cellars,Napa,15,https://www.tripadvisor.com/Attraction_Review-g32766-d2292265-Reviews-Kitchak_Cellars-Napa_Napa_Valley_California.html,"1094 Hardman Ave , Napa , CA 94558-1407",,"??? A Little Slice of Tuscany in Napa! ??? This was our last winery of the day, and we definitely saved the best for last! From the drive in, to the exquisite car collection, the vineyards, grounds and of course the wine... read more Reviewed September 1, 2016 ATL_Troops , Atlanta, Georgia",#86,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
William Hill Estate Winery,Napa,65,https://www.tripadvisor.com/Attraction_Review-g32766-d107862-Reviews-William_Hill_Estate_Winery-Napa_Napa_Valley_California.html,"1761 Atlas Peak Rd , Napa , CA 94558-1251",707-265-3024,"??? So relaxing and beautiful ??? We chose William Hill for our lunch-time reservation. It was so nice to be able to sit outside and have a casual, relaxing tasting while looking out over the hills. We brought... read more Reviewed 3 weeks ago Kate B",#39,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
The Hess Collection Winery & Art Museum,Napa,760,https://www.tripadvisor.com/Attraction_Review-g32766-d144103-Reviews-The_Hess_Collection_Winery_Art_Museum-Napa_Napa_Valley_California.html,"4411 Redwood Rd , Napa , CA 94558-9708",707 255 1144,"??? Beautiful place ??? We drove up the Hess in a heavy rain and would never do it again unless the weather and roads were dry. The last few miles were on a very windy road, narrow and not well... read more Reviewed 3 days ago 008Menlogirl , Nome, Alaska via mobile",#5,181,"Art Museums , Wineries & Vineyards , Food & Drink , Museums",napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
Michael Mondavi Family Estate,Napa,24,https://www.tripadvisor.com/Attraction_Review-g32766-d3164184-Reviews-Michael_Mondavi_Family_Estate-Napa_Napa_Valley_California.html,"1285 Dealy Ln , Napa , CA 94559-9706",707-256-2757,"??? Hourly tours which are informative and tastings well worth the $$. ??? We took the 30 minute tour and tasting and found it relaxing and informative. Of course, we did bring back favorite bottles of wine for our home table! Enjoyed seeing the... read more Reviewed July 6, 2016 francieAZ , Tucson, Arizona",#89,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
Riverbend Plaza,Napa,17,https://www.tripadvisor.com/Attraction_Review-g32766-d282854-Reviews-Riverbend_Plaza-Napa_Napa_Valley_California.html,"500 Main St , Napa , CA 94559-3353",707-251-WILL,"??? Lots of options ??? We had ice cream and bought some meat and cheese here for are hotel room to snack on. Lots of little shops with great options Reviewed August 22, 2016 Donna M , ARIZONA",#98,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
Mason Cellars,Napa,7,https://www.tripadvisor.com/Attraction_Review-g32766-d3236038-Reviews-Mason_Cellars-Napa_Napa_Valley_California.html,"7l4 First Street , Napa , CA",707-255-0658,"??? Great white wines, honest wine educator ??? We stopped at Mason Cellars fifteen minutes prior to closing to use our Napa Tasting Card. We saw that Trish was putting away the wines and told her we would come back the next... read more Reviewed September 30, 2013 AlliTC , Panama Province, Panama",#124,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
Celani Family Vineyards,Napa,9,https://www.tripadvisor.com/Attraction_Review-g32766-d3565021-Reviews-Celani_Family_Vineyards-Napa_Napa_Valley_California.html,"2230 Big Ranch Rd , Napa , CA 94558-1947",+1 707-255-5645,"??? A Must Do ??? This is a must visit if you are in the Napa area. The grounds are beautiful, the offer a very personable experience and have the best wines! Reviewed October 7, 2015 PG P , Greensboro, North Carolina",#113,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
Modus Operandi Cellars,Napa,7,https://www.tripadvisor.com/Attraction_Review-g32766-d10040628-Reviews-Modus_Operandi_Cellars-Napa_Napa_Valley_California.html,"5225 Solano Ave , Visits by appointment only , Napa , CA 94574",530-219-6199,"??? Outstanding experience ??? Jason Moore was very informative and knowledgeable about his wine making abilities. His humble personality has enabled him to produce an incredible wine. Highly recommend that you... read more Reviewed 4 days ago joebola8 , Houston, Texas",#106,181,,napa,-122.2855292,38.2971367,http://www.foxnews.com/travel/2013/04/25/whole-lot-more-than-wine-country-5-free-things-to-do-in-california-napa-valley.html,"Napa, Napa County, California, United States of America",anaheim,napa,100
