mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
north west mysore,city,1,"Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570001, India",76.6553609,12.3051828,22,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
cochin bakery,confectionery,1,"Cochin Bakery, Old Kent Road, Pandeshwar, Attavar, Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.8390919,12.8604752,11,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,jog falls_and_nandi hills.json,sakleshpur_and_tumkur.json,jog falls_and_madikeri.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,agumbe_and_kanakapura.json,jog falls_and_tumkur.json"
bhadravathi,town,8,"Bhadravathi, Bhadravati taluk, Shimoga district, Karnataka, 577300, India",75.7030138,13.8474574,27,"chitradurga_and_dharmasthala.json,bangalore_and_kollur.json,chitradurga_and_shimoga.json,agumbe_and_tumkur.json,jog falls_and_raichur.json,hubli_and_thirthahalli.json,badami_and_shimoga.json,bangalore_and_sringeri.json,bijapur_and_shimoga.json,jog falls_and_srirangapatna.json,belur_and_thirthahalli.json,badami_and_kemmangundi.json,belgaum_and_shimoga.json,bellary_and_shimoga.json,jog falls_and_shimoga.json,bijapur_and_thirthahalli.json,agumbe_and_mysore.json,jog falls_and_sringeri.json,bellary_and_kemmangundi.json,kanakapura_and_kollur.json,bellary_and_thirthahalli.json,belgaum_and_thirthahalli.json,jog falls_and_sakleshpur.json,bangalore_and_shimoga.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,shimoga_and_srirangapatna.json"
vitthala,footway,10,"Way to Vitthala Temple, Hampe, Hosapete taluk, Bellary district, Karnataka, 583239, India",76.4705005,15.3376716,49,"chitradurga_and_dharmasthala.json,badami_and_bellary.json,hampi_and_hospet.json,badami_and_madikeri.json,hampi_and_mangalore.json,badami_and_sirsi.json,belur_and_hampi.json,jog falls_and_nandi hills.json,bellary_and_hampi.json,hampi_and_kanakapura.json,badami_and_dandeli.json,bangalore_and_hampi.json,badami_and_shimoga.json,badami_and_kundapur.json,badami_and_hampi.json,bijapur_and_kemmangundi.json,badami_and_talakadu.json,bellary_and_srirangapatna.json,badami_and_kemmangundi.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,bijapur_and_hospet.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,badami_and_yana.json,bellary_and_virajpet.json,bellary_and_murudeshwara.json,badami_and_belur.json,chitradurga_and_nandi hills.json,bellary_and_sringeri.json,bellary_and_kemmangundi.json,badami_and_nandi hills.json,hampi_and_madikeri.json,bellary_and_hospet.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bellary_and_thirthahalli.json,badami_and_hospet.json,badami_and_raichur.json,chitradurga_and_hampi.json,badami_and_chitradurga.json,hampi_and_mysore.json,bellary_and_davanagere.json,badami_and_tumkur.json,jog falls_and_tumkur.json,badami_and_shravanabelagola.json,hampi_and_nandi hills.json,badami_and_bangalore.json,hampi_and_raichur.json"
kargal,village,3,"Kargal, Arakalagudu taluk, Hassan district, Karnataka, India",75.9613152,12.627292,10,"chitradurga_and_dharmasthala.json,badami_and_shimoga.json,belgaum_and_jog falls.json,belur_and_thirthahalli.json,belgaum_and_shimoga.json,bijapur_and_thirthahalli.json,belgaum_and_thirthahalli.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,shimoga_and_srirangapatna.json"
ananthapadmanabha temple,place_of_worship,1,"Kudupu Ananthapadmanabha Temple, Solapur-Mangalore Highway, Shakthinagar, Kulashekara, Kudupu, Mangaluru taluk, Dakshina Kannada, Karnataka, 575007, India",74.8937899082456,12.9039019,12,"chitradurga_and_dharmasthala.json,bangalore_and_dharmasthala.json,bangalore_and_mangalore.json,bangalore_and_udupi.json,bellary_and_udupi.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,kanakapura_and_mangalore.json,chikmagalur_and_dharmasthala.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,chitradurga_and_mangalore.json"
beladhadi,village,1,"Beladhadi, Gadag taluk, Gadag district, Karnataka, India",75.6189768,15.3369716,17,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
shivamogga,city,26,"Shivamogga, Shivamogga taluku, Shimoga district, Karnataka, 577200, India",75.569737,13.9311723,42,"chitradurga_and_dharmasthala.json,belgaum_and_sirsi.json,davanagere_and_mysore.json,agumbe_and_mangalore.json,bidar_and_davanagere.json,chitradurga_and_shimoga.json,agumbe_and_jog falls.json,jog falls_and_thirthahalli.json,badami_and_davanagere.json,jog falls_and_kanakapura.json,agumbe_and_sirsi.json,shimoga_and_shravanabelagola.json,belur_and_davanagere.json,belgaum_and_mangalore.json,badami_and_shimoga.json,agumbe_and_sakleshpur.json,bidar_and_talakadu.json,chitradurga_and_thirthahalli.json,belgaum_and_kollur.json,belgaum_and_jog falls.json,belur_and_thirthahalli.json,agumbe_and_shimoga.json,belgaum_and_shimoga.json,bellary_and_kollur.json,shimoga_and_sirsi.json,chitradurga_and_sirsi.json,agumbe_and_shravanabelagola.json,jog falls_and_shimoga.json,bijapur_and_thirthahalli.json,bangalore_and_yana.json,kanakapura_and_kollur.json,agumbe_and_nandi hills.json,chitradurga_and_udupi.json,belgaum_and_thirthahalli.json,chitradurga_and_manipal.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,agumbe_and_chitradurga.json,bellary_and_davanagere.json,bangalore_and_davanagere.json,bijapur_and_kanakapura.json,shimoga_and_srirangapatna.json"
narasipura,village,3,"Narasipura, Kaduru taluk, Chikkamagaluru district, Karnataka, India",76.0371725,13.6494023,24,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,chitradurga_and_shimoga.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_raichur.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
mysuru,city,14,"Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570001, India",76.6553609,12.3051828,61,"chitradurga_and_dharmasthala.json,bangalore_and_sakleshpur.json,hubli_and_sakleshpur.json,badami_and_madikeri.json,agumbe_and_srirangapatna.json,bellary_and_hassan.json,bellary_and_sakleshpur.json,bijapur_and_sakleshpur.json,chitradurga_and_mysore.json,hampi_and_mangalore.json,sakleshpur_and_yana.json,belgaum_and_srirangapatna.json,dandeli_and_sakleshpur.json,bangalore_and_hospet.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bidar_and_hassan.json,sakleshpur_and_talakadu.json,belgaum_and_kemmangundi.json,chitradurga_and_sakleshpur.json,sakleshpur_and_udupi.json,bijapur_and_talakadu.json,bellary_and_srirangapatna.json,chitradurga_and_hassan.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bijapur_and_udupi.json,bangalore_and_hassan.json,belur_and_tumkur.json,bangalore_and_srirangapatna.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bellary_and_kemmangundi.json,badami_and_nandi hills.json,hampi_and_madikeri.json,bijapur_and_kollur.json,sakleshpur_and_srirangapatna.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,agumbe_and_nandi hills.json,bellary_and_thirthahalli.json,bijapur_and_murudeshwara.json,badami_and_sakleshpur.json,bijapur_and_shravanabelagola.json,belur_and_bijapur.json,bellary_and_kundapur.json,bijapur_and_dharmasthala.json,jog falls_and_sakleshpur.json,hampi_and_mysore.json,belgaum_and_sakleshpur.json,bidar_and_sakleshpur.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bijapur_and_kanakapura.json,bellary_and_kanakapura.json"
dakshin kannada,restaurant,6,"Dakshin Court, NH73, Kaikunje, Bantwal Cross Road, Bantwal taluk, Dakshina Kannada, Karnataka, India",75.0309089,12.8827367,26,"chitradurga_and_dharmasthala.json,bangalore_and_manipal.json,hubli_and_manipal.json,bidar_and_mangalore.json,bangalore_and_dharmasthala.json,dandeli_and_manipal.json,bangalore_and_mangalore.json,bangalore_and_udupi.json,bellary_and_udupi.json,bellary_and_manipal.json,bijapur_and_mangalore.json,bidar_and_hassan.json,belur_and_manipal.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,chikmagalur_and_davanagere.json,bijapur_and_udupi.json,jog falls_and_udupi.json,kanakapura_and_manipal.json,kanakapura_and_mangalore.json,bijapur_and_manipal.json,chikmagalur_and_dharmasthala.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,bidar_and_manipal.json,chitradurga_and_mangalore.json"
vaderahalli lake,village,1,"Ujjappa Vaderahalli, Jagaluru taluku, Davanagere district, Karnataka, India",76.1593344,14.6149749,19,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
ranganathaswamy temple,place_of_worship,9,"Ranganathaswamy Temple, Steps to Ranganathaswami Temple, Halekote, Hole Narasipura taluk, Hassan district, Karnataka, 573211, India",76.1812411,12.854149,64,"chitradurga_and_dharmasthala.json,belgaum_and_chitradurga.json,bidar_and_chitradurga.json,badami_and_madikeri.json,agumbe_and_srirangapatna.json,chitradurga_and_mysore.json,hampi_and_mangalore.json,belgaum_and_davanagere.json,belgaum_and_srirangapatna.json,chitradurga_and_hubli.json,hubli_and_srirangapatna.json,chikmagalur_and_srirangapatna.json,jog falls_and_nandi hills.json,bijapur_and_chitradurga.json,hampi_and_kanakapura.json,chitradurga_and_yana.json,gulbarga_and_srirangapatna.json,sakleshpur_and_tumkur.json,chitradurga_and_sakleshpur.json,chikmagalur_and_chitradurga.json,chitradurga_and_srirangapatna.json,chitradurga_and_murudeshwara.json,chitradurga_and_thirthahalli.json,chitradurga_and_hassan.json,chitradurga_and_gulbarga.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_raichur.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,chitradurga_and_talakadu.json,chitradurga_and_sirsi.json,bangalore_and_chitradurga.json,bangalore_and_hassan.json,belur_and_tumkur.json,bangalore_and_srirangapatna.json,dharmasthala_and_nandi hills.json,chitradurga_and_kemmangundi.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_srirangapatna.json,belur_and_srirangapatna.json,badami_and_nandi hills.json,hampi_and_madikeri.json,sakleshpur_and_srirangapatna.json,agumbe_and_kanakapura.json,chitradurga_and_kundapur.json,hampi_and_hassan.json,chitradurga_and_udupi.json,chitradurga_and_manipal.json,badami_and_chitradurga.json,chitradurga_and_sringeri.json,hampi_and_mysore.json,agumbe_and_chitradurga.json,chitradurga_and_madikeri.json,jog falls_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bangalore_and_davanagere.json,chitradurga_and_mangalore.json,chitradurga_and_virajpet.json,belur_and_chitradurga.json,bijapur_and_srirangapatna.json"
taluk,atm,3,"Karnataka, Shalivahana Road, Nazarbad, Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570001, India",76.6639936,12.3084901,43,"chitradurga_and_dharmasthala.json,bangalore_and_kundapur.json,badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,bidar_and_udupi.json,jog falls_and_nandi hills.json,bangalore_and_udupi.json,hampi_and_kanakapura.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,kanakapura_and_kundapur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,bidar_and_kundapur.json,kanakapura_and_kemmangundi.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,kundapur_and_virajpet.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bidar_and_manipal.json,bellary_and_kanakapura.json"
yagachi,river,9,"Yagachi, Beluru taluk, Hassan district, Karnataka, India",75.950911,13.0658494,50,"chitradurga_and_dharmasthala.json,bangalore_and_sakleshpur.json,chikmagalur_and_hassan.json,sakleshpur_and_sringeri.json,bijapur_and_sakleshpur.json,chitradurga_and_mysore.json,belur_and_raichur.json,belur_and_shravanabelagola.json,agumbe_and_tumkur.json,bangalore_and_chikmagalur.json,chikmagalur_and_srirangapatna.json,bijapur_and_hassan.json,belur_and_chikmagalur.json,belur_and_davanagere.json,bellary_and_chikmagalur.json,agumbe_and_sakleshpur.json,chikmagalur_and_chitradurga.json,chikmagalur_and_mysore.json,chitradurga_and_shravanabelagola.json,chikmagalur_and_davanagere.json,belur_and_hassan.json,belur_and_thirthahalli.json,belur_and_shimoga.json,agumbe_and_kemmangundi.json,agumbe_and_bangalore.json,bangalore_and_chitradurga.json,belur_and_virajpet.json,chikmagalur_and_mangalore.json,chikmagalur_and_raichur.json,chitradurga_and_kemmangundi.json,chikmagalur_and_virajpet.json,chikmagalur_and_sirsi.json,agumbe_and_davanagere.json,bangalore_and_belur.json,chikmagalur_and_yana.json,bidar_and_chikmagalur.json,belgaum_and_chikmagalur.json,belur_and_sringeri.json,badami_and_sakleshpur.json,agumbe_and_hassan.json,chikmagalur_and_talakadu.json,bangalore_and_kemmangundi.json,belur_and_mangalore.json,belur_and_kundapur.json,belgaum_and_sakleshpur.json,agumbe_and_belur.json,chitradurga_and_mangalore.json,belgaum_and_hassan.json,belur_and_chitradurga.json,belur_and_yana.json"
lakshmana tirtha falls,attraction,1,"Iruppu Falls, SH89, Taila, Virajpet taluk, Kodagu, Karnataka, 571217, India",75.9839484,11.9667954,20,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
kumara,peak,5,"Kumara Parvatha, Somawarpet taluk, Kodagu, Karnataka, India",75.6865652,12.6623315,28,"chitradurga_and_dharmasthala.json,bangalore_and_sakleshpur.json,hubli_and_sakleshpur.json,sakleshpur_and_sringeri.json,bellary_and_sakleshpur.json,bijapur_and_sakleshpur.json,sakleshpur_and_yana.json,bidar_and_udupi.json,sakleshpur_and_virajpet.json,dandeli_and_sakleshpur.json,bijapur_and_sringeri.json,sakleshpur_and_tumkur.json,bijapur_and_mangalore.json,sakleshpur_and_talakadu.json,agumbe_and_sakleshpur.json,chitradurga_and_sakleshpur.json,sakleshpur_and_udupi.json,dharmasthala_and_yana.json,chitradurga_and_hassan.json,sakleshpur_and_srirangapatna.json,badami_and_sakleshpur.json,gulbarga_and_udupi.json,jog falls_and_sakleshpur.json,belgaum_and_sakleshpur.json,bidar_and_sakleshpur.json,sakleshpur_and_thirthahalli.json,bellary_and_tumkur.json,bellary_and_bidar.json"
nethravathi river,trunk,4,"Nethravathi Bridge, Gujjar Kere, Bolar, Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.8603633,12.8308056,26,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,bangalore_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bijapur_and_mangalore.json,hubli_and_udupi.json,dharmasthala_and_yana.json,jog falls_and_madikeri.json,bangalore_and_hassan.json,jog falls_and_udupi.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,hubli_and_mangalore.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,chikmagalur_and_manipal.json,hampi_and_mysore.json,bellary_and_mangalore.json,jog falls_and_tumkur.json"
chikkaballapur,town,15,"Chikkaballapura, Chikkaballapura taluk, Chikkaballapura district, Karnataka, 562101, India",77.7306866,13.4352549,80,"chitradurga_and_dharmasthala.json,belgaum_and_chitradurga.json,hubli_and_sakleshpur.json,badami_and_madikeri.json,bidar_and_mangalore.json,bellary_and_hassan.json,bidar_and_kanakapura.json,belgaum_and_kanakapura.json,bellary_and_sakleshpur.json,davanagere_and_mysore.json,bijapur_and_sakleshpur.json,chitradurga_and_mysore.json,bidar_and_virajpet.json,belur_and_raichur.json,hampi_and_mangalore.json,bidar_and_davanagere.json,belgaum_and_davanagere.json,bijapur_and_virajpet.json,kanakapura_and_murudeshwara.json,belgaum_and_tumkur.json,gulbarga_and_yana.json,bidar_and_mysore.json,jog falls_and_nandi hills.json,gulbarga_and_thirthahalli.json,bijapur_and_chitradurga.json,bidar_and_sringeri.json,hampi_and_kanakapura.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bijapur_and_nandi hills.json,kanakapura_and_nandi hills.json,bellary_and_chikmagalur.json,bidar_and_nandi hills.json,belgaum_and_nandi hills.json,bijapur_and_shimoga.json,chitradurga_and_thirthahalli.json,dandeli_and_nandi hills.json,bellary_and_sirsi.json,chitradurga_and_gulbarga.json,bellary_and_nandi hills.json,bijapur_and_chikmagalur.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,chitradurga_and_sirsi.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,bellary_and_sringeri.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bijapur_and_manipal.json,agumbe_and_nandi hills.json,belgaum_and_belur.json,bellary_and_thirthahalli.json,gulbarga_and_tumkur.json,bellary_and_belur.json,belgaum_and_thirthahalli.json,belgaum_and_bellary.json,bijapur_and_tumkur.json,hampi_and_mysore.json,bijapur_and_davanagere.json,belgaum_and_sakleshpur.json,bidar_and_sakleshpur.json,badami_and_tumkur.json,bangalore_and_nandi hills.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bellary_and_shravanabelagola.json,hampi_and_nandi hills.json,hubli_and_nandi hills.json,bidar_and_manipal.json,chitradurga_and_virajpet.json,bellary_and_kanakapura.json"
