"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"Shannon Ridge Winery","","The wine was remarkably good and our service was Excellent! Kim catered to us teaching us all about the wine while we laughed and sipped all the varietals. A memorable afternoon... read more","2","7","+1 707-998-9656","Lower Lake","""13888 Pt. Lakeview Road , Vigilance Vineyard , Lower Lake , CA 95457""","13888","","","https://www.tripadvisor.com/Attraction_Review-g32664-d3680111-Reviews-Shannon_Ridge_Winery-Lower_Lake_California.html","lower_lake.json","""IWv8CeXXh4c,2IdEFyeeg5s,FrzYuSQNDlk"""
"Gregory Graham Winery","","Beautiful vineyard setting. The Owner Greg and wife Maryann are very friendly. All wines are superb.","1","10","+1 707-995-3500","Lower Lake","""13633 County Road 219 , Lower Lake , CA 95457""","13633","","","https://www.tripadvisor.com/Attraction_Review-g32664-d3532673-Reviews-Gregory_Graham_Winery-Lower_Lake_California.html","lower_lake.json","""uWBRL-LNwRc,jwyJsnXfhjE"""
"Frog Hollow","""“ Frog Hollow more than meets the eye ” Reviewed December 10, 2004 Found a really special place to buy gifts and right before Christmas, too! It is a little home and garden shop on Hwy. 175 in Cobb by the deli and liquor store. I walked in and wanted to buy everything they had! The prices are reasonable and the merchandise is irresistable! Packed so full of desirable items I spent hours... More Helpful? 4 Thank imaginarysecretary Report""","","2","","","Cobb","","","","","https://www.tripadvisor.com/Attraction_Review-g32229-d526580-Reviews-Frog_Hollow-Cobb_Lake_County_California.html","cobb.json","""GmKxmxk6Gas,3Mxw6rQgS74,dPgl9O7GiqI"""
"Kennedy Gold Mine","","""If you have a couple of hours to spend and are interested in gold mines and mining history, this is a great stop. Friendly and knowledgeable staff, good inside displays, very... read more""","5","19","+1 209-223-9542","Jackson","""Jackson , CA 95642""","95642","-120.6732889","38.385386","https://www.tripadvisor.com/Attraction_Review-g32535-d144897-Reviews-Kennedy_Gold_Mine-Jackson_California.html","jackson.json","""nrcElnl7WMI,YRFzdB3TWmE,LXImj7s50b8"""
"Kennedy Tailing Wheels Park","","Great stop on a trip through the gold country. It will take an hour at the most to see the entire exhibit. Suitable for families with small children and aging adults. Pretty... read more","3","20","+1 209-223-1646","Jackson","""Jackson , CA""","","-120.7741019","38.348802","https://www.tripadvisor.com/Attraction_Review-g32535-d142945-Reviews-Kennedy_Tailing_Wheels_Park-Jackson_California.html","jackson.json","""32NWM5uVuy0,BcxnvRYwYJ8,qINAdxoOefE"""
"Tatonka Land Mini Golf","","""A fun outing with the grandchildren. Not only is there a mini golf course, but there is also a nice locally owed gift/clothing store to browse. All is very reasonably priced!!!""","2","5","+1 707-994-1661","Clearlake","""14240 Lakeshore Dr , Clearlake , CA 95422-8159""","14240","","","https://www.tripadvisor.com/Attraction_Review-g32218-d4738491-Reviews-Tatonka_Land_Mini_Golf-Clearlake_Lake_County_California.html","clearlake.json","""46s7mxM0KHc,aHiztUHNtyE"""
"Six Sigma Ranch and Winery","","This is an event to get to the tasting room that will welcome you with deer and/or bear and certainly cattle and sheep. The 2 mile dirt road brings you to a very rustic tasting... read more","3","6","","Lower Lake","""13372 Spruce Grove Rd , Lower Lake , CA 95457-9862""","13372","","","https://www.tripadvisor.com/Attraction_Review-g32664-d2706486-Reviews-Six_Sigma_Ranch_and_Winery-Lower_Lake_California.html","lower_lake.json","""lmtFdKKg1GI,EXheHpqpSug,au_B4e00N-M"""
"Vigilance Vineyards & Winery","","They have good wine and seating out side with a great view of the lake. If you call ahead the some times also have excellent lamb for sale. Take a coller to transport it home.","4","9","+1 707-994-9656","Lower Lake","""13888 Point Lakeview Road , Lower Lake , CA 95457""","13888","","","https://www.tripadvisor.com/Attraction_Review-g32664-d3680116-Reviews-Vigilance_Vineyards_Winery-Lower_Lake_California.html","lower_lake.json","""0MOVK8wU6WM,em1Zs5_BF_A,ec4BSkrUx5U"""
"The Mokelumne Wilderness","","We stayed in Moke Hill this past weekend and were delighted with how pretty it is in Springtime! We also managed to stumble across the town's Catholic Cemetery. It was like... read more","10","7","+1 530-644-6048","Jackson","""Jackson , CA""","","-120.7741019","38.348802","https://www.tripadvisor.com/Attraction_Review-g32535-d126742-Reviews-The_Mokelumne_Wilderness-Jackson_California.html","jackson.json","""S0xzRgqWL8I,S-wNPgPZnmo,ZYkP7Mt2CCA"""
"Casino at Jackson Rancheria","","""Although we weren't huge winners gambling, and we were not overly impressed with their seafood buffet Friday night, this is a manageable not too huge casino. Staff members are... read more""","2","132","+1 209-223-1677","Jackson","""12222 New York Ranch Rd , Jackson , CA 95642-9407""","12222","","","https://www.tripadvisor.com/Attraction_Review-g32535-d280827-Reviews-Casino_at_Jackson_Rancheria-Jackson_California.html","jackson.json","""BjKd47Z2Dk8,0S_VRS8_doM,rzfK5iW9i5w"""
"Sutter Creek Cheese Shoppe","","Nice variety for a small shop. Able to taste test to find just the right one to purchase. Other items to accompany your choices available as well. My second visit here and haven't... read more","2","29","+1 209-267-5457","Sutter Creek","""33B Main St Ste B , Sutter Creek , CA 95685-4259""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d2469946-Reviews-Sutter_Creek_Cheese_Shoppe-Sutter_Creek_California.html","sutter_creek.json","""htV9CpO5iZg,ftN1vqsrnRs"""
"Fine Eye Gallery","","Spent quite bit of time exploring this shop and was much larger than I expected with so many beautiful and unusual items! There was a nice selection throughout the store and not... read more","1","27","+1 209-267-0571","Sutter Creek","""71 Main St , Sutter Creek , CA 95685-4175""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d3955054-Reviews-Fine_Eye_Gallery-Sutter_Creek_California.html","sutter_creek.json","""DkDKV3XFEoo,8hGB2-y04sQ"""
"Lake Tabeaud Picnic Area","","Always catch fish here. Browns and Rainbows. Close to Jackson Casino for after fishing fun! Never crowded.","9","8","","Jackson","""Tabeaud Rd , Jackson , CA 95642""","95642","","","https://www.tripadvisor.com/Attraction_Review-g32535-d4813382-Reviews-Lake_Tabeaud_Picnic_Area-Jackson_California.html","jackson.json","""IX_-fmagzXI,JPe68zYQdLU"""
"Court Street","","""My sister, brother-in-law and son visited Court Street on a late Sunday afternoon. We enjoyed the architecture and several of the shops. The candy store (with every type of... read more""","7","8","","Jackson","""Jackson , CA""","","-120.7741019","38.348802","https://www.tripadvisor.com/Attraction_Review-g32535-d116475-Reviews-Court_Street-Jackson_California.html","jackson.json","""13Mbpd8wvPA,d5SZyv3b31c,kozLzz1y_-0"""
"Daffodil Hill","","""Awesome place, great place for family. The people from the parking to the store were friendly and nice.""","1","61","+1 209-296-7048","Jackson","""McLaughlin Ranch , Jackson , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32535-d313681-Reviews-Daffodil_Hill-Jackson_California.html","jackson.json","""JO17b5_ji98,bAiSc8yYsD0,obwAdDofGQk"""
"Sutter Creek Visitor Center","","""Stopped by for some brochures, and the woman who helped us was knowledgeable,and interesting. Gave us ideas on history, restaurants, wineries and shops.""","3","19","+1 209-267-1344","Sutter Creek","""71A Main St , Sutter Creek , CA 95685-4175""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d531983-Reviews-Sutter_Creek_Visitor_Center-Sutter_Creek_California.html","sutter_creek.json","""bVGOjPjDTE8,ADOjaRDVFzU,L7WOjYw1H_4"""
"BellaGrace Vineyards","","They have oil and wine tasting but we stayed upstairs and tried a few oils and vinegars. I esp liked the orange oil and pomegranate vinegar mixed. It tasted like a very good... read more","8","16","+1 209-267-8053","Sutter Creek","""73 Main Street , Sutter Creek , CA 95685""","95685","-120.803282139786","38.3943594130355","https://www.tripadvisor.com/Attraction_Review-g33152-d2469928-Reviews-BellaGrace_Vineyards-Sutter_Creek_California.html","sutter_creek.json","""3a14vysP8j4,ZjmqlfCVVWg"""
"Renegade Winery","","""We often head over the river to Mokelumne Hill, to enjoy the wine, or beer, and conversation. Events will include music and lite fare. Great atmosphere.""","2","12","+1 209-286-1041","Mokelumne Hill","""8032 Main St , Mokelumne Hill , CA 95245-9762""","95245","","","https://www.tripadvisor.com/Attraction_Review-g32726-d4925760-Reviews-Renegade_Winery-Mokelumne_Hill_California.html","mokelumne_hill.json","""pO-SlABh3g4,wjenXYklXOk,gbMLHpO6R6k"""
"Hein & Company Bookstore","","This is the one of the most unique bookstores in the country; you can't miss stopping by this place. Go upstairs and see an exact replica of Sherlock Holmes London Baker Street... read more","4","19","209 223-9076","Jackson","""204 N Main St , Jackson , CA 95642-2332""","95642","","","https://www.tripadvisor.com/Attraction_Review-g32535-d7277042-Reviews-Hein_Company_Bookstore-Jackson_California.html","jackson.json","""NYM4uDBEeHk,Pp3vJr-g8tE,-GSLXWLVrr4"""
"Gold Country Wine Tours","","Gold Country Wine Tours has unfortunately closed its business. It was the best tour (possibly the only) in the California Foothills and the Amador Wine Country.","6","23","+1 877-534-4949","Sutter Creek","""P.O.Box 1570 , Sutter Creek , CA 95685-1570""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d2197632-Reviews-Gold_Country_Wine_Tours-Sutter_Creek_California.html","sutter_creek.json","""vyeik8QOtSY,ySMiWQSZdWA,EgYFAHvwJ0c"""
"Avio Vineyards","","""We happened upon Avio as we were touring the gold country, including Sutter Creek and Volcano, CA. The entrance is very inviting, but the tasting room and grounds are even better... read more""","12","5","+1 209-267-1515","Sutter Creek","""14520 Ridge Rd , Sutter Creek , CA 95685-9620""","14520","","","https://www.tripadvisor.com/Attraction_Review-g33152-d2292588-Reviews-Avio_Vineyards-Sutter_Creek_California.html","sutter_creek.json","""aDni5cKOp50,GxDNGtoVjS0"""
"Scott Harvey Wines Tasting Room","","""Great wine tasting experience! Tasty wines, great food pairings, amazing host (Jack Gorman) and lots of fun with friends! Thanks Jack! Fantastic experience!!!""","5","17","+1 209-267-0122","Sutter Creek","""79 Main St , Sutter Creek , CA 95685-4175""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d1881500-Reviews-Scott_Harvey_Wines_Tasting_Room-Sutter_Creek_California.html","sutter_creek.json","""7C6op8PVUwc,_WlXi8a7XSY,Dfn0QA7u4eY"""
"Butte Store","","""This is a great histric building, but it is completely fenced in and there is only a small area to park where the Historic marker is located.""","12","9","","Jackson","""State Highway 49 at Milepost 1.4 , Jackson , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32535-d2055087-Reviews-Butte_Store-Jackson_California.html","jackson.json","""l_JNjBvCj7A,t1olkdP0MtU,Mbmczmqsy-0"""
"Double Springs Brewing Co","","""unfortunately I can't give and opinion of this location they were closed on the day I was there, although the country surrounding area was a very scenic drive.""","3","2","","Mokelumne Hill","""8345 Main St , Mokelumne Hill , CA 95245-9706""","95245","","","https://www.tripadvisor.com/Attraction_Review-g32726-d501614-Reviews-Double_Springs_Brewing_Co-Mokelumne_Hill_California.html","mokelumne_hill.json","""LoEBlM2ejCQ,AMAp70QxRJE,S-V7aqE1Zxc"""
"Hotel Leger","","""This is the second time we have stayed at the Hotel Leger. The place is old by American standards - from the gold rush era. It feels like you are stepping back in time, but... read more""","1","15","+1 209-286-1401","Mokelumne Hill","""8304 Main St , Mokelumne Hill , CA 95245-9776""","95245","","","https://www.tripadvisor.com/Attraction_Review-g32726-d5833266-Reviews-Hotel_Leger-Mokelumne_Hill_California.html","mokelumne_hill.json","""Zbbu35qnhmw,lkEJf7Edo8w,o12Oo1uaLyc"""
"Sutter Creek Wine Tasting","","""My daughter and I make a yearly trip to Sutters creek to enjoy a few days at our favorite bed and breakfast inn (Grey Gables). We never miss an opportunity to go to """"Sutter... read more""","4","19","+1 209-267-5838","Sutter Creek","""85 Main St , Sutter Creek , CA 95685-4175""","95685","","","https://www.tripadvisor.com/Attraction_Review-g33152-d2068865-Reviews-Sutter_Creek_Wine_Tasting-Sutter_Creek_California.html","sutter_creek.json","""9H2kZLXpHew,H_X1ceFJgQk,bh-07p8ua1s"""
"Sutter Creek Provisions","","""This is quite a place with lots of microbrews on tap, a stage for entertainment, and lots of provisions to restock your RV or cooler for the trip ahead. Located right in the... read more""","7","9","12092678034","Sutter Creek","""78 Main St , Sutter Creek , CA 95685""","95685","-120.8030483","38.3936737","https://www.tripadvisor.com/Attraction_Review-g33152-d8107275-Reviews-Sutter_Creek_Provisions-Sutter_Creek_California.html","sutter_creek.json","""PZJFh5IIB8s,BqlctAGI0xk,MU4BMD9ewaQ"""
"O.A.R.S. California Rafting - Day Tours","","""I had never been whitewater rafting before, and our group took a trip down the American River with O.A.R.S. as part of a team building experience for work. This is a truly amazing... read more""","1","75","+1 209-736-2597","Angels Camp","""2863 Highway 49 , Angels Camp , CA 95222-9707""","95222","","","https://www.tripadvisor.com/Attraction_Review-g29094-d1947995-Reviews-O_A_R_S_California_Rafting_Day_Tours-Angels_Camp_California.html","angels_camp.json","""areSfo85E7M,_VXdR3LFewk,JUbvLSLT7r0"""
"Balboa Theatre","","Went for a drag show at this beautiful old venue. A bit chilly inside though so you might wanna bring a sweater.","194","20","+1 619-570-1100","San Diego","""868 4th Ave , San Diego , CA 92101-6122""","92101","","","https://www.tripadvisor.com/Attraction_Review-g60750-d5971023-Reviews-Balboa_Theatre-San_Diego_California.html","san_diego.json","""cMjdtYGet6g,norRLFYjFCQ,3rtyowQgrHA"""
"San Diego Chinese Historical Museum","","This is a great resource to get a feel for the life of early Chinese settlers in the San Diego area. There is a fascinating model of the original Chinese fishing village that... read more","163","20","+1 619-338-9888","San Diego","""404 3rd Ave , San Diego , CA 92101-6803""","92101","","","https://www.tripadvisor.com/Attraction_Review-g60750-d552361-Reviews-San_Diego_Chinese_Historical_Museum-San_Diego_California.html","san_diego.json","""yUwSrfqu0kE,pnQALyRGAGY"""
"Rock Bottom Brewery","","Visited this restaurant during happy hour. Appetizers were great and so were the drinks. They have great happy hour specials too. Atmosphere is fun and comfortable. Parking was... read more","223","21","+1 619-231-7000","San Diego","""401 G St , San Diego , CA 92101-6921""","92101","","","https://www.tripadvisor.com/Attraction_Review-g60750-d603461-Reviews-Rock_Bottom_Brewery-San_Diego_California.html","san_diego.json","""tV8QJ6CRG5Q,f5v5VHm78oQ,SX-kKxJqUHs"""
"Little Italy","""Neighborhood: Downtown Neighborhoods , Sights & Landmarks , Other ""","There are a lot of great Italian restaurants. India street is the Main Street. Places can be packed on Fridays and Saturdays. We enjoyed Fillipis Pizza Grotto.","31","""1,081""","+1 619-233-3898","San Diego","""1668 Columbia St , From Laurel south to West A Street , San Diego , CA 92101-2502""","92101","","","https://www.tripadvisor.com/Attraction_Review-g60750-d274103-Reviews-Little_Italy-San_Diego_California.html","san_diego.json","""lr8gpMAUflU,FE-PaCvEEaE,A9l5DmVs9Fc"""
"Las Americas Premium Outlets","""Factory Outlets , Shopping""","""Perched literally on the US side of the US-Mexican border and only A few hundred yards from Mexico, Las Americas offers a sprawling array of shops -- mostly upmarket clothing... read more""","37","568","+1 619-934-8400","San Diego","""4211 Camino de La Plz , San Diego , CA 92173-3049""","92173","","","https://www.tripadvisor.com/Attraction_Review-g60750-d1576339-Reviews-Las_Americas_Premium_Outlets-San_Diego_California.html","san_diego.json","""e9TemUFDXXE,fSpvAdwI8H0,twO--lxdM2M"""
"Fashion Valley Shopping Center","""Neighborhood: Mission Valley / Hotel Circle Shopping Malls , Shopping ""","""I like this mall, even though I only go for a few stores all the other stores are more for the luxurious shopper. Good outdoor mall to stroll around 🙂""","44","381","+1 619-688-9113","San Diego","""7007 Friars Rd , San Diego , CA 92108-1148""","92108","","","https://www.tripadvisor.com/Attraction_Review-g60750-d156162-Reviews-Fashion_Valley_Shopping_Center-San_Diego_California.html","san_diego.json","""SypZyBkttlY,gAvm9HV6QoY,2npg7fITLlg"""
"Seaport Village","""Piers & Boardwalks , Shopping Malls , Points of Interest & Landmarks , Sights & Landmarks , Shopping , More ""","""This is a nice walk along the water with lots of shops, bars, and restaurants. We enjoyed the walk here.""","30","""2,673""","619-235-4014","San Diego","""849 West Harbor Drive , Downtown , San Diego , CA 92101""","92101","","","https://www.tripadvisor.com/Attraction_Review-g60750-d103192-Reviews-Seaport_Village-San_Diego_California.html","san_diego.json","""oFUFrZlpZU8,5T8bTi0a0Po,do1bsP-6dWA"""
"Mission San Antonio de Pala","","""This is a small mission, which I proported to be the oldest in the area. The bell tower is separated from the church, not a common construction in Missions. We observed the... read more""","15","29","+1 760-742-3317","Escondido","""3015 Pala Mission Road , Escondido , CA 92059""","92059","","","https://www.tripadvisor.com/Attraction_Review-g32358-d116572-Reviews-Mission_San_Antonio_de_Pala-Escondido_California.html","escondido.json","""jXI5NH5fQy0,rrzJVIpaxiI,tX16ZV8M3R0"""
"Potato Chip Rock","","""this was one good workout! we had to start early in the morning before it got to hot, one thing make sure that you bring water and some walking sticks if you have weak legs. but... read more""","1","62","","Poway","""14644 Lake Poway Rd , Poway , CA 92064-1416""","14644","","","https://www.tripadvisor.com/Attraction_Review-g32923-d7930461-Reviews-Potato_Chip_Rock-Poway_California.html","poway.json","""T_VWlbdQZzM,bMwToh-cOLU,tX_8at3SglI"""
"Bernardo Winery","""Wineries & Vineyards , Food & Drink ""","""If it's all about the wine, this is the winery to visit. We visited a few wineries in Temecula, great setting, but for the most part, I felt the wines in that area were a bit... read more""","73","149","858-487-1866","San Diego","""13330 Paseo Del Verano Norte , San Diego , CA 92128""","13330","-117.048268","33.037027","https://www.tripadvisor.com/Attraction_Review-g60750-d274113-Reviews-Bernardo_Winery-San_Diego_California.html","san_diego.json","""kWIsz1BJ2ag,qNKyJSEhXws,Bzr0R3EwGTE"""
"Belle Marie Winery","","""This is literally our """"neighborhood go-to winery."""" They really do make their wine on site and carry a few other local wines from other winemakers who care about their craft. A... read more""","25","11","+1 760-796-7557","Escondido","""26312 Mesa Rock Rd , Escondido , CA 92026-7842""","26312","","","https://www.tripadvisor.com/Attraction_Review-g32358-d274109-Reviews-Belle_Marie_Winery-Escondido_California.html","escondido.json","""n5rzdMZi2Dg,6u4UgaHBYcw"""
"San Dieguito River Park","","""We walked through the park every morning just as the sun was coming up. It was a great place to stretch out, have a coffee and start the day. A really nice place for everyone... read more""","34","3","(858) 674-2270","Escondido","""18372 Sycamore Creek Rd , Escondido , CA 92025-2301""","18372","","","https://www.tripadvisor.com/Attraction_Review-g32358-d9602388-Reviews-San_Dieguito_River_Park-Escondido_California.html","escondido.json","""nrhZLwqO8IU,vC8adi_JLhc"""
"San Pasqual Battlefield State Historic Park","","""I passed this on my way from Ramona to Oceanside. Being retired military, I'm always interested in military history. I happened to stop on the first Sunday of the month where a... read more""","16","33","+1 760-489-0076","Escondido","""15808 San Pasqual Valley Rd , Escondido , CA 92027-7019""","15808","","","https://www.tripadvisor.com/Attraction_Review-g32358-d116573-Reviews-San_Pasqual_Battlefield_State_Historic_Park-Escondido_California.html","escondido.json","""x3sCnlRItv0,vfv2oxRjMGM,z5upZ_gpzO0"""
"San Diego Zoo Safari Park","""Nature & Wildlife Areas , Zoos & Aquariums , Outdoor Activities , Nature & Parks""","""Lots to do and see. We were here for an event and didn't have time to do a safari but did see lots of animals like gorillas, cheetahs, and lots of birds. All the staff was great... read more""","1","""2,803""","17607478702","Escondido","""15500 San Pasqual Valley Rd , Escondido , CA 92027-7017""","15500","","","https://www.tripadvisor.com/Attraction_Review-g32358-d104196-Reviews-San_Diego_Zoo_Safari_Park-Escondido_California.html","escondido.json","""blVqDePLcCI,BOQmk7RWo9g,GWBEjzdOLjI"""
"Grand Tradition Estate and Gardens","""Gardens , Nature & Parks""","Have been here several times bringing friends to stroll around the lake. Beautiful manicured grounds. Don't miss the waterfall area tucked away on the side. The sky with the... read more","2","81","+1 855-728-6466","Fallbrook","""220 Grand Tradition Way , Fallbrook , CA 92028-4107""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d3162322-Reviews-Grand_Tradition_Estate_and_Gardens-Fallbrook_California.html","fallbrook.json","""onjvlIg_gfY,JVJcKORX6RU,wM6WVK9jRWg"""
"Oceanview Mines","","The Oceanview mine is a fun place to visit to try your hand at gem mining. They've got the screens and washes for you and you dig buckets out of a big pile of dirt and wash it for... read more","4","13","(760) 415-9143","Pala","""37304 Magee Rd , Pala , CA 92059""","37304","-117.045564693249","33.3860347576388","https://www.tripadvisor.com/Attraction_Review-g32844-d7182500-Reviews-Oceanview_Mines-Pala_California.html","pala.json","""tWQ60_bZnJk,bUcIlTnEQoY,Qm1f2n4bLKg"""
"Fallbrook Art Center","","""As a Fallbrook resident, I have been to the art center many times. They have many special exhibitions throughout the year and in-between many local artists display their unique... read more""","5","11","760-728-1414","Fallbrook","""103 S Main Ave , Fallbrook , CA 92028-2848""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d7165510-Reviews-Fallbrook_Art_Center-Fallbrook_California.html","fallbrook.json","""9CEdcTjt2jY,vsCyo3ZZyKY,bg7u8gt4xCU"""
"Old Town Temecula","""Neighborhoods , Sights & Landmarks , Other""","Great shopping. Antique stores are amazing. Also enjoyed the Olive Oil Co; Lavender Store and the greart restaurants.","2","""1,184""","+1 619-269-5779","Temecula","""Temecula , CA""","","-117.147366","33.4946353","https://www.tripadvisor.com/Attraction_Review-g33165-d605085-Reviews-Old_Town_Temecula-Temecula_California.html","temecula.json","""HOQVpA4Uq5Q,mwv2nZYAKag,8y1WELSlsS4"""
"The Fallbrook Library","","We stopped in this library on a short visit to Fallbrook. Fallbrook has an excellent art community and it is in evidence at the library. There is a small courtyard displaying some... read more","3","26","760-731-4650","Fallbrook","""124 S Mission Rd , Fallbrook , CA 92028-2825""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d7730214-Reviews-The_Fallbrook_Library-Fallbrook_California.html","fallbrook.json","""ynejr3oA5mc,BvdmDVbMFZ4,KTVk_muuuio"""
"Emerald Forest Bird Gardens","","""I went by appointment on 3/14/2016 with my husband and parents. Scheduling an appointment was a bit of a challenge - started at """"any time Saturday"""" and ended at """"well, can you... read more""","15","3","+1 760-728-2226","Fallbrook","""38420 Dos Cameos Dr. , Fallbrook , CA 92028""","38420","","","https://www.tripadvisor.com/Attraction_Review-g32369-d2171393-Reviews-Emerald_Forest_Bird_Gardens-Fallbrook_California.html","fallbrook.json","""BeqdrBU_tfU,F8ad46SnlLQ"""
"Fallbrook Brewing","","""I'm not caring much for the choice of wall art, but I enjoy meeting and having a brew with family or friends. The owners are good people, the brewer master is consistently... read more""","10","6","","Fallbrook","""136 N Main Ave , Fallbrook , CA 92028-2056""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d6456545-Reviews-Fallbrook_Brewing-Fallbrook_California.html","fallbrook.json","""3JzTDQdQv6g,AivPzdf23-g,KGt-ZnkRUqk"""
"Fallbrook Gem and Mineral Museum","","The recent visit to this local Museum surprised our group of friends. The rock & gem displays were excellent. Lots of interesting things to learn about what's under foot in our... read more","6","7","+1 760-728-1130","Fallbrook","""123 W Alvarado St , Fallbrook , CA 92028-2069""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d5573906-Reviews-Fallbrook_Gem_and_Mineral_Museum-Fallbrook_California.html","fallbrook.json","""Kb3z8BYRRc4,2wQj2GW6638,3xtskO5uNWI"""
"Old Town Temecula Community Theater","","""This theater is located in the heart of old town Temecula. During certain times, (mainly weekends), traffic and parking can be a problem. If you are seeing a show on... read more""","48","8","866-653-8696","Temecula","""42051 Main St , Temecula , CA 92590-2769""","42051","","","https://www.tripadvisor.com/Attraction_Review-g33165-d7351301-Reviews-Old_Town_Temecula_Community_Theater-Temecula_California.html","temecula.json","""2px0CZVozUI,1IsR0IGxilY,AqPcZ4xZBEg"""
"Temecula Museum","""Specialty Museums , Museums""","History buffs will appreciate the well prserved photos and local artifacts that are well prserved. Definitely worth the look.","28","56","+1 951-694-6450","Temecula","""28314 Mercedes St , Temecula , CA 92590-1837""","28314","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1873733-Reviews-Temecula_Museum-Temecula_California.html","temecula.json","""X39GV6dMgLU,WHHy7liWl_I,lVmqsmRAaZw"""
"Casa Tiene Vista Vineyard","","""What a wonderful way to spend a day. The views are spectacular and the food is amazing! That being said, their wines are terrific and they have something for everyone. Mick and... read more""","7","5","+1 760-731-2320","Fallbrook","""4150 Rock Mountain Rd , Fallbrook , CA 92028-9751""","92028","","","https://www.tripadvisor.com/Attraction_Review-g32369-d6657068-Reviews-Casa_Tiene_Vista_Vineyard-Fallbrook_California.html","fallbrook.json","""Gbm6Sp7RgKs,ZC0nFigBShk"""
"Pennypickle's Workshop - Temecula Children's Museum","""Children's Museums , Museums""","Children were 5-10 and all were engaged in activities. Varied interests are we're represented and offered. Could return many times!","13","83","","Temecula","""42081 Main St , Temecula , CA 92590-2769""","42081","","","https://www.tripadvisor.com/Attraction_Review-g33165-d2707526-Reviews-Pennypickle_s_Workshop_Temecula_Children_s_Museum-Temecula_California.html","temecula.json","""X39GV6dMgLU,ff0UOZIM-vA,IH02JEN44co"""
"Digiplex Temecula Tower Cinemas","""“ Excellent value, long lines ” Reviewed August 25, 2016 via mobile This is the second best value movie venue in south Riverside County. The place is clean, affordable, comfortable, short previews and easy access off the highway. The staff is friendly. My only complaint is they have too few concession staff during surge times and almost all shows start together. The line was ridiculous. If you step out of the movie... More Helpful? Thank Kauai-Biz-Traveler Report""","","68","","","Temecula","","","","","https://www.tripadvisor.com/Attraction_Review-g33165-d10751439-Reviews-Digiplex_Temecula_Tower_Cinemas-Temecula_California.html","temecula.json","8r0rz9u2NsM"
"Peltzer Farms","","See my review on Peltzer Winery to hear what the farm has to offer. I believe that the farm is open only limited months of the year","37","24","+1 951-695-1115","Temecula","""39925 Calle Contento , Temecula , CA 92591-5123""","39925","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1514320-Reviews-Peltzer_Farms-Temecula_California.html","temecula.json","""QwcoOIFkD9U,lwveBOO4Law,b10AIgG1LBs"""
"Europa Village","""Wineries & Vineyards , Food & Drink""","Beautiful winery love the wine and great selection enjoyed our view can't wait to visit again!! Thank you for the hospitality from Texas!!","24","67","+1 888-383-8767","Temecula","""33475 La Serena Way , Temecula , CA 92591-5104""","33475","","","https://www.tripadvisor.com/Attraction_Review-g33165-d3195701-Reviews-Europa_Village-Temecula_California.html","temecula.json","""i6QKeoOkIQI,Upi4pw5iCgs"""
"""Welburn Gourd Farm, Inc""","","I would rate this the #2 place to visit just behind Myrtle Creek. This is a great gourd farm -- take your time and find the ones that will work for you! They have a great... read more","9","4","(760) 728-4271","Fallbrook","""40635 De Luz Rd , Fallbrook , CA 92028-8556""","40635","","","https://www.tripadvisor.com/Attraction_Review-g32369-d7122981-Reviews-Welburn_Gourd_Farm_Inc-Fallbrook_California.html","fallbrook.json","HdJ3X-IQibE"
"Ponte Winery","""Wineries & Vineyards , Food & Drink""","We hadn't planned on wine tasting at Ponte but had dinner there ordering a wonderful Sangiovese. So we decided to try it and joined the club. We tried several Temecula wineries... read more","7","276","+1 951-694-8855","Temecula","""35053 Rancho California Rd , Temecula , CA 92591-4008""","35053","","","https://www.tripadvisor.com/Attraction_Review-g33165-d554157-Reviews-Ponte_Winery-Temecula_California.html","temecula.json","""vEN938GhgoM,F5FMbvHvK2Q,vZO2N4312AI"""
"Wiens Brewing Company","","""My lovely lady and myself came here in an effort to try out a few different breweries one night. The interior has a industrial vibe. Warm enough, but spacious with plenty of room... read more""","47","9","+1 951-553-7111","Temecula","""27941 Diaz Rd , Suite A , Temecula , CA 92590-3484""","27941","","","https://www.tripadvisor.com/Attraction_Review-g33165-d3641322-Reviews-Wiens_Brewing_Company-Temecula_California.html","temecula.json","""1J4JKMPolao,7I2nd1pe30s,MIp7-CxZtKU"""
