"_cached_page_id","_template","_type","address","attraction","attraction_in","contact","knownFor","no_of_reviews","ranking","reviewComment","url"
"dbf82c535a089f165eabf40f9132052f996f91fa","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Gourmet Walks PO Box 2172 , San Francisco , CA 94103-2889","Gourmet Walks - Fun Foodie Tours","null","888-277-1796","Neighborhood: Financial District Food Tours , Tours , Food & Drink","239","#16","Took the Hayes Valley tour with Maria Antonia. Let me set the stage: POURING rain. Windy. Maybe we should park in a hotel lounge and drink? Dang it, we already paid for the tour... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d1482978-Reviews-Gourmet_Walks_Fun_Foodie_Tours-San_Francisco_California.html"
"eb23bc584a4688e399ea3500763787b522a0f3aa","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Sights & Landmarks , Museums , Nature & Parks , Zoos & Aquariums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","We ended up here as a last ditch effort to make something of our day since both our GPS units took us on a wild goose chase trying to find the parking lot for the Exploratorium... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or3010-California_Academy_of_Sciences-San_Francisco_California.html"
"69633c76e95d6f2e2d4dc34a4a9af838daf15569","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA 94114","Sidewalk Food Tours of San Francisco","null","+1 646-831-2625","Food Tours , Walking Tours , Food & Drink , Tours","367","#9","","https://www.tripadvisor.com/Attraction_Review-g60713-d4145797-Reviews-Sidewalk_Food_Tours_of_San_Francisco-San_Francisco_California.html"
"c577eaba2d84d966c1e2ea047144c914fbf97753","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Third Street & 22nd Avenue, Dogpatch neighborhood , San Francisco , CA 94107","Museum of Craft and Design","San Francisco","+1 415-773-0303","","9","#284","On our first visit, they were preparing for their next exhibition , so could only look through the book store section. Very helpful staff and some very interesting books and bits... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d5293412-Reviews-Museum_of_Craft_and_Design-San_Francisco_California.html"
"544b0b5014ae5dfb89e50707fcbc978d8ae5b613","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Clarion Alley , San Francisco , CA 94103","Clarion Alley Murals","San Francisco","","","39","#144","Clarion Alley boasts more wonderful, colorful murals free for the viewing. Many of the murals in this alley are political in nature, especially regarding the gentrification of... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d7827116-Reviews-Clarion_Alley_Murals-San_Francisco_California.html"
"5ddc4455c8e335b72a1b5b6dcb41e42824f8011b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Mission St. between 16th and Army Sts. , San Francisco , CA","Mission District","San Francisco","","","374","#79","The Mission District is a diverse area of the city...once a virtial melting pot of cultures, Chinese, Phillipino, Mexican and Eurooean. Now mostly Hispanic, has many good Mexican... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d220163-Reviews-Mission_District-San_Francisco_California.html"
"36b23f3acd7c96dcc494df8e146c60f18fe2f54a","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","The views from the bridge are wonderful. It was easy to bet to by bus and there is a visitors rest stop on the other side for a snack and/or bathroom stop.","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21150-Golden_Gate_Bridge-San_Francisco_California.html"
"e50dcc1c59496855dc7a62aa4f2b61fd4b0025e7","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","A sight to see. I feel really lucky to have seen such beautiful views on a gorgeous clear day.","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21130-Golden_Gate_Bridge-San_Francisco_California.html"
"69ae5dd55a1d30de899976d1fe1734e75171b838","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","REally cant say much more than EPIC! Gotta see this","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1260-Marin_Headlands-Marin_County_California.html"
"6f381c375c321167ad58ad309ca4b8e4e0f3fd40","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","I have been to SF multiple times and never made it out, this is a must do trip, incredible views of city and Golden Gate, Wild coastline and ocean views. It was cold, but most of... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1240-Marin_Headlands-Marin_County_California.html"
"dc9a96a9fd703bf8445837a52da4f03b746e7174","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Union Street Association: 1686 Union St. , Cow Hollow , San Francisco , CA 94123","Union Street","San Francisco","+1 415-441-7055","Neighborhood: Marina District Neighborhoods , Points of Interest & Landmarks , Other, Sights & Landmarks As featured in The Best Kept Secrets of San Francisco and 1 other guide Overview Tours & Tickets Reviews (91) Q&A (2) Location More Write a Review Save Book a Tour","91","#111","This is a long street in San Francisco, but it's unique in that it's the only street with two-way traffic through the Russian Hill neighborhood.","https://www.tripadvisor.com/Attraction_Review-g60713-d127868-Reviews-Union_Street-San_Francisco_California.html"
"585a60e025e0e322f2933e8b5eb9ea6a834e71a1","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA 94102","Painted Ladies Tour Company","null","+1 415-843-1217","","482","#4","We took the Muir Woods/Sausalito tour. Tour guide Dave was very good. Muir Woods is worth the visit.","https://www.tripadvisor.com/Attraction_Review-g60713-d8131730-Reviews-or20-Painted_Ladies_Tour_Company-San_Francisco_California.html"
"f6a3ce0a5a3e1aeede6ec666208a098cebb68aae","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","700 block of Steiner Street , San Francisco , CA","Queen Anne Victorians","San Francisco","","","13","#200","houses are really pretty. Its a movie location and easy to reach and park the car. Keep quiet while taking picture in front of the house since people are living in the houses.","https://www.tripadvisor.com/Attraction_Review-g60713-d106239-Reviews-Queen_Anne_Victorians-San_Francisco_California.html"
"4d2aa050451e49e7b838d687c7cbf4cd65ba5a3b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Bush St , San Francisco , CA 94108","Dragon's Gate","San Francisco","","","21","#229","Unfortunately, many of the businesses at the gate entrance are not Chinese and seem a tad shady as the proprietors try to hustle their goods. Grant Ave is a nice walk to get the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d8660947-Reviews-Dragon_s_Gate-San_Francisco_California.html"
"0214b71ffb6b445d2fa0b1c310eb18a22a7ef409","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Between Stockton and Kearny Streets , Union Square , San Francisco , CA","Maiden Lane","San Francisco","","","16","#283","We visited this spot as part of a Hitchcock tour (yes, this area was filmed in one of his movies. It was also known as the ""red light district"" many years ago with more than 1200... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d311689-Reviews-Maiden_Lane-San_Francisco_California.html"
"d4145171b24c92c2307da7114a416b325abb3b13","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Coner of Geary-Market and Kearny Streets , San Francisco , CA","Lotta's Fountain","San Francisco","","","15","#248","We took the hop on / off bus and we heard about the importance of this statue but we didn’t get off. We learned it had withstood fires, earthquakes and still remains today thus it... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d4440156-Reviews-Lotta_s_Fountain-San_Francisco_California.html"
"6c5e82560a37d46a7c43eeffde6d96ae122b454c","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Nature & Parks , Sights & Landmarks , Zoos & Aquariums , Museums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","This tour is relatively expensive: On line cost: Adult Admission is $30 Child: (4-11): $20, Youth, Students and Seniors (65 over) : $25 They also have a peak period surcharge... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or2990-California_Academy_of_Sciences-San_Francisco_California.html"
"618fe7aa59762762a820e667b866682f8db5041a","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","651 California St , Between Kearny Street and Quincy Street Chinatown , San Francisco , CA 94108-2506","St. Mary's Square","San Francisco","","","9","#271","Across from the church is a park, this park. Adjacent to this park is the square where the locals gather and spend their time to pass time and entertain themselves. They are... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d8733848-Reviews-St_Mary_s_Square-San_Francisco_California.html"
"937d09f0c4adff13b04fd9d89ed8b3787abcaf94","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","420 Montgomery St , San Francisco , CA 94104-1207","Wells Fargo History Museum","San Francisco","+1 415-396-2619","Neighborhood: Financial District History Museums , Specialty Museums , Museums","114","#87","I happened by this place after hours one night and made a point to return. I was not disappointed. So many interesting things to see and very educational. You can sit in a mock up... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d145245-Reviews-Wells_Fargo_History_Museum-San_Francisco_California.html"
"a273e65f9430fed0db44f695bf69ee4952aaf2f3","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Roosevelt Way and Castro Street , San Francisco , CA 94114","Corona Heights","San Francisco","+1 415-831-2750","","26","#158","Wow! This unassuming little hill is just the best place to see the city. To be fair, there is a gentle hike to the top, but the mild effort needed is certainly worth for the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d265129-Reviews-Corona_Heights-San_Francisco_California.html"
"ad6dd7dd4e4e151cb617f288ab3dc544d9571c56","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Between 20th Street and 22nd Street , San Francisco , CA","Vermont Street","San Francisco","","","13","#233","Lombard gets all the attention and with the flowers and brick it is much prettier . However Vermont is great since you don't have to deal with bumper to bumper traffic or... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d546392-Reviews-Vermont_Street-San_Francisco_California.html"
"6d8d5c571e9722ebf6630d6529e7a65110bc9b53","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","2961 16th St , San Francisco , CA 94103-3633","Victoria Theatre","San Francisco","+1 415-863-7576","","7","#282","We saw an awesome production of Little Shop of Horrors in this old restored theater last Saturday. Yes, this theater is in the Mission District and you might see some unsavory... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3946891-Reviews-Victoria_Theatre-San_Francisco_California.html"
"71f7d1a54f284feb5a014ae79e34d4f1537e3c95","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Castro and Market Sts. is the heart of the Castro , San Francisco , CA 94114","The Castro","San Francisco","+1 415-391-2000","Neighborhood: The Castro Neighborhoods , Other, Sights & Landmarks As featured in One Week in San Francisco and 3 other guides Overview Tours & Tickets Reviews (622) Q&A (2) Location More Write a Review Save Book a Tour","622","#52","An outdoor museum of gayness safe enough for heterosexuals and cis people to explore. The restaurants are not that great, but the bars serve stiff drinks and men too. An important... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d183745-Reviews-The_Castro-San_Francisco_California.html"
"7824c22c3a15f29a003de66390f5ea7325722376","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","Golden Gate Bridge is a magnificent view from a distance, but to really experience the bridge you have to walk it (or use a bike). It's a long walk so I would recommend you to... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21120-Golden_Gate_Bridge-San_Francisco_California.html"
"5515b69191dad3687db2ad62241bce74004daa3e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","The history of it's name and the construction process are all interesting. How can you go to SanFran and not cross the Golden Gate??!!!","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21110-Golden_Gate_Bridge-San_Francisco_California.html"
"618045242b44e448535d925723fd84bf72f9c62f","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","We drove all over Marin Headlands...astounding scenery!","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1230-Marin_Headlands-Marin_County_California.html"
"3dccd5c03d65ee86d2518af77ee901670755e348","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","We were on a wine tour and our guide suggested a photo opportunity at the Headlands. Indeed, it was a great photo op as she drove to the top of the peak - you could see all of... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1220-Marin_Headlands-Marin_County_California.html"
"19337812577ee447c46679a7c074ec7694837339","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Union Street Association: 1686 Union St. , Cow Hollow , San Francisco , CA 94123","Union Street","San Francisco","+1 415-441-7055","Neighborhood: Marina District Neighborhoods , Points of Interest & Landmarks , Sights & Landmarks , Other As featured in The Best Kept Secrets of San Francisco and 1 other guide Overview Tours & Tickets Reviews (91) Q&A (2) Location More Write a Review Save Book a Tour","91","#111","Union Street runs nearly the width of San Francisco, from east to west, extending from its point of origin at the Bay, parallel west between Green and Filbert Streets to its end... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d127868-Reviews-or20-Union_Street-San_Francisco_California.html"
"f05bb09fc2a3589e8826389a9f6187bc6a6a291b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA 94109","Mountain Bike San Francisco","null","+1 415-971-4593","Bike Tours , Gear Rentals , Tours , Outdoor Activities","50","#34","I took the family out riding with Mark from MBSF on our vacation to California this fall. it was my oldest sons 12th year birthday, so it had to be a hit. Everybody had a good... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d6485962-Reviews-Mountain_Bike_San_Francisco-San_Francisco_California.html"
"6ec09dfc2ed57cd22c262631b666e0c17fac8991","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA","Hendric Point","San Francisco","","","16","#235","This place has a great view for photography. However, it can get quite windy and cool up there even during the summer months.","https://www.tripadvisor.com/Attraction_Review-g60713-d2440554-Reviews-Hendric_Point-San_Francisco_California.html"
"89f64987080ea7a634c906bcfe7689c07fb0c3a0","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","450 Sutter St , San Francisco , CA 94108-4206","450 Sutter Building","San Francisco","+1 415-434-6317","","6","#288","This is one Art Deco building that is best appreciated from inside. The Mayan-themed lobby with its marble walls and bronze ceiling is as intricate and as beautiful as any I have... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d143321-Reviews-450_Sutter_Building-San_Francisco_California.html"
"2d0a10bd2ec0ca543054c804bd5a792a31a4c4e3","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA 94108","The Boutique Traveler","null","+1 415-748-5054","Neighborhood: Union Square City Tours , Walking Tours , Private Tours , Sightseeing Tours , Tours , More","103","#52","Michael's walking tour is packed with historical anecdotes and stories! On top of that, you also get awesome photos taken and have access to them right after! Overall loved the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d6484894-Reviews-The_Boutique_Traveler-San_Francisco_California.html"
"499a5d36e88e41b363ffc0fd4915edc1f33e45a8","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","50 Post St , b/t Lick Pl & Kearny St, Financial District , San Francisco , CA 94104-4546","Crocker Galleria","San Francisco","+1 415-393-1505","","16","#266","The Crocker Galleria is closed on the weekends. But on weekdays, it's great place for shopping and eating out. There are a number of eateries to choose from. For some yummy... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d156349-Reviews-Crocker_Galleria-San_Francisco_California.html"
"d905d32f834700ea64d6dd3c3f6afa0443455843","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","55 Music Concourse Dr , Golden Gate Park , San Francisco , CA 94118-4503","California Academy of Sciences","San Francisco","+1 415-379-8000","Neighborhood: Golden Gate Park Educational sites , Natural History Museums , Science Museums , Observatories & Planetariums , Sights & Landmarks , Zoos & Aquariums , Nature & Parks , Museums , More As featured in A Weekend in San Francisco and 3 other guides Overview Tours & Tickets Reviews (4,171) Q&A (10) Location More Write a Review Save Book a Tour","4,171","#14","I built this place! Thats not the reason it is so great with such great exhibits and the planetarium. Although I went there everyday for almost a year, I have visited twice as a... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-or2970-California_Academy_of_Sciences-San_Francisco_California.html"
"ff7fe187801132484bc1e76e7950200b97c25eac","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","West Pacific Avenue & Maple , San Francisco , CA","Julius Kahn Playground","San Francisco","","","4","#317","Great place to meet locals in SF. There is also free parking on W. Pacific. There is always something fun happening in the park. There are also great views of the GG Bridge.","https://www.tripadvisor.com/Attraction_Review-g60713-d3348859-Reviews-Julius_Kahn_Playground-San_Francisco_California.html"
"6094a73c2a7b34f88219caf14969be6ab511090d","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Embarcadero at Battery , Financial District , San Francisco , CA 94111","Embarcadero Center","San Francisco","415 772 0700; 800 733 6318","","63","#149","There are shopping outlets, eateries and The Coffee Bean and Tea Leaf! Check out the movie theatres if you are interested. It provides an alternative from Ferry Buildling and the... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d103853-Reviews-Embarcadero_Center-San_Francisco_California.html"
"1709e618ff2af3714deba2b7cd1bf2dd28e18131","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Southwest corner of Castro and Market Streets , San Francisco , CA","Harvey Milk Plaza","San Francisco","","","15","#272","The Harvey Milk Plaza is located at Market & Castro and also happens to be at the entrance to the MUNI underground. This is where the Castro Street begins. Look at the HUGE, I... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d311685-Reviews-Harvey_Milk_Plaza-San_Francisco_California.html"
"c3ebcc4360a0d61700b347115eeb479ec70f8cd9","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","1800 Mission St , San Francisco , CA 94103-3502","SF Armory","San Francisco","","","28","#192","What an awesome tour. Who would have thought that you'd get a history lesson along with a porn tour? If you're offended by anything sexual, don't go. However, the tour included... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d3478684-Reviews-SF_Armory-San_Francisco_California.html"
"36abbf2802b4114fcf810fa948a5b6fb9daa5e25","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","199 Museum Way , San Francisco , CA 94114-1499","Randall Museum","San Francisco","+1 415-554-9600","","7","#340","First visit. Large model train lay out, 100 local animals who can't be put out in the wild, Appeared to be lots of classes available for locals.","https://www.tripadvisor.com/Attraction_Review-g60713-d557300-Reviews-Randall_Museum-San_Francisco_California.html"
"88eb9d02394ee0ef7db89d389566278595f3392e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA","The Promenade","San Francisco","","","7","#281","Enjoy the beautiful views from the Promenade as you walk away from the hustle and bustle of the City. Not as crowded as the streets and sidewalks.","https://www.tripadvisor.com/Attraction_Review-g60713-d142456-Reviews-The_Promenade-San_Francisco_California.html"
"b8b78c94771cb13cdaf740b0ef2072c2880bd28b","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","great view and great photos, get there early to beat the crowds of tourists though","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21090-Golden_Gate_Bridge-San_Francisco_California.html"
"e5bc84909a30241bee0cafeaf3d2e3c96c0d390e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Lincoln Boulevard, near Doyle Drive and Fort Point , San Francisco , CA 94129","Golden Gate Bridge","San Francisco","415-921-5858","","32,693","#2","It's worth both driving and walking. Just park your car in the parking lot (don't miss the sign to turn right before getting on the bridge) and don't forget your camera.","https://www.tripadvisor.com/Attraction_Review-g60713-d104675-Reviews-or21080-Golden_Gate_Bridge-San_Francisco_California.html"
"580d572245ea3c28419c52e0447b73fcf618c47d","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","The best place to see the City, Alcatraz and the Bridge from. On the left of the bridge when you cross over to the North. Take the slip road after the viewing point and then under... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1200-Marin_Headlands-Marin_County_California.html"
"2c1a7e6f02b07fd4dd8dfbce289d9270196d8d35","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Golden Gate National Recreation Area , CA 94965","Marin Headlands","Marin County","415-331-1540","Nature & Wildlife Areas , State Parks , Nature & Parks","1,731","#2","I went to the Marin Headlands after reading TA reviews, with a thought that its actually a hiking trial. Surprisingly though, even if you drive down on the roadways, the headlands... read more","https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-or1190-Marin_Headlands-Marin_County_California.html"
"9cd2d79e12e6539dd9ae315438ac2c2229d26fd8","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Castro and Market Sts. is the heart of the Castro , San Francisco , CA 94114","The Castro","San Francisco","+1 415-391-2000","Neighborhood: The Castro Neighborhoods , Sights & Landmarks , Other As featured in One Week in San Francisco and 3 other guides Overview Tours & Tickets Reviews (622) Q&A (2) Location More Write a Review Save Book a Tour","622","#52","Great place to see a different side to everything. Everything from normal to unimaginable. Put on jeans and a t-shirt or a hot pink velvet jump suit and you'll fit right in. Great... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d183745-Reviews-or300-The_Castro-San_Francisco_California.html"
"4ace66e2d411d2af62c9643f5746d228c937984e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","Washington, Sacramento, Gough and Laguna Streets , San Francisco , CA","Lafayette Park","San Francisco","","","23","#170","Came upon this par unexpectantly and was glad I did! There are wonderful views of the bay and the city. You'll also find a wonderful playground for the kiddos and a dog park for... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d545906-Reviews-Lafayette_Park-San_Francisco_California.html"
"7fbb0919bfadb3cf7f2931593b885c70b044c21e","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","2007 Franklin St , Pacific Heights , San Francisco , CA 94109-2909","Haas - Lilienthal House","San Francisco","+1 415-441-3004","","59","#150","There are some exceptional features in this well-preserved classic Victorian. But the highlight was our well-informed and charming docent who put the family, the location, and... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d127938-Reviews-Haas_Lilienthal_House-San_Francisco_California.html"
"5dde3e9e5b6a41351ccbc1d2fce4006018397e3d","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","null","Gordon Parks Centennial","San Francisco","","“ The best photography exhibit in SF (by far) ” Reviewed April 20, 2013 If you like top quality images, cropped and printed to perfection, AND would like to see work that vividly communicates.....the Gordon Parks Centennial should not be missed. The images are a selected group of 92 from the rural south, and the civil rights era. If you have a choice between the Winnogrand exhibit at SFMOMA, do not hesitate to opt... More Helpful? Thank jarjar8271 Report","null","#396","","https://www.tripadvisor.com/Attraction_Review-g60713-d4101955-Reviews-Gordon_Parks_Centennial-San_Francisco_California.html"
"90c56359c4da5b379698c7aae636e81f21811b67","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","San Francisco , CA 94108","The Boutique Traveler","null","+1 415-748-5054","Neighborhood: Union Square City Tours , Walking Tours , Private Tours , Sightseeing Tours , Tours , More","103","#52","We really enjoyed our tour with Mike. He's a relaxed and pleasant guy who tailors the tour to your interests. Saw a lot of things that we wouldn't have seen otherwise. Great tour... read more","https://www.tripadvisor.com/Attraction_Review-g60713-d6484894-Reviews-or20-The_Boutique_Traveler-San_Francisco_California.html"
"adfc0abd032192da7537081795dad24268562d5c","f1b17f12b271f090607ff7b6e95e4c1a06353518","sri-ranganathaswamy-temple-srirangapatna-india-t","268 Bush St # 2000 , San Francisco , CA 94104-3503","San Francisco Movie Tours","null","+1 888-217-1871","Neighborhood: Financial District Movie & TV Tours , Tours","434","#18","","https://www.tripadvisor.com/Attraction_Review-g60713-d797856-Reviews-San_Francisco_Movie_Tours-San_Francisco_California.html"
